（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00087564）（0x000869C0）（0x0004E238）：9E00（B101|    |    ）
（0x0008758C）（0x000869E8）（0x0004E260）：9E00（B101|    |    ）
（0x000875A4）（0x00086A00）（0x0004E278）：9E00（9701|0200|    ）
（0x0008A01C）（0x00089478）（0x00050CF0）：9E00（C001|    |    ）
（0x0008A024）（0x00089480）（0x00050CF8）：9E00（C001|    |    ）
（0x0008A0BC）（0x00089518）（0x00050D90）：9E00（C001|0200|    ）
（0x0008A26C）（0x000896C8）（0x00050F40）：9E00（9301|0400|    ）
（0x0008A2F4）（0x00089750）（0x00050FC8）：9E00（9301|0400|    ）
（0x0008A4EC）（0x00089948）（0x000511C0）：9E00（A301|0200|    ）
（0x0008A54C）（0x000899A8）（0x00051220）：9E00（B101|0200|46A2）
（0x0008A5F4）（0x00089A50）（0x000512C8）：9E00（C401|0200|5CA2）
（0x0008A63C）（0x00089A98）（0x00051310）：9E00（B101|0200|65A2）
（0x0008AA24）（0x00089E80）（0x000516F8）：9E00（B901|0200|    ）
（0x0008AA4C）（0x00089EA8）（0x00051720）：9E00（B901|0200|    ）
（0x0008AA8C）（0x00089EE8）（0x00051760）：9E00（    |    |    ）
（0x0008AB64）（0x00089FC0）（0x00051838）：9E00（0002|    |    ）
（0x0008AB7C）（0x00089FD8）（0x00051850）：9E00（0002|    |    ）
（0x0008AC0C）（0x0008A068）（0x000518E0）：9E00（0002|    |    ）
（0x0008AC24）（0x0008A080）（0x000518F8）：9E00（0002|    |    ）
（0x0008ACF4）（0x0008A150）（0x000519C8）：9E00（0002|    |    ）
（0x0008AD1C）（0x0008A178）（0x000519F0）：9E00（0002|    |    ）
（0x0008ADC4）（0x0008A220）（0x00051A98）：9E00（BA01|0200|    ）
（0x0008AE3C）（0x0008A298）（0x00051B10）：9E00（C501|    |    ）
（0x0008AE44）（0x0008A2A0）（0x00051B18）：9E00（C501|    |    ）
（0x0008B00C）（0x0008A468）（0x00051CE0）：9E00（EA01|    |    ）
（0x0008B014）（0x0008A470）（0x00051CE8）：9E00（EA01|    |    ）
（0x0008B06C）（0x0008A4C8）（0x00051D40）：9E00（EC01|    |    ）
（0x0008B074）（0x0008A4D0）（0x00051D48）：9E00（EC01|    |    ）
（0x0008B0CC）（0x0008A528）（0x00051DA0）：9E00（    |    |    ）
（0x0008B45C）（0x0008A8B8）（0x00052130）：9E00（F701|0200|00A4）
（0x0008B474）（0x0008A8D0）（0x00052148）：9E00（ED01|0200|14A4）
（0x0008B48C）（0x0008A8E8）（0x00052160）：9E00（FF01|0200|1EA4）
