（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B68C）（0x0003AAE8）（0x00002360）：5F00（    |    |    ）
（0x0003BD4C）（0x0003B1A8）（0x00002A20）：5F00（    |    |    ）
（0x0003BE9C）（0x0003B2F8）（0x00002B70）：5F00（    |    |    ）
（0x0008638C）（0x000857E8）（0x0004D060）：5F00（    |    |    ）
（0x000863CC）（0x00085828）（0x0004D0A0）：5F00（    |    |    ）
（0x0008640C）（0x00085868）（0x0004D0E0）：5F00（    |    |    ）
（0x0008644C）（0x000858A8）（0x0004D120）：5F00（    |    |    ）
（0x0008648C）（0x000858E8）（0x0004D160）：5F00（    |    |    ）
（0x000864CC）（0x00085928）（0x0004D1A0）：5F00（    |    |    ）
（0x0008661C）（0x00085A78）（0x0004D2F0）：5F00（    |    |    ）
（0x0008B80C）（0x0008AC68）（0x000524E0）：5F00（    |    |    ）
