（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003C0F4）（0x0003B550）（0x00002DC8）：1900（0900|1AFC|0100）
（0x0003C0FC）（0x0003B558）（0x00002DD0）：1900（0800|CEFF|0100）
（0x0003C8EC）（0x0003BD48）（0x000035C0）：1900（0A00|F1D8|0200）
（0x0003C8F4）（0x0003BD50）（0x000035C8）：1900（0900|F1D8|0200）
（0x00085D5C）（0x000851B8）（0x0004CA30）：1900（1100|0200|    ）
（0x00085D64）（0x000851C0）（0x0004CA38）：1900（1300|0200|    ）
（0x00085D6C）（0x000851C8）（0x0004CA40）：1900（1200|0200|    ）
（0x00085D7C）（0x000851D8）（0x0004CA50）：1900（1200|0300|    ）
（0x00085D8C）（0x000851E8）（0x0004CA60）：1900（1300|0300|    ）
（0x00085D9C）（0x000851F8）（0x0004CA70）：1900（1300|0200|    ）
（0x00086754）（0x00085BB0）（0x0004D428）：1900（0800|0300|    ）
（0x00086764）（0x00085BC0）（0x0004D438）：1900（0800|0500|    ）
（0x00086774）（0x00085BD0）（0x0004D448）：1900（0700|0300|    ）
（0x00089E94）（0x000892F0）（0x00050B68）：1900（0700|AA00|0200）
（0x00089E9C）（0x000892F8）（0x00050B70）：1900（0800|BE00|0200）
（0x00089EA4）（0x00089300）（0x00050B78）：1900（0600|0B00|0200）
（0x00089EAC）（0x00089308）（0x00050B80）：1900（1100|6400|0200）
（0x00089EB4）（0x00089310）（0x00050B88）：1900（1200|9B00|0200）
（0x00089EBC）（0x00089318）（0x00050B90）：1900（1300|3700|0200）
（0x00089EC4）（0x00089320）（0x00050B98）：1900（1400|5000|0200）
（0x00089ECC）（0x00089328）（0x00050BA0）：1900（1500|1E00|0200）
（0x0008BD3C）（0x0008B198）（0x00052A10）：1900（1100|0300|    ）
（0x0008BD44）（0x0008B1A0）（0x00052A18）：1900（1200|0200|    ）
（0x0008BD4C）（0x0008B1A8）（0x00052A20）：1900（1300|0200|    ）
（0x0008BD54）（0x0008B1B0）（0x00052A28）：1900（1400|0100|    ）
（0x0008BD5C）（0x0008B1B8）（0x00052A30）：1900（1500|0100|    ）
（0x0008BDD4）（0x0008B230）（0x00052AA8）：1900（1100|0400|    ）
（0x0008BDE4）（0x0008B240）（0x00052AB8）：1900（1400|0300|    ）
（0x0008BDF4）（0x0008B250）（0x00052AC8）：1900（1500|0200|    ）
