（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003936C）（0x000387C8）（0x00000040）：0F00（0200|    |    ）
（0x00039384）（0x000387E0）（0x00000058）：0F00（    |    |    ）
（0x0003939C）（0x000387F8）（0x00000070）：0F00（0100|    |    ）
（0x000393B4）（0x00038810）（0x00000088）：0F00（0300|    |    ）
（0x0003985C）（0x00038CB8）（0x00000530）：0F00（0300|    |    ）
（0x0003A2EC）（0x00039748）（0x00000FC0）：0F00（0200|    |    ）
（0x0003A304）（0x00039760）（0x00000FD8）：0F00（0300|    |    ）
（0x0003A32C）（0x00039788）（0x00001000）：0F00（0200|    |    ）
（0x0003A344）（0x000397A0）（0x00001018）：0F00（0100|    |    ）
（0x0003ADE4）（0x0003A240）（0x00001AB8）：0F00（FFFF|    |    ）
（0x0003ADF4）（0x0003A250）（0x00001AC8）：0F00（FFFF|0100|    ）
（0x0003AE0C）（0x0003A268）（0x00001AE0）：0F00（FFFF|    |    ）
（0x0003F83C）（0x0003EC98）（0x00006510）：0F00（0300|    |    ）
（0x0003F864）（0x0003ECC0）（0x00006538）：0F00（0300|    |    ）
（0x0003F884）（0x0003ECE0）（0x00006558）：0F00（0100|    |    ）
（0x00040574）（0x0003F9D0）（0x00007248）：0F00（0200|    |    ）
（0x00042A1C）（0x00041E78）（0x000096F0）：0F00（0200|    |    ）
（0x00042A6C）（0x00041EC8）（0x00009740）：0F00（0200|    |    ）
（0x000438F4）（0x00042D50）（0x0000A5C8）：0F00（0300|    |    ）
（0x00043904）（0x00042D60）（0x0000A5D8）：0F00（0300|    |    ）
（0x0004390C）（0x00042D68）（0x0000A5E0）：0F00（0200|    |    ）
（0x0004391C）（0x00042D78）（0x0000A5F0）：0F00（    |    |    ）
（0x0004460C）（0x00043A68）（0x0000B2E0）：0F00（0200|    |    ）
（0x00044644）（0x00043AA0）（0x0000B318）：0F00（0100|    |    ）
（0x00044664）（0x00043AC0）（0x0000B338）：0F00（0100|    |    ）
（0x00044674）（0x00043AD0）（0x0000B348）：0F00（0300|    |    ）
（0x000446E4）（0x00043B40）（0x0000B3B8）：0F00（    |    |    ）
（0x0004470C）（0x00043B68）（0x0000B3E0）：0F00（0100|    |    ）
（0x0004472C）（0x00043B88）（0x0000B400）：0F00（    |    |    ）
（0x0004473C）（0x00043B98）（0x0000B410）：0F00（0300|    |    ）
（0x00044764）（0x00043BC0）（0x0000B438）：0F00（0300|    |    ）
（0x00044774）（0x00043BD0）（0x0000B448）：0F00（    |    |    ）
（0x000447EC）（0x00043C48）（0x0000B4C0）：0F00（    |    |    ）
（0x00044864）（0x00043CC0）（0x0000B538）：0F00（0300|    |    ）
（0x00044874）（0x00043CD0）（0x0000B548）：0F00（0200|    |    ）
（0x00045D44）（0x000451A0）（0x0000CA18）：0F00（0300|    |    ）
（0x00046E94）（0x000462F0）（0x0000DB68）：0F00（0200|    |    ）
（0x00046EAC）（0x00046308）（0x0000DB80）：0F00（0100|    |    ）
（0x00046EBC）（0x00046318）（0x0000DB90）：0F00（    |    |    ）
（0x00047A14）（0x00046E70）（0x0000E6E8）：0F00（    |    |    ）
（0x00047A3C）（0x00046E98）（0x0000E710）：0F00（0300|    |    ）
（0x00047B94）（0x00046FF0）（0x0000E868）：0F00（    |    |    ）
（0x00047BA4）（0x00047000）（0x0000E878）：0F00（0100|    |    ）
（0x00047D04）（0x00047160）（0x0000E9D8）：0F00（0300|    |    ）
（0x00047D1C）（0x00047178）（0x0000E9F0）：0F00（0200|    |    ）
（0x00047D74）（0x000471D0）（0x0000EA48）：0F00（0200|    |    ）
（0x00047D84）（0x000471E0）（0x0000EA58）：0F00（0100|    |    ）
（0x00047E3C）（0x00047298）（0x0000EB10）：0F00（    |    |    ）
（0x00047E4C）（0x000472A8）（0x0000EB20）：0F00（0300|    |    ）
（0x0004812C）（0x00047588）（0x0000EE00）：0F00（0300|    |    ）
（0x0004813C）（0x00047598）（0x0000EE10）：0F00（0200|    |    ）
（0x00048154）（0x000475B0）（0x0000EE28）：0F00（0300|    |    ）
（0x0004A384）（0x000497E0）（0x00011058）：0F00（    |    |    ）
（0x0004A3B4）（0x00049810）（0x00011088）：0F00（0300|    |    ）
（0x0004A3C4）（0x00049820）（0x00011098）：0F00（0200|    |    ）
（0x0004A3EC）（0x00049848）（0x000110C0）：0F00（    |    |    ）
（0x0004A6FC）（0x00049B58）（0x000113D0）：0F00（0200|    |    ）
（0x0004ABB4）（0x0004A010）（0x00011888）：0F00（0200|    |    ）
（0x0004AC0C）（0x0004A068）（0x000118E0）：0F00（0300|    |    ）
（0x0004AC1C）（0x0004A078）（0x000118F0）：0F00（    |    |    ）
（0x0004ACD4）（0x0004A130）（0x000119A8）：0F00（0200|    |    ）
