（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003FCF4）（0x0003F150）（0x000069C8）：2500（FFFF|3B0D|    ）
（0x00042284）（0x000416E0）（0x00008F58）：2500（0A00|9E11|    ）
（0x000427D4）（0x00041C30）（0x000094A8）：2500（0A00|9E11|    ）
（0x00042884）（0x00041CE0）（0x00009558）：2500（3F00|9C13|    ）
（0x0004292C）（0x00041D88）（0x00009600）：2500（FFFF|A312|    ）
（0x00042DD4）（0x00042230）（0x00009AA8）：2500（1900|0313|    ）
（0x00042DDC）（0x00042238）（0x00009AB0）：2500（1A00|0813|    ）
（0x00042DE4）（0x00042240）（0x00009AB8）：2500（1B00|0F13|    ）
（0x00042DEC）（0x00042248）（0x00009AC0）：2500（3F00|C513|    ）
（0x00042DFC）（0x00042258）（0x00009AD0）：2500（0A00|9E11|    ）
（0x00042E04）（0x00042260）（0x00009AD8）：2500（0800|C511|    ）
（0x00042EC4）（0x00042320）（0x00009B98）：2500（1500|8713|    ）
（0x00042FA4）（0x00042400）（0x00009C78）：2500（1400|7513|    ）
（0x00042FAC）（0x00042408）（0x00009C80）：2500（1900|F912|    ）
（0x00042FB4）（0x00042410）（0x00009C88）：2500（3F00|BE13|    ）
（0x00042FC4）（0x00042420）（0x00009C98）：2500（0A00|F911|    ）
（0x00042FCC）（0x00042428）（0x00009CA0）：2500（0800|FC11|    ）
（0x00043084）（0x000424E0）（0x00009D58）：2500（1400|7013|    ）
（0x000433BC）（0x00042818）（0x0000A090）：2500（1400|2514|    ）
（0x00043A3C）（0x00042E98）（0x0000A710）：2500（5400|FB14|    ）
（0x00043A44）（0x00042EA0）（0x0000A718）：2500（5500|F014|    ）
（0x00043A4C）（0x00042EA8）（0x0000A720）：2500（5700|6C14|    ）
（0x00043A8C）（0x00042EE8）（0x0000A760）：2500（1A00|6013|    ）
（0x00043A94）（0x00042EF0）（0x0000A768）：2500（1B00|6613|    ）
（0x00043B5C）（0x00042FB8）（0x0000A830）：2500（3C00|6E15|    ）
（0x00043B74）（0x00042FD0）（0x0000A848）：2500（5400|0015|    ）
（0x00043E5C）（0x000432B8）（0x0000AB30）：2500（C000|2219|    ）
（0x00043EA4）（0x00043300）（0x0000AB78）：2500（7C00|F916|    ）
（0x00043EB4）（0x00043310）（0x0000AB88）：2500（7D00|5517|    ）
（0x00043EC4）（0x00043320）（0x0000AB98）：2500（1900|CB15|    ）
（0x0004443C）（0x00043898）（0x0000B110）：2500（5500|4516|    ）
（0x00044524）（0x00043980）（0x0000B1F8）：2500（5400|1516|    ）
（0x000445A4）（0x00043A00）（0x0000B278）：2500（5300|F415|    ）
（0x000445D4）（0x00043A30）（0x0000B2A8）：2500（5400|2816|    ）
（0x00044AFC）（0x00043F58）（0x0000B7D0）：2500（7500|2517|    ）
（0x00044D94）（0x000441F0）（0x0000BA68）：2500（7C00|DC16|    ）
（0x000450F4）（0x00044550）（0x0000BDC8）：2500（6600|1900|    ）
（0x000450FC）（0x00044558）（0x0000BDD0）：2500（6700|1900|    ）
（0x0004510C）（0x00044568）（0x0000BDE0）：2500（6800|1900|    ）
（0x00045114）（0x00044570）（0x0000BDE8）：2500（6900|1900|    ）
（0x00045144）（0x000445A0）（0x0000BE18）：2500（3C00|6E18|    ）
（0x000451A4）（0x00044600）（0x0000BE78）：2500（C900|4820|    ）
（0x000451DC）（0x00044638）（0x0000BEB0）：2500（6000|F41E|    ）
（0x00045DAC）（0x00045208）（0x0000CA80）：2500（6800|5B19|    ）
（0x00045DB4）（0x00045210）（0x0000CA88）：2500（6900|5B19|    ）
（0x00045F44）（0x000453A0）（0x0000CC18）：2500（C000|D019|    ）
（0x0004606C）（0x000454C8）（0x0000CD40）：2500（B100|AC19|    ）
（0x00046074）（0x000454D0）（0x0000CD48）：2500（B200|AF19|    ）
（0x00046374）（0x000457D0）（0x0000D048）：2500（6100|9F17|    ）
（0x0004637C）（0x000457D8）（0x0000D050）：2500（6000|AC16|    ）
（0x0004659C）（0x000459F8）（0x0000D270）：2500（5600|C01A|    ）
（0x000465AC）（0x00045A08）（0x0000D280）：2500（5700|C61A|    ）
（0x000465DC）（0x00045A38）（0x0000D2B0）：2500（B500|6E1E|    ）
（0x000465E4）（0x00045A40）（0x0000D2B8）：2500（B000|    |    ）
（0x000465EC）（0x00045A48）（0x0000D2C0）：2500（B100|CA1A|    ）
（0x000465F4）（0x00045A50）（0x0000D2C8）：2500（B200|D41A|    ）
（0x0004661C）（0x00045A78）（0x0000D2F0）：2500（4D00|E31A|    ）
（0x00046644）（0x00045AA0）（0x0000D318）：2500（3900|781A|    ）
（0x0004666C）（0x00045AC8）（0x0000D340）：2500（3D00|DD1A|    ）
（0x00046674）（0x00045AD0）（0x0000D348）：2500（3E00|DD1A|    ）
（0x000468CC）（0x00045D28）（0x0000D5A0）：2500（0400|B61A|    ）
（0x00046B04）（0x00045F60）（0x0000D7D8）：2500（0400|7B11|    ）
（0x00046DE4）（0x00046240）（0x0000DAB8）：2500（3900|771B|    ）
（0x00046E1C）（0x00046278）（0x0000DAF0）：2500（4D00|CE1D|    ）
（0x00046E24）（0x00046280）（0x0000DAF8）：2500（B100|E91D|    ）
（0x00046E3C）（0x00046298）（0x0000DB10）：2500（5500|051E|    ）
（0x00046E44）（0x000462A0）（0x0000DB18）：2500（5600|161E|    ）
（0x00046E4C）（0x000462A8）（0x0000DB20）：2500（5700|1C1E|    ）
（0x00046E54）（0x000462B0）（0x0000DB28）：2500（8000|1F1E|    ）
（0x00046E5C）（0x000462B8）（0x0000DB30）：2500（C000|231E|    ）
（0x00046E64）（0x000462C0）（0x0000DB38）：2500（0A00|FF11|    ）
（0x00046E6C）（0x000462C8）（0x0000DB40）：2500（0800|0F12|    ）
（0x00046FBC）（0x00046418）（0x0000DC90）：2500（7C00|9F1B|    ）
（0x0004702C）（0x00046488）（0x0000DD00）：2500（7500|2517|    ）
（0x00047034）（0x00046490）（0x0000DD08）：2500（E200|E924|    ）
（0x00047634）（0x00046A90）（0x0000E308）：2500（3900|7E1C|    ）
（0x0004764C）（0x00046AA8）（0x0000E320）：2500（0900|941C|    ）
（0x00047654）（0x00046AB0）（0x0000E328）：2500（0800|941C|    ）
（0x0004765C）（0x00046AB8）（0x0000E330）：2500（4D00|C91E|    ）
（0x00047664）（0x00046AC0）（0x0000E338）：2500（5500|F41D|    ）
（0x0004789C）（0x00046CF8）（0x0000E570）：2500（4500|B21C|    ）
（0x00048084）（0x000474E0）（0x0000ED58）：2500（B100|ED1D|    ）
（0x0004808C）（0x000474E8）（0x0000ED60）：2500（5500|F91D|    ）
（0x00048094）（0x000474F0）（0x0000ED68）：2500（4D00|FE1D|    ）
（0x000480CC）（0x00047528）（0x0000EDA0）：2500（7E00|D41E|    ）
（0x0004A05C）（0x000494B8）（0x00010D30）：2500（E500|AC21|    ）
（0x0004A064）（0x000494C0）（0x00010D38）：2500（    |B021|    ）
（0x0004A2DC）（0x00049738）（0x00010FB0）：2500（2300|B517|    ）
（0x0004A2E4）（0x00049740）（0x00010FB8）：2500（8000|6518|    ）
（0x0004A2EC）（0x00049748）（0x00010FC0）：2500（7C00|3217|    ）
（0x0004A2F4）（0x00049750）（0x00010FC8）：2500（7500|    |    ）
（0x0004A464）（0x000498C0）（0x00011138）：2500（E200|E421|    ）
（0x0004B1C4）（0x0004A620）（0x00011E98）：2500（5701|E323|    ）
（0x0004B56C）（0x0004A9C8）（0x00012240）：2500（E200|EE24|    ）
（0x0004B574）（0x0004A9D0）（0x00012248）：2500（7C00|C71D|    ）
（0x0004B5CC）（0x0004AA28）（0x000122A0）：2500（3C00|D61B|    ）
（0x0004B5D4）（0x0004AA30）（0x000122A8）：2500（3D00|D61B|    ）
（0x0004B5DC）（0x0004AA38）（0x000122B0）：2500（3E00|D61B|    ）
（0x0004B5E4）（0x0004AA40）（0x000122B8）：2500（5500|9B1E|    ）
（0x0004B604）（0x0004AA60）（0x000122D8）：2500（4D00|751E|    ）
（0x0004BACC）（0x0004AF28）（0x000127A0）：2500（7500|    |    ）
（0x0004D374）（0x0004C7D0）（0x00014048）：2500（A501|3F28|    ）
（0x0004D394）（0x0004C7F0）（0x00014068）：2500（A401|F327|    ）
（0x0004D524）（0x0004C980）（0x000141F8）：2500（A401|7528|    ）
（0x0004F254）（0x0004E6B0）（0x00015F28）：2500（E201|732A|    ）
（0x0004F25C）（0x0004E6B8）（0x00015F30）：2500（E701|D32E|    ）
（0x0004F264）（0x0004E6C0）（0x00015F38）：2500（E801|D72E|    ）
（0x0004F344）（0x0004E7A0）（0x00016018）：2500（AA01|672C|    ）
（0x0004F35C）（0x0004E7B8）（0x00016030）：2500（ED01|6A2C|    ）
（0x0004F75C）（0x0004EBB8）（0x00016430）：2500（ED01|B02A|    ）
（0x000506E4）（0x0004FB40）（0x000173B8）：2500（1A02|872E|    ）
（0x00051A84）（0x00050EE0）（0x00018758）：2500（A801|7429|    ）
（0x00051B64）（0x00050FC0）（0x00018838）：2500（C013|0563|    ）
（0x00052784）（0x00051BE0）（0x00019458）：2500（5002|DB34|    ）
（0x00052A44）（0x00051EA0）（0x00019718）：2500（3E02|0733|    ）
（0x00053164）（0x000525C0）（0x00019E38）：2500（4E02|352F|    ）
（0x00055634）（0x00054A90）（0x0001C308）：2500（6D03|AC37|    ）
（0x000559EC）（0x00054E48）（0x0001C6C0）：2500（8203|3C39|    ）
（0x00055D1C）（0x00055178）（0x0001C9F0）：2500（6D03|9837|    ）
（0x00055ED4）（0x00055330）（0x0001CBA8）：2500（8A03|C23A|    ）
（0x00055EDC）（0x00055338）（0x0001CBB0）：2500（8D03|C63A|    ）
（0x000562C4）（0x00055720）（0x0001CF98）：2500（1D03|F839|    ）
（0x00056904）（0x00055D60）（0x0001D5D8）：2500（8A03|CA3A|    ）
（0x0005690C）（0x00055D68）（0x0001D5E0）：2500（8D03|CE3A|    ）
（0x0005691C）（0x00055D78）（0x0001D5F0）：2500（2E03|923B|    ）
（0x00056D44）（0x000561A0）（0x0001DA18）：2500（A703|6C3B|    ）
（0x00056D4C）（0x000561A8）（0x0001DA20）：2500（A803|6C3B|    ）
（0x00058E0C）（0x00058268）（0x0001FAE0）：2500（9F03|1B37|    ）
（0x0005A04C）（0x000594A8）（0x00020D20）：2500（4E03|5E3C|    ）
（0x0005A054）（0x000594B0）（0x00020D28）：2500（4F03|613C|    ）
（0x0005A05C）（0x000594B8）（0x00020D30）：2500（4D03|643C|    ）
（0x0005A064）（0x000594C0）（0x00020D38）：2500（2E03|6C3C|    ）
（0x0005A06C）（0x000594C8）（0x00020D40）：2500（2C03|7E3C|    ）
（0x0005A074）（0x000594D0）（0x00020D48）：2500（6F03|943C|    ）
（0x0005A07C）（0x000594D8）（0x00020D50）：2500（7303|903C|    ）
（0x0005A084）（0x000594E0）（0x00020D58）：2500（7403|863C|    ）
（0x0005B02C）（0x0005A488）（0x00021D00）：2500（8D03|CE3B|    ）
（0x0005B034）（0x0005A490）（0x00021D08）：2500（8A03|D13B|    ）
（0x0005C6E4）（0x0005BB40）（0x000233B8）：2500（4207|1F48|    ）
（0x0005CDE4）（0x0005C240）（0x00023AB8）：2500（1807|3349|    ）
（0x0005E354）（0x0005D7B0）（0x00025028）：2500（7B06|2D4A|    ）
（0x0005E35C）（0x0005D7B8）（0x00025030）：2500（7C06|2D4A|    ）
（0x0005E4DC）（0x0005D938）（0x000251B0）：2500（7B06|394A|    ）
（0x0005E4E4）（0x0005D940）（0x000251B8）：2500（7C06|394A|    ）
（0x0005E644）（0x0005DAA0）（0x00025318）：2500（7606|5F44|    ）
（0x0005E82C）（0x0005DC88）（0x00025500）：2500（7506|1544|    ）
（0x0005F0C4）（0x0005E520）（0x00025D98）：2500（8B06|C64B|    ）
（0x0005F0CC）（0x0005E528）（0x00025DA0）：2500（8C06|C64B|    ）
（0x0005F0D4）（0x0005E530）（0x00025DA8）：2500（8D06|C64B|    ）
（0x0005F184）（0x0005E5E0）（0x00025E58）：2500（8B06|CF4B|    ）
（0x0005F18C）（0x0005E5E8）（0x00025E60）：2500（8C06|CF4B|    ）
（0x0005F194）（0x0005E5F0）（0x00025E68）：2500（8D06|CF4B|    ）
（0x00062904）（0x00061D60）（0x000295D8）：2500（1208|C04D|    ）
（0x0006290C）（0x00061D68）（0x000295E0）：2500（5308|3651|    ）
（0x00062914）（0x00061D70）（0x000295E8）：2500（D307|E963|    ）
（0x000630F4）（0x00062550）（0x00029DC8）：2500（6308|CE4D|    ）
（0x000640DC）（0x00063538）（0x0002ADB0）：2500（4109|C255|    ）
（0x0006414C）（0x000635A8）（0x0002AE20）：2500（5A09|CA55|    ）
（0x0006417C）（0x000635D8）（0x0002AE50）：2500（5B09|DD55|    ）
（0x000643AC）（0x00063808）（0x0002B080）：2500（6C07|1856|    ）
（0x000649E4）（0x00063E40）（0x0002B6B8）：2500（5509|645F|    ）
（0x000652C4）（0x00064720）（0x0002BF98）：2500（BF08|2057|    ）
（0x00066D04）（0x00066160）（0x0002D9D8）：2500（ED08|515B|    ）
（0x0006700C）（0x00066468）（0x0002DCE0）：2500（6507|D45E|    ）
（0x000674AC）（0x00066908）（0x0002E180）：2500（1109|A75C|    ）
（0x000674B4）（0x00066910）（0x0002E188）：2500（1A08|375C|    ）
（0x000674BC）（0x00066918）（0x0002E190）：2500（1B08|435C|    ）
（0x0006870C）（0x00067B68）（0x0002F3E0）：2500（5F07|C85E|    ）
（0x00068714）（0x00067B70）（0x0002F3E8）：2500（6007|D05E|    ）
（0x00068CA4）（0x00068100）（0x0002F978）：2500（C108|355F|    ）
（0x00069F8C）（0x000693E8）（0x00030C60）：2500（A308|8761|    ）
（0x0006A66C）（0x00069AC8）（0x00031340）：2500（A308|4C4E|    ）
（0x0006BC5C）（0x0006B0B8）（0x00032930）：2500（C007|4265|    ）
（0x0006EBA4）（0x0006E000）（0x00035878）：2500（DF0A|166B|    ）
（0x0006EBAC）（0x0006E008）（0x00035880）：2500（C40A|246B|    ）
（0x0006EBB4）（0x0006E010）（0x00035888）：2500（C50A|1A6B|    ）
（0x0006EC74）（0x0006E0D0）（0x00035948）：2500（BF0A|AC69|    ）
（0x0006FEDC）（0x0006F338）（0x00036BB0）：2500（CB09|366C|    ）
（0x00070144）（0x0006F5A0）（0x00036E18）：2500（140A|486E|    ）
（0x00070814）（0x0006FC70）（0x000374E8）：2500（160A|1F6E|    ）
（0x0007205C）（0x000714B8）（0x00038D30）：2500（8B0B|7C69|    ）
（0x00075BAC）（0x00075008）（0x0003C880）：2500（D60B|BC80|    ）
（0x00075BBC）（0x00075018）（0x0003C890）：2500（2A0C|4173|    ）
（0x00077694）（0x00076AF0）（0x0003E368）：2500（2A0C|3D73|    ）
（0x00078FDC）（0x00078438）（0x0003FCB0）：2500（2A0C|3D73|    ）
（0x000793FC）（0x00078858）（0x000400D0）：2500（FF0B|8A7D|    ）
（0x00079404）（0x00078860）（0x000400D8）：2500（450E|5484|    ）
（0x0007940C）（0x00078868）（0x000400E0）：2500（460E|8C84|    ）
（0x0007968C）（0x00078AE8）（0x00040360）：2500（240C|7A7D|    ）
（0x00079694）（0x00078AF0）（0x00040368）：2500（240F|DE89|    ）
（0x0007969C）（0x00078AF8）（0x00040370）：2500（FF0B|867D|    ）
（0x000796E4）（0x00078B40）（0x000403B8）：2500（D60B|AE80|    ）
（0x0007B5AC）（0x0007AA08）（0x00042280）：2500（630E|1682|    ）
（0x0007C5A4）（0x0007BA00）（0x00043278）：2500（490E|5886|    ）
