（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003979C）（0x00038BF8）（0x00000470）：0E00（    |    |    ）
（0x000397A4）（0x00038C00）（0x00000478）：0E00（    |    |    ）
（0x000397AC）（0x00038C08）（0x00000480）：0E00（    |    |    ）
（0x000397F4）（0x00038C50）（0x000004C8）：0E00（    |    |    ）
（0x000397FC）（0x00038C58）（0x000004D0）：0E00（    |    |    ）
（0x00039804）（0x00038C60）（0x000004D8）：0E00（    |    |    ）
（0x0003980C）（0x00038C68）（0x000004E0）：0E00（    |    |    ）
（0x00039814）（0x00038C70）（0x000004E8）：0E00（    |    |    ）
（0x000398DC）（0x00038D38）（0x000005B0）：0E00（    |    |    ）
（0x000398E4）（0x00038D40）（0x000005B8）：0E00（    |    |    ）
（0x000398EC）（0x00038D48）（0x000005C0）：0E00（    |    |    ）
（0x000398F4）（0x00038D50）（0x000005C8）：0E00（    |    |    ）
（0x000398FC）（0x00038D58）（0x000005D0）：0E00（    |    |    ）
（0x00039904）（0x00038D60）（0x000005D8）：0E00（    |    |    ）
（0x0003990C）（0x00038D68）（0x000005E0）：0E00（    |    |    ）
（0x00039914）（0x00038D70）（0x000005E8）：0E00（    |    |    ）
（0x00039A5C）（0x00038EB8）（0x00000730）：0E00（    |    |    ）
（0x00039A64）（0x00038EC0）（0x00000738）：0E00（    |    |    ）
（0x00039A6C）（0x00038EC8）（0x00000740）：0E00（    |    |    ）
（0x00039A74）（0x00038ED0）（0x00000748）：0E00（    |    |    ）
（0x00039B04）（0x00038F60）（0x000007D8）：0E00（    |    |    ）
（0x00039B0C）（0x00038F68）（0x000007E0）：0E00（    |    |    ）
（0x00039B14）（0x00038F70）（0x000007E8）：0E00（    |    |    ）
（0x00039B1C）（0x00038F78）（0x000007F0）：0E00（    |    |    ）
（0x00039B24）（0x00038F80）（0x000007F8）：0E00（    |    |    ）
（0x00039B2C）（0x00038F88）（0x00000800）：0E00（    |    |    ）
（0x00039B34）（0x00038F90）（0x00000808）：0E00（    |    |    ）
（0x00039B3C）（0x00038F98）（0x00000810）：0E00（    |    |    ）
（0x00039B44）（0x00038FA0）（0x00000818）：0E00（    |    |    ）
（0x00039B6C）（0x00038FC8）（0x00000840）：0E00（    |    |    ）
（0x00039B74）（0x00038FD0）（0x00000848）：0E00（    |    |    ）
（0x00039B7C）（0x00038FD8）（0x00000850）：0E00（    |    |    ）
（0x00039C7C）（0x000390D8）（0x00000950）：0E00（    |    |    ）
（0x00039C84）（0x000390E0）（0x00000958）：0E00（    |    |    ）
（0x00039C8C）（0x000390E8）（0x00000960）：0E00（    |    |    ）
（0x00039C94）（0x000390F0）（0x00000968）：0E00（    |    |    ）
（0x00039DE4）（0x00039240）（0x00000AB8）：0E00（    |    |    ）
（0x00039DEC）（0x00039248）（0x00000AC0）：0E00（    |    |    ）
（0x00039DF4）（0x00039250）（0x00000AC8）：0E00（    |    |    ）
（0x00039E04）（0x00039260）（0x00000AD8）：0E00（    |    |    ）
（0x00039E0C）（0x00039268）（0x00000AE0）：0E00（    |    |    ）
（0x00039E14）（0x00039270）（0x00000AE8）：0E00（    |    |    ）
（0x00039E1C）（0x00039278）（0x00000AF0）：0E00（    |    |    ）
（0x00039E24）（0x00039280）（0x00000AF8）：0E00（    |    |    ）
（0x00039E2C）（0x00039288）（0x00000B00）：0E00（    |    |    ）
（0x00039E34）（0x00039290）（0x00000B08）：0E00（    |    |    ）
（0x00039E3C）（0x00039298）（0x00000B10）：0E00（    |    |    ）
（0x00039E44）（0x000392A0）（0x00000B18）：0E00（    |    |    ）
（0x00039EC4）（0x00039320）（0x00000B98）：0E00（    |    |    ）
（0x00039ECC）（0x00039328）（0x00000BA0）：0E00（    |    |    ）
（0x00039EDC）（0x00039338）（0x00000BB0）：0E00（    |    |    ）
（0x00039EE4）（0x00039340）（0x00000BB8）：0E00（    |    |    ）
（0x00039EEC）（0x00039348）（0x00000BC0）：0E00（    |    |    ）
（0x00039EF4）（0x00039350）（0x00000BC8）：0E00（    |    |    ）
（0x00039EFC）（0x00039358）（0x00000BD0）：0E00（    |    |    ）
