（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003FD0C）（0x0003F168）（0x000069E0）：4400（0F00|6100|0100）
（0x0003FD2C）（0x0003F188）（0x00006A00）：4400（0800|5A00|0100）
（0x0003FD54）（0x0003F1B0）（0x00006A28）：4400（1300|5E00|0100）
（0x0003FD74）（0x0003F1D0）（0x00006A48）：4400（1000|6100|0100）
（0x0003FD9C）（0x0003F1F8）（0x00006A70）：4400（1200|6400|0100）
（0x0003FDBC）（0x0003F218）（0x00006A90）：4400（1000|6200|0100）
（0x0003FDE4）（0x0003F240）（0x00006AB8）：4400（1100|5B00|0100）
（0x0003FE04）（0x0003F260）（0x00006AD8）：4400（1300|5D00|0100）
（0x0003FE2C）（0x0003F288）（0x00006B00）：4400（1700|5600|0100）
（0x0003FE4C）（0x0003F2A8）（0x00006B20）：4400（1600|5500|0100）
（0x0003FE74）（0x0003F2D0）（0x00006B48）：4400（1800|6600|0100）
（0x0003FE94）（0x0003F2F0）（0x00006B68）：4400（1500|6300|    ）
（0x0003FEBC）（0x0003F318）（0x00006B90）：4400（1D00|6300|    ）
（0x0003FEDC）（0x0003F338）（0x00006BB0）：4400（1900|6600|0100）
（0x0003FF04）（0x0003F360）（0x00006BD8）：4400（1A00|5D00|0100）
（0x0003FF24）（0x0003F380）（0x00006BF8）：4400（1E00|6100|    ）
（0x0003FF4C）（0x0003F3A8）（0x00006C20）：4400（2200|5D00|0100）
（0x0003FF6C）（0x0003F3C8）（0x00006C40）：4400（1F00|6100|    ）
（0x0003FF94）（0x0003F3F0）（0x00006C68）：4400（2A00|5700|0100）
（0x0003FFB4）（0x0003F410）（0x00006C88）：4400（2600|5C00|    ）
（0x0003FFDC）（0x0003F438）（0x00006CB0）：4400（1800|5C00|    ）
（0x0003FFFC）（0x0003F458）（0x00006CD0）：4400（1500|5E00|0100）
（0x00040024）（0x0003F480）（0x00006CF8）：4400（1C00|5700|0100）
（0x00040044）（0x0003F4A0）（0x00006D18）：4400（1A00|5A00|    ）
（0x0004006C）（0x0003F4C8）（0x00006D40）：4400（1B00|5700|0100）
（0x00040074）（0x0003F4D0）（0x00006D48）：4400（1C00|5800|0100）
（0x0004007C）（0x0003F4D8）（0x00006D50）：4400（1D00|5700|0100）
（0x000400BC）（0x0003F518）（0x00006D90）：4400（1C00|5800|0100）
（0x000400C4）（0x0003F520）（0x00006D98）：4400（1B00|5700|    ）
（0x000400CC）（0x0003F528）（0x00006DA0）：4400（1C00|5500|0100）
（0x000400D4）（0x0003F530）（0x00006DA8）：4400（1D00|5600|0100）
（0x000400F4）（0x0003F550）（0x00006DC8）：4400（2400|4F00|0100）
（0x00040114）（0x0003F570）（0x00006DE8）：4400（1D00|5600|0100）
（0x0004013C）（0x0003F598）（0x00006E10）：4400（2100|4B00|0100）
（0x0004015C）（0x0003F5B8）（0x00006E30）：4400（2400|4E00|0100）
（0x00040184）（0x0003F5E0）（0x00006E58）：4400（2100|4F00|    ）
（0x000401A4）（0x0003F600）（0x00006E78）：4400（1F00|4D00|0100）
（0x000401CC）（0x0003F628）（0x00006EA0）：4400（1F00|5200|    ）
（0x000401EC）（0x0003F648）（0x00006EC0）：4400（2100|5000|    ）
（0x00040214）（0x0003F670）（0x00006EE8）：4400（1B00|5100|0100）
（0x00040234）（0x0003F690）（0x00006F08）：4400（1D00|5300|    ）
（0x0004025C）（0x0003F6B8）（0x00006F30）：4400（1700|6100|0100）
（0x0004027C）（0x0003F6D8）（0x00006F50）：4400（1500|5F00|0100）
（0x000402A4）（0x0003F700）（0x00006F78）：4400（1E00|5C00|    ）
（0x000402C4）（0x0003F720）（0x00006F98）：4400（1800|6100|0100）
（0x000402EC）（0x0003F748）（0x00006FC0）：4400（2400|5700|    ）
（0x0004030C）（0x0003F768）（0x00006FE0）：4400（2000|5A00|0100）
（0x00040334）（0x0003F790）（0x00007008）：4400（1D00|4F00|0100）
（0x00040354）（0x0003F7B0）（0x00007028）：4400（2400|5600|    ）
（0x0004037C）（0x0003F7D8）（0x00007050）：4400（2800|5300|0100）
（0x0004039C）（0x0003F7F8）（0x00007070）：4400（2500|5600|0100）
（0x000403CC）（0x0003F828）（0x000070A0）：4400（2700|5300|    ）
（0x000403D4）（0x0003F830）（0x000070A8）：4400（2900|5500|    ）
（0x000403DC）（0x0003F838）（0x000070B0）：4400（2B00|5300|    ）
（0x000403E4）（0x0003F840）（0x000070B8）：4400（2A00|5200|    ）
（0x0004040C）（0x0003F868）（0x000070E0）：4400（2200|4A00|    ）
（0x0004042C）（0x0003F888）（0x00007100）：4400（2A00|5200|    ）
（0x00049BAC）（0x00049008）（0x00010880）：4400（1B00|3500|    ）
（0x00049BC4）（0x00049020）（0x00010898）：4400（1D00|3700|0100）
（0x00049BE4）（0x00049040）（0x000108B8）：4400（2100|2D00|0100）
（0x00049BEC）（0x00049048）（0x000108C0）：4400（1600|2200|    ）
（0x00049C04）（0x00049060）（0x000108D8）：4400（2100|2D00|0100）
（0x00049C0C）（0x00049068）（0x000108E0）：4400（1B00|3400|    ）
（0x00049C2C）（0x00049088）（0x00010900）：4400（2500|3F00|    ）
（0x00049C34）（0x00049090）（0x00010908）：4400（3000|3300|0100）
（0x00049C4C）（0x000490A8）（0x00010920）：4400（2500|3F00|    ）
（0x00049C54）（0x000490B0）（0x00010928）：4400（2200|3C00|    ）
（0x00049C74）（0x000490D0）（0x00010948）：4400（2800|2900|0100）
（0x00049C8C）（0x000490E8）（0x00010960）：4400（3000|3100|    ）
（0x00049CAC）（0x00049108）（0x00010980）：4400（3800|2D00|    ）
（0x00049CC4）（0x00049120）（0x00010998）：4400（3300|3200|    ）
（0x00049CE4）（0x00049140）（0x000109B8）：4400（2700|3300|    ）
（0x00049CFC）（0x00049158）（0x000109D0）：4400（2300|3700|    ）
（0x00049D1C）（0x00049178）（0x000109F0）：4400（0D00|2A00|    ）
（0x00049D24）（0x00049180）（0x000109F8）：4400（1000|2D00|    ）
（0x00049D3C）（0x00049198）（0x00010A10）：4400（0D00|2A00|    ）
（0x00049D44）（0x000491A0）（0x00010A18）：4400（1500|2200|    ）
（0x00049D64）（0x000491C0）（0x00010A38）：4400（2E00|3900|    ）
（0x00049D6C）（0x000491C8）（0x00010A40）：4400（2600|4000|0100）
（0x00049D74）（0x000491D0）（0x00010A48）：4400（2D00|4700|0100）
（0x00049D8C）（0x000491E8）（0x00010A60）：4400（2600|4000|0100）
（0x00049D94）（0x000491F0）（0x00010A68）：4400（2E00|3900|    ）
（0x00049D9C）（0x000491F8）（0x00010A70）：4400（2800|3300|0100）
（0x00049DBC）（0x00049218）（0x00010A90）：4400（2100|4E00|    ）
（0x00049DD4）（0x00049230）（0x00010AA8）：4400（2D00|4200|    ）
（0x00049DF4）（0x00049250）（0x00010AC8）：4400（2600|3800|0100）
（0x00049E0C）（0x00049268）（0x00010AE0）：4400（2C00|3E00|0100）
（0x00049E2C）（0x00049288）（0x00010B00）：4400（2200|3400|0100）
（0x00049E44）（0x000492A0）（0x00010B18）：4400（2500|3700|    ）
（0x00049E64）（0x000492C0）（0x00010B38）：4400（3000|2D00|0100）
（0x00049E6C）（0x000492C8）（0x00010B40）：4400（1D00|1A00|    ）
（0x00049E84）（0x000492E0）（0x00010B58）：4400（3000|2D00|0100）
（0x00049E8C）（0x000492E8）（0x00010B60）：4400（2700|3700|    ）
（0x00049EAC）（0x00049308）（0x00010B80）：4400（2E00|2800|0100）
（0x00049EB4）（0x00049310）（0x00010B88）：4400（2A00|2400|    ）
（0x00049ECC）（0x00049328）（0x00010BA0）：4400（2E00|2800|0100）
（0x00049ED4）（0x00049330）（0x00010BA8）：4400（2600|3000|0100）
（0x00049EF4）（0x00049350）（0x00010BC8）：4400（2C00|2100|    ）
（0x00049F0C）（0x00049368）（0x00010BE0）：4400（2A00|2300|    ）
（0x00049F2C）（0x00049388）（0x00010C00）：4400（1F00|3000|0100）
（0x00049F34）（0x00049390）（0x00010C08）：4400（1100|2200|0100）
（0x00049F4C）（0x000493A8）（0x00010C20）：4400（1F00|3000|0100）
（0x00049F54）（0x000493B0）（0x00010C28）：4400（2200|2E00|    ）
（0x00049F74）（0x000493D0）（0x00010C48）：4400（1A00|1C00|0100）
（0x00049F8C）（0x000493E8）（0x00010C60）：4400（2300|2500|0100）
（0x00049FAC）（0x00049408）（0x00010C80）：4400（2900|2500|0100）
（0x00049FB4）（0x00049410）（0x00010C88）：4400（2B00|2300|0100）
（0x00049FBC）（0x00049418）（0x00010C90）：4400（2900|2100|0100）
（0x00049FC4）（0x00049420）（0x00010C98）：4400（2800|2300|    ）
（0x00049FF4）（0x00049450）（0x00010CC8）：4400（2200|1D00|0100）
（0x00072FE4）（0x00072440）（0x00039CB8）：4400（3300|2400|    ）
（0x000730BC）（0x00072518）（0x00039D90）：4400（2200|1300|0100）
