（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003935C）（0x000387B8）（0x00000030）：0300（0500|    |    ）
（0x00039424）（0x00038880）（0x000000F8）：0300（1C00|    |    ）
（0x000398A4）（0x00038D00）（0x00000578）：0300（6700|    |    ）
（0x00039A7C）（0x00038ED8）（0x00000750）：0300（B100|    |    ）
（0x0003A414）（0x00039870）（0x000010E8）：0300（0D02|    |    ）
（0x0003A4A4）（0x00039900）（0x00001178）：0300（1F02|    |    ）
（0x0003A534）（0x00039990）（0x00001208）：0300（3102|    |    ）
（0x0003AE44）（0x0003A2A0）（0x00001B18）：0300（5703|    |    ）
（0x0003B5C4）（0x0003AA20）（0x00002298）：0300（4E04|    |    ）
（0x0003B934）（0x0003AD90）（0x00002608）：0300（A305|    |    ）
（0x0003B94C）（0x0003ADA8）（0x00002620）：0300（A305|    |    ）
（0x0003BA5C）（0x0003AEB8）（0x00002730）：0300（C82A|    |    ）
（0x0003BBBC）（0x0003B018）（0x00002890）：0300（BC65|    |    ）
（0x0003BC44）（0x0003B0A0）（0x00002918）：0300（3306|    |    ）
（0x0003BDE4）（0x0003B240）（0x00002AB8）：0300（45A4|    |    ）
（0x0003BDEC）（0x0003B248）（0x00002AC0）：0300（A504|    |    ）
（0x0003BDF4）（0x0003B250）（0x00002AC8）：0300（6305|    |    ）
（0x0003BDFC）（0x0003B258）（0x00002AD0）：0300（6505|    |    ）
（0x0003BE04）（0x0003B260）（0x00002AD8）：0300（3105|    |    ）
（0x0003BE14）（0x0003B270）（0x00002AE8）：0300（47A4|    |    ）
（0x0003BE1C）（0x0003B278）（0x00002AF0）：0300（3305|    |    ）
（0x0003BE24）（0x0003B280）（0x00002AF8）：0300（3505|    |    ）
（0x0003BE2C）（0x0003B288）（0x00002B00）：0300（3705|    |    ）
（0x0003BE34）（0x0003B290）（0x00002B08）：0300（3905|    |    ）
（0x0003C03C）（0x0003B498）（0x00002D10）：0300（BE04|    |    ）
（0x0003C044）（0x0003B4A0）（0x00002D18）：0300（1506|    |    ）
（0x0003C04C）（0x0003B4A8）（0x00002D20）：0300（1C06|    |    ）
（0x0003C09C）（0x0003B4F8）（0x00002D70）：0300（A505|    |    ）
（0x0003C3EC）（0x0003B848）（0x000030C0）：0300（A405|    |    ）
（0x0003C404）（0x0003B860）（0x000030D8）：0300（A405|    |    ）
（0x0003C424）（0x0003B880）（0x000030F8）：0300（A505|    |    ）
（0x0003C5DC）（0x0003BA38）（0x000032B0）：0300（5709|    |    ）
（0x0003CA24）（0x0003BE80）（0x000036F8）：0300（4707|    |    ）
（0x0003CA6C）（0x0003BEC8）（0x00003740）：0300（C906|    |    ）
（0x0003CF64）（0x0003C3C0）（0x00003C38）：0300（F480|    |    ）
（0x0003D384）（0x0003C7E0）（0x00004058）：0300（AF08|    |    ）
（0x0003D73C）（0x0003CB98）（0x00004410）：0300（A994|    |    ）
（0x0003D764）（0x0003CBC0）（0x00004438）：0300（2172|    |    ）
（0x0003DEEC）（0x0003D348）（0x00004BC0）：0300（A994|    |    ）
（0x0003F50C）（0x0003E968）（0x000061E0）：0300（300C|    |    ）
（0x00040A94）（0x0003FEF0）（0x00007768）：0300（EB0E|0300|    ）
（0x00040AD4）（0x0003FF30）（0x000077A8）：0300（F30E|0400|    ）
（0x00042334）（0x00041790）（0x00009008）：0300（FF11|0400|    ）
（0x00042394）（0x000417F0）（0x00009068）：0300（0B12|0400|    ）
（0x000438CC）（0x00042D28）（0x0000A5A0）：0300（A814|    |    ）
（0x000441E4）（0x00043640）（0x0000AEB8）：0300（D612|    |    ）
