（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003FCAC）（0x0003F108）（0x00006980）：7700（0100|    |    ）
（0x00040F9C）（0x000403F8）（0x00007C70）：7700（    |    |    ）
（0x00041BFC）（0x00041058）（0x000088D0）：7700（0100|    |    ）
（0x00041C9C）（0x000410F8）（0x00008970）：7700（0100|    |    ）
（0x00041D4C）（0x000411A8）（0x00008A20）：7700（0100|    |    ）
（0x00041DAC）（0x00041208）（0x00008A80）：7700（0100|    |    ）
（0x000439DC）（0x00042E38）（0x0000A6B0）：7700（0100|    |    ）
（0x0004523C）（0x00044698）（0x0000BF10）：7700（    |    |    ）
（0x000466A4）（0x00045B00）（0x0000D378）：7700（0100|    |    ）
（0x0004AA9C）（0x00049EF8）（0x00011770）：7700（0100|    |    ）
（0x0004AD14）（0x0004A170）（0x000119E8）：7700（0100|    |    ）
（0x0004C08C）（0x0004B4E8）（0x00012D60）：7700（    |    |    ）
（0x0004C584）（0x0004B9E0）（0x00013258）：7700（0100|    |    ）
（0x0004F014）（0x0004E470）（0x00015CE8）：7700（    |    |    ）
（0x00052DB4）（0x00052210）（0x00019A88）：7700（    |    |    ）
（0x0005318C）（0x000525E8）（0x00019E60）：7700（0100|    |    ）
（0x000563C4）（0x00055820）（0x0001D098）：7700（0100|    |    ）
（0x0005834C）（0x000577A8）（0x0001F020）：7700（    |    |    ）
（0x0005A864）（0x00059CC0）（0x00021538）：7700（    |    |    ）
（0x0005C85C）（0x0005BCB8）（0x00023530）：7700（0100|    |    ）
（0x0005C91C）（0x0005BD78）（0x000235F0）：7700（    |    |    ）
（0x0005DA54）（0x0005CEB0）（0x00024728）：7700（0100|    |    ）
（0x0005E3B4）（0x0005D810）（0x00025088）：7700（    |    |    ）
（0x000628C4）（0x00061D20）（0x00029598）：7700（0100|    |    ）
（0x00062D2C）（0x00062188）（0x00029A00）：7700（    |    |    ）
（0x00065794）（0x00064BF0）（0x0002C468）：7700（    |    |    ）
（0x0006670C）（0x00065B68）（0x0002D3E0）：7700（0100|    |    ）
（0x000679EC）（0x00066E48）（0x0002E6C0）：7700（    |    |    ）
（0x0006A19C）（0x000695F8）（0x00030E70）：7700（0100|    |    ）
（0x0006C744）（0x0006BBA0）（0x00033418）：7700（0100|    |    ）
（0x0006CB54）（0x0006BFB0）（0x00033828）：7700（0100|    |    ）
（0x0006CC4C）（0x0006C0A8）（0x00033920）：7700（0100|    |    ）
（0x0006CFDC）（0x0006C438）（0x00033CB0）：7700（0100|    |    ）
（0x0006FB04）（0x0006EF60）（0x000367D8）：7700（    |    |    ）
（0x000708C4）（0x0006FD20）（0x00037598）：7700（    |    |    ）
（0x00070DA4）（0x00070200）（0x00037A78）：7700（    |    |    ）
（0x00072B1C）（0x00071F78）（0x000397F0）：7700（0100|    |    ）
（0x00075C0C）（0x00075068）（0x0003C8E0）：7700（    |    |    ）
（0x00077974）（0x00076DD0）（0x0003E648）：7700（    |    |    ）
（0x000785AC）（0x00077A08）（0x0003F280）：7700（0100|    |    ）
（0x000785FC）（0x00077A58）（0x0003F2D0）：7700（0100|    |    ）
（0x0007E35C）（0x0007D7B8）（0x00045030）：7700（    |    |    ）
（0x00080F54）（0x000803B0）（0x00047C28）：7700（    |    |    ）
（0x000837BC）（0x00082C18）（0x0004A490）：7700（    |    |    ）
（0x0008474C）（0x00083BA8）（0x0004B420）：7700（0100|0100|    ）
（0x00084984）（0x00083DE0）（0x0004B658）：7700（0100|    |    ）
（0x0008824C）（0x000876A8）（0x0004EF20）：7700（0100|    |    ）
