（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003BA14）（0x0003AE70）（0x000026E8）：5900（0901|    |    ）
（0x0003F614）（0x0003EA70）（0x000062E8）：5900（C200|    |    ）
（0x0003F80C）（0x0003EC68）（0x000064E0）：5900（C300|    |    ）
（0x0003F924）（0x0003ED80）（0x000065F8）：5900（C400|    |    ）
（0x0003FA04）（0x0003EE60）（0x000066D8）：5900（C500|    |    ）
（0x0003FA6C）（0x0003EEC8）（0x00006740）：5900（C600|    |    ）
（0x0003FC3C）（0x0003F098）（0x00006910）：5900（C700|    |    ）
（0x0003FCC4）（0x0003F120）（0x00006998）：5900（AE00|    |    ）
（0x000409F4）（0x0003FE50）（0x000076C8）：5900（2401|    |    ）
（0x00040A14）（0x0003FE70）（0x000076E8）：5900（2301|    |    ）
（0x00040A34）（0x0003FE90）（0x00007708）：5900（2501|    |    ）
（0x00040A54）（0x0003FEB0）（0x00007728）：5900（2401|    |    ）
（0x00040A9C）（0x0003FEF8）（0x00007770）：5900（1D01|    |    ）
（0x00040ADC）（0x0003FF38）（0x000077B0）：5900（1501|    |    ）
（0x00040AFC）（0x0003FF58）（0x000077D0）：5900（1E01|    |    ）
（0x00040B1C）（0x0003FF78）（0x000077F0）：5900（1D01|    |    ）
（0x00040B3C）（0x0003FF98）（0x00007810）：5900（1E01|    |    ）
（0x00040B5C）（0x0003FFB8）（0x00007830）：5900（1D01|    |    ）
（0x00040B7C）（0x0003FFD8）（0x00007850）：5900（1E01|    |    ）
（0x00040B9C）（0x0003FFF8）（0x00007870）：5900（1D01|    |    ）
（0x00040BBC）（0x00040018）（0x00007890）：5900（1E01|    |    ）
（0x00040BDC）（0x00040038）（0x000078B0）：5900（1E01|    |    ）
（0x00040BFC）（0x00040058）（0x000078D0）：5900（1D01|    |    ）
（0x00040C1C）（0x00040078）（0x000078F0）：5900（1D01|    |    ）
（0x00040C3C）（0x00040098）（0x00007910）：5900（2001|    |    ）
（0x00040C5C）（0x000400B8）（0x00007930）：5900（1F01|    |    ）
（0x00040C7C）（0x000400D8）（0x00007950）：5900（2101|    |    ）
（0x00040C9C）（0x000400F8）（0x00007970）：5900（1F01|    |    ）
（0x00040CBC）（0x00040118）（0x00007990）：5900（1701|    |    ）
（0x00040CDC）（0x00040138）（0x000079B0）：5900（2001|    |    ）
（0x00040CFC）（0x00040158）（0x000079D0）：5900（2201|    |    ）
（0x00040D1C）（0x00040178）（0x000079F0）：5900（1701|    |    ）
（0x00040D3C）（0x00040198）（0x00007A10）：5900（2201|    |    ）
（0x00040D5C）（0x000401B8）（0x00007A30）：5900（1701|    |    ）
（0x00040D7C）（0x000401D8）（0x00007A50）：5900（1901|    |    ）
（0x00040D9C）（0x000401F8）（0x00007A70）：5900（1801|    |    ）
（0x00040DBC）（0x00040218）（0x00007A90）：5900（1A01|    |    ）
（0x00040DDC）（0x00040238）（0x00007AB0）：5900（1901|    |    ）
（0x00040DFC）（0x00040258）（0x00007AD0）：5900（1B01|    |    ）
