（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B6BC）（0x0003AB18）（0x00002390）：6000（    |    |    ）
（0x0003B844）（0x0003ACA0）（0x00002518）：6000（    |    |    ）
（0x0003BD7C）（0x0003B1D8）（0x00002A50）：6000（    |    |    ）
（0x0003C234）（0x0003B690）（0x00002F08）：6000（    |    |    ）
（0x00086514）（0x00085970）（0x0004D1E8）：6000（    |    |    ）
（0x0008653C）（0x00085998）（0x0004D210）：6000（    |    |    ）
（0x00086564）（0x000859C0）（0x0004D238）：6000（    |    |    ）
（0x0008658C）（0x000859E8）（0x0004D260）：6000（    |    |    ）
（0x000865B4）（0x00085A10）（0x0004D288）：6000（    |    |    ）
（0x000865DC）（0x00085A38）（0x0004D2B0）：6000（    |    |    ）
（0x000868DC）（0x00085D38）（0x0004D5B0）：6000（    |    |    ）
（0x0008B7CC）（0x0008AC28）（0x000524A0）：6000（    |    |    ）
（0x0008B7F4）（0x0008AC50）（0x000524C8）：6000（    |    |    ）
（0x0008BD74）（0x0008B1D0）（0x00052A48）：6000（    |    |    ）
（0x0008BD94）（0x0008B1F0）（0x00052A68）：6000（    |    |    ）
