（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003D754）（0x0003CBB0）（0x00004428）：9400（FD0B|    |CF9C）
（0x0004BA14）（0x0004AE70）（0x000126E8）：9400（EE00|0200|    ）
（0x0004BA1C）（0x0004AE78）（0x000126F0）：9400（EF00|0200|    ）
（0x0004BA24）（0x0004AE80）（0x000126F8）：9400（F000|0200|    ）
（0x0004BA2C）（0x0004AE88）（0x00012700）：9400（F100|0200|    ）
（0x0004BA34）（0x0004AE90）（0x00012708）：9400（F200|0200|    ）
（0x0004BA3C）（0x0004AE98）（0x00012710）：9400（F300|0200|    ）
（0x00061FBC）（0x00061418）（0x00028C90）：9400（A607|    |9451）
（0x000723F4）（0x00071850）（0x000390C8）：9400（A209|0200|3D72）
（0x000723FC）（0x00071858）（0x000390D0）：9400（A309|0200|3D72）
（0x00072404）（0x00071860）（0x000390D8）：9400（A409|0200|3D72）
（0x0007240C）（0x00071868）（0x000390E0）：9400（A509|0200|3D72）
（0x00072414）（0x00071870）（0x000390E8）：9400（A609|0200|3D72）
（0x0007241C）（0x00071878）（0x000390F0）：9400（A709|0200|3D72）
（0x00072424）（0x00071880）（0x000390F8）：9400（A809|0200|3D72）
（0x000776F4）（0x00076B50）（0x0003E3C8）：9400（2012|    |A77C）
（0x0007785C）（0x00076CB8）（0x0003E530）：9400（540E|    |AB7C）
（0x00086FAC）（0x00086408）（0x0004DC80）：9400（3D13|    |    ）
（0x00086FB4）（0x00086410）（0x0004DC88）：9400（3E13|    |    ）
（0x00086FBC）（0x00086418）（0x0004DC90）：9400（3F13|    |    ）
（0x00086FC4）（0x00086420）（0x0004DC98）：9400（4013|    |    ）
（0x00086FCC）（0x00086428）（0x0004DCA0）：9400（4113|    |    ）
（0x00086FD4）（0x00086430）（0x0004DCA8）：9400（3D13|0200|    ）
（0x00086FDC）（0x00086438）（0x0004DCB0）：9400（3E13|0200|    ）
（0x00086FE4）（0x00086440）（0x0004DCB8）：9400（3F13|0200|    ）
（0x00086FEC）（0x00086448）（0x0004DCC0）：9400（4013|0200|    ）
（0x00086FF4）（0x00086450）（0x0004DCC8）：9400（4113|0200|    ）
