（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B5FC）（0x0003AA58）（0x000022D0）：3E00（    |    |    ）
（0x0003B65C）（0x0003AAB8）（0x00002330）：3E00（    |    |    ）
（0x0003B6EC）（0x0003AB48）（0x000023C0）：3E00（    |    |    ）
（0x0003B71C）（0x0003AB78）（0x000023F0）：3E00（    |    |    ）
（0x0003B74C）（0x0003ABA8）（0x00002420）：3E00（    |    |    ）
（0x0003B77C）（0x0003ABD8）（0x00002450）：3E00（    |    |    ）
（0x0003B7AC）（0x0003AC08）（0x00002480）：3E00（    |    |    ）
（0x0003B7DC）（0x0003AC38）（0x000024B0）：3E00（    |    |    ）
（0x0003B80C）（0x0003AC68）（0x000024E0）：3E00（    |    |    ）
（0x0003B86C）（0x0003ACC8）（0x00002540）：3E00（    |    |    ）
（0x0003B95C）（0x0003ADB8）（0x00002630）：3E00（    |    |    ）
（0x0003BA7C）（0x0003AED8）（0x00002750）：3E00（    |    |    ）
（0x0003BBD4）（0x0003B030）（0x000028A8）：3E00（    |    |    ）
（0x0003BC5C）（0x0003B0B8）（0x00002930）：3E00（    |    |    ）
（0x0003BC8C）（0x0003B0E8）（0x00002960）：3E00（    |    |    ）
（0x0003BD1C）（0x0003B178）（0x000029F0）：3E00（    |    |    ）
（0x0003BDAC）（0x0003B208）（0x00002A80）：3E00（    |    |    ）
（0x0003BE6C）（0x0003B2C8）（0x00002B40）：3E00（    |    |    ）
（0x0003BECC）（0x0003B328）（0x00002BA0）：3E00（    |    |    ）
（0x0003BEFC）（0x0003B358）（0x00002BD0）：3E00（    |    |    ）
（0x0003BF2C）（0x0003B388）（0x00002C00）：3E00（    |    |    ）
（0x0003BF5C）（0x0003B3B8）（0x00002C30）：3E00（    |    |    ）
（0x0003BF8C）（0x0003B3E8）（0x00002C60）：3E00（    |    |    ）
（0x0003BFBC）（0x0003B418）（0x00002C90）：3E00（    |    |    ）
（0x0003C0AC）（0x0003B508）（0x00002D80）：3E00（    |    |    ）
（0x0003C13C）（0x0003B598）（0x00002E10）：3E00（    |    |    ）
（0x0003C16C）（0x0003B5C8）（0x00002E40）：3E00（    |    |    ）
（0x0003C19C）（0x0003B5F8）（0x00002E70）：3E00（    |    |    ）
（0x0003C1CC）（0x0003B628）（0x00002EA0）：3E00（    |    |    ）
（0x0003C1FC）（0x0003B658）（0x00002ED0）：3E00（    |    |    ）
（0x0003C25C）（0x0003B6B8）（0x00002F30）：3E00（    |    |    ）
（0x0003C28C）（0x0003B6E8）（0x00002F60）：3E00（    |    |    ）
（0x0003C2EC）（0x0003B748）（0x00002FC0）：3E00（    |    |    ）
