（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00085ECC）（0x00085328）（0x0004CBA0）：6600（5801|    |    ）
（0x00085EDC）（0x00085338）（0x0004CBB0）：6600（5801|0A00|    ）
（0x00085EEC）（0x00085348）（0x0004CBC0）：6600（6801|2000|    ）
（0x00085EFC）（0x00085358）（0x0004CBD0）：6600（5801|1E00|    ）
（0x00085F0C）（0x00085368）（0x0004CBE0）：6600（5801|2400|    ）
（0x00085F1C）（0x00085378）（0x0004CBF0）：6600（5801|2C00|    ）
（0x00085F2C）（0x00085388）（0x0004CC00）：6600（5801|3400|    ）
（0x00085F3C）（0x00085398）（0x0004CC10）：6600（5801|4600|    ）
（0x00085F4C）（0x000853A8）（0x0004CC20）：6600（5801|4E00|    ）
（0x00085F5C）（0x000853B8）（0x0004CC30）：6600（5801|5A00|    ）
（0x00085F6C）（0x000853C8）（0x0004CC40）：6600（5801|6900|    ）
（0x00085F7C）（0x000853D8）（0x0004CC50）：6600（6801|7300|    ）
（0x00085F8C）（0x000853E8）（0x0004CC60）：6600（5801|8200|    ）
（0x00085F9C）（0x000853F8）（0x0004CC70）：6600（5801|9100|    ）
（0x00085FAC）（0x00085408）（0x0004CC80）：6600（5801|B200|    ）
（0x00085FBC）（0x00085418）（0x0004CC90）：6600（5801|D200|    ）
（0x00085FCC）（0x00085428）（0x0004CCA0）：6600（6801|FF00|    ）
（0x00085FDC）（0x00085438）（0x0004CCB0）：6600（5801|2C01|    ）
（0x00085FEC）（0x00085448）（0x0004CCC0）：6600（5801|4001|    ）
（0x00085FFC）（0x00085458）（0x0004CCD0）：6600（5801|4C01|    ）
（0x0008600C）（0x00085468）（0x0004CCE0）：6600（5801|B801|    ）
（0x0008601C）（0x00085478）（0x0004CCF0）：6600（5801|B801|    ）
（0x0008602C）（0x00085488）（0x0004CD00）：6600（5801|9A01|    ）
（0x0008603C）（0x00085498）（0x0004CD10）：6600（5801|FA00|    ）
（0x0008604C）（0x000854A8）（0x0004CD20）：6600（5801|CC01|    ）
（0x0008605C）（0x000854B8）（0x0004CD30）：6600（5801|E001|    ）
（0x0008606C）（0x000854C8）（0x0004CD40）：6600（5801|9001|    ）
（0x0008607C）（0x000854D8）（0x0004CD50）：6600（5801|3A02|    ）
（0x0008608C）（0x000854E8）（0x0004CD60）：6600（5801|6202|    ）
（0x0008609C）（0x000854F8）（0x0004CD70）：6600（5801|9402|    ）
（0x000860AC）（0x00085508）（0x0004CD80）：6600（5801|D002|    ）
（0x000860BC）（0x00085518）（0x0004CD90）：6600（5801|2003|    ）
（0x0008BE64）（0x0008B2C0）（0x00052B38）：6600（6801|BC02|    ）
