（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B8AC）（0x0003AD08）（0x00002580）：2000（9900|0100|BD04）
（0x0003B8BC）（0x0003AD18）（0x00002590）：2000（FF00|0100|BD04）
（0x0003B8CC）（0x0003AD28）（0x000025A0）：2000（9A00|0100|BD04）
（0x0003B8DC）（0x0003AD38）（0x000025B0）：2000（9B00|0100|BD04）
（0x0003B8EC）（0x0003AD48）（0x000025C0）：2000（A100|0100|BD04）
（0x0003B924）（0x0003AD80）（0x000025F8）：2000（8A00|0100|AB05）
（0x0003B93C）（0x0003AD98）（0x00002610）：2000（7C00|0100|AB05）
（0x0003BFFC）（0x0003B458）（0x00002CD0）：2000（9400|0100|AB05）
（0x0003C00C）（0x0003B468）（0x00002CE0）：2000（7400|0100|AB05）
（0x0003C01C）（0x0003B478）（0x00002CF0）：2000（8200|0100|AB05）
（0x0003C02C）（0x0003B488）（0x00002D00）：2000（9F00|0100|AB05）
（0x0003C054）（0x0003B4B0）（0x00002D28）：2000（8900|0100|AB05）
（0x0003C08C）（0x0003B4E8）（0x00002D60）：2000（7D00|0100|AB05）
（0x0003C3DC）（0x0003B838）（0x000030B0）：2000（7A00|0100|AB05）
（0x0003C3F4）（0x0003B850）（0x000030C8）：2000（7B00|0100|AB05）
（0x0003C414）（0x0003B870）（0x000030E8）：2000（8B00|0100|AB05）
（0x0003C70C）（0x0003BB68）（0x000033E0）：2000（4B00|0100|8806）
（0x0003C714）（0x0003BB70）（0x000033E8）：2000（5C00|0100|8806）
（0x0003C71C）（0x0003BB78）（0x000033F0）：2000（6800|0100|8806）
（0x0003C724）（0x0003BB80）（0x000033F8）：2000（5000|0100|8806）
（0x0003C72C）（0x0003BB88）（0x00003400）：2000（4F00|0100|8806）
（0x0003C734）（0x0003BB90）（0x00003408）：2000（5600|0100|8806）
（0x0003C73C）（0x0003BB98）（0x00003410）：2000（5D00|0100|8806）
（0x0003C744）（0x0003BBA0）（0x00003418）：2000（5E00|0100|8806）
（0x0003C9DC）（0x0003BE38）（0x000036B0）：2000（7200|0100|4A07）
（0x0003C9E4）（0x0003BE40）（0x000036B8）：2000（7000|0100|4A07）
（0x0003C9EC）（0x0003BE48）（0x000036C0）：2000（4A00|0100|4A07）
（0x0003C9F4）（0x0003BE50）（0x000036C8）：2000（3702|0100|4A07）
（0x0003C9FC）（0x0003BE58）（0x000036D0）：2000（3602|0100|4A07）
（0x0003CA04）（0x0003BE60）（0x000036D8）：2000（4900|0100|4A07）
（0x0003CA0C）（0x0003BE68）（0x000036E0）：2000（3502|0100|4A07）
（0x0003CA14）（0x0003BE70）（0x000036E8）：2000（8400|0100|4A07）
（0x0003D0C4）（0x0003C520）（0x00003D98）：2000（8D00|0200|B607）
（0x0003D0CC）（0x0003C528）（0x00003DA0）：2000（8D00|0100|B707）
（0x0003D0D4）（0x0003C530）（0x00003DA8）：2000（8D00|0100|B707）
（0x0003D0DC）（0x0003C538）（0x00003DB0）：2000（8D00|0100|B707）
（0x000433AC）（0x00042808）（0x0000A080）：2000（1001|    |    ）
（0x0004520C）（0x00044668）（0x0000BEE0）：2000（1101|    |    ）
（0x0004BA5C）（0x0004AEB8）（0x00012730）：2000（1701|    |    ）
（0x0004E4C4）（0x0004D920）（0x00015198）：2000（4C00|0100|4A2A）
（0x0004E50C）（0x0004D968）（0x000151E0）：2000（5000|0100|4A2A）
（0x0004E544）（0x0004D9A0）（0x00015218）：2000（4E00|0100|4A2A）
（0x00051B5C）（0x00050FB8）（0x00018830）：2000（4002|    |    ）
（0x000550A4）（0x00054500）（0x0001BD78）：2000（1C01|    |    ）
（0x00055E8C）（0x000552E8）（0x0001CB60）：2000（1901|    |    ）
（0x00055E94）（0x000552F0）（0x0001CB68）：2000（1B01|    |    ）
（0x00055E9C）（0x000552F8）（0x0001CB70）：2000（1A01|    |    ）
（0x0005ACBC）（0x0005A118）（0x00021990）：2000（1201|    |    ）
（0x0005D464）（0x0005C8C0）（0x00024138）：2000（0F01|    |    ）
（0x0006266C）（0x00061AC8）（0x00029340）：2000（9400|0900|    ）
（0x00062674）（0x00061AD0）（0x00029348）：2000（8A00|0900|    ）
（0x00069E5C）（0x000692B8）（0x00030B30）：2000（5100|    |    ）
（0x00069E64）（0x000692C0）（0x00030B38）：2000（5300|    |    ）
（0x00069E6C）（0x000692C8）（0x00030B40）：2000（5200|    |    ）
（0x00069E74）（0x000692D0）（0x00030B48）：2000（5600|    |    ）
（0x0006AE6C）（0x0006A2C8）（0x00031B40）：2000（1501|    |    ）
（0x00072934）（0x00071D90）（0x00039608）：2000（2201|    |    ）
（0x00078B04）（0x00077F60）（0x0003F7D8）：2000（1301|    |    ）
（0x00078B0C）（0x00077F68）（0x0003F7E0）：2000（1401|    |    ）
（0x0007950C）（0x00078968）（0x000401E0）：2000（9800|2400|    ）
（0x00080384）（0x0007F7E0）（0x00047058）：2000（C300|    |    ）
（0x0008341C）（0x00082878）（0x0004A0F0）：2000（A600|    |1894）
（0x00086904）（0x00085D60）（0x0004D5D8）：2000（7500|0100|BD9A）
（0x00086914）（0x00085D70）（0x0004D5E8）：2000（7600|0100|BF9A）
（0x00086924）（0x00085D80）（0x0004D5F8）：2000（7700|0100|C19A）
（0x00086934）（0x00085D90）（0x0004D608）：2000（7800|0100|C39A）
（0x00086944）（0x00085DA0）（0x0004D618）：2000（7900|0100|B89A）
（0x00086CD4）（0x00086130）（0x0004D9A8）：2000（0F01|    |    ）
（0x00086CF4）（0x00086150）（0x0004D9C8）：2000（1F01|    |    ）
（0x00086DAC）（0x00086208）（0x0004DA80）：2000（2001|    |    ）
（0x00086DCC）（0x00086228）（0x0004DAA0）：2000（2101|    |    ）
（0x00086E0C）（0x00086268）（0x0004DAE0）：2000（2301|    |    ）
（0x00086E2C）（0x00086288）（0x0004DB00）：2000（2301|    |    ）
（0x00086E6C）（0x000862C8）（0x0004DB40）：2000（0401|    |    ）
（0x00086ED4）（0x00086330）（0x0004DBA8）：2000（0701|    |    ）
（0x00086F04）（0x00086360）（0x0004DBD8）：2000（0801|    |    ）
（0x00086F34）（0x00086390）（0x0004DC08）：2000（0901|    |    ）
（0x00086F64）（0x000863C0）（0x0004DC38）：2000（0A01|    |    ）
（0x00086F94）（0x000863F0）（0x0004DC68）：2000（0B01|    |    ）
（0x0008705C）（0x000864B8）（0x0004DD30）：2000（2401|    |    ）
（0x0008B57C）（0x0008A9D8）（0x00052250）：2000（9400|0100|5AA4）
（0x0008B5BC）（0x0008AA18）（0x00052290）：2000（9400|0100|5AA4）
（0x0008B5EC）（0x0008AA48）（0x000522C0）：2000（9400|0100|5AA4）
（0x0008B684）（0x0008AAE0）（0x00052358）：2000（5600|0100|6EA4）
