（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00041AEC）（0x00040F48）（0x000087C0）：3700（    |0100|0800）
（0x00041B1C）（0x00040F78）（0x000087F0）：3700（0100|1000|0800）
（0x00041B3C）（0x00040F98）（0x00008810）：3700（1100|3600|0800）
（0x00041B64）（0x00040FC0）（0x00008838）：3700（3700|3B00|0800）
（0x00041BBC）（0x00041018）（0x00008890）：3700（3C00|4A00|0800）
（0x00041C0C）（0x00041068）（0x000088E0）：3700（4B00|6D00|0800）
（0x00041C54）（0x000410B0）（0x00008928）：3700（6E00|9600|0700）
（0x00041C5C）（0x000410B8）（0x00008930）：3700（9700|    |0900）
（0x00041CC4）（0x00041120）（0x00008998）：3700（    |0100|    ）
（0x00041CD4）（0x00041130）（0x000089A8）：3700（0200|    |0700）
（0x00041CF4）（0x00041150）（0x000089C8）：3700（    |    |0600）
（0x00046324）（0x00045780）（0x0000CFF8）：3700（    |    |0E00）
（0x0005995C）（0x00058DB8）（0x00020630）：3700（    |    |0E00）
（0x0006AC7C）（0x0006A0D8）（0x00031950）：3700（9700|    |0900）
（0x0006CFD4）（0x0006C430）（0x00033CA8）：3700（    |    |0800）
（0x000726DC）（0x00071B38）（0x000393B0）：3700（    |    |0700）
（0x00072714）（0x00071B70）（0x000393E8）：3700（    |    |    ）
（0x00072B04）（0x00071F60）（0x000397D8）：3700（    |1500|0600）
（0x00072B14）（0x00071F70）（0x000397E8）：3700（1600|    |0900）
（0x000844C4）（0x00083920）（0x0004B198）：3700（    |    |0800）
（0x0008472C）（0x00083B88）（0x0004B400）：3700（    |    |0800）
