（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00041634）（0x00040A90）（0x00008308）：7C00（2900|4800|    ）
（0x0004164C）（0x00040AA8）（0x00008320）：7C00（2800|4700|    ）
（0x00041664）（0x00040AC0）（0x00008338）：7C00（2A00|4900|    ）
（0x00052524）（0x00051980）（0x000191F8）：7C00（2A00|5400|0100）
（0x0005377C）（0x00052BD8）（0x0001A450）：7C00（2B00|4900|0100）
（0x00063AE4）（0x00062F40）（0x0002A7B8）：7C00（1800|2A00|    ）
（0x00064244）（0x000636A0）（0x0002AF18）：7C00（0900|3100|0100）
（0x00066674）（0x00065AD0）（0x0002D348）：7C00（0600|7300|0100）
（0x000675F4）（0x00066A50）（0x0002E2C8）：7C00（1600|5D00|    ）
（0x000675FC）（0x00066A58）（0x0002E2D0）：7C00（1100|6200|    ）
（0x0006761C）（0x00066A78）（0x0002E2F0）：7C00（1600|5D00|    ）
（0x00067624）（0x00066A80）（0x0002E2F8）：7C00（1100|6200|    ）
（0x0006763C）（0x00066A98）（0x0002E310）：7C00（1600|5C00|    ）
（0x0006B8CC）（0x0006AD28）（0x000325A0）：7C00（1D00|3500|0100）
（0x0006B8E4）（0x0006AD40）（0x000325B8）：7C00（1E00|3400|0100）
（0x0006DD4C）（0x0006D1A8）（0x00034A20）：7C00（2500|5F00|    ）
（0x0006DDE4）（0x0006D240）（0x00034AB8）：7C00（3200|5200|    ）
（0x0006EC1C）（0x0006E078）（0x000358F0）：7C00（1B00|4700|    ）
（0x0006F494）（0x0006E8F0）（0x00036168）：7C00（0C00|2600|    ）
（0x0006F4B4）（0x0006E910）（0x00036188）：7C00（0B00|2500|0100）
（0x00070E5C）（0x000702B8）（0x00037B30）：7C00（3200|1800|    ）
（0x00070E6C）（0x000702C8）（0x00037B40）：7C00（3200|1800|0100）
（0x00070EAC）（0x00070308）（0x00037B80）：7C00（3300|1600|    ）
（0x00070EBC）（0x00070318）（0x00037B90）：7C00（3100|1600|    ）
（0x00070F3C）（0x00070398）（0x00037C10）：7C00（3000|1800|    ）
（0x00070F4C）（0x000703A8）（0x00037C20）：7C00（3100|1400|0100）
（0x0007807C）（0x000774D8）（0x0003ED50）：7C00（1300|1F00|    ）
（0x000780B4）（0x00077510）（0x0003ED88）：7C00（1800|2400|0100）
（0x000780BC）（0x00077518）（0x0003ED90）：7C00（1400|2800|0100）
（0x00078894）（0x00077CF0）（0x0003F568）：7C00（2600|3100|    ）
（0x0008056C）（0x0007F9C8）（0x00047240）：7C00（2200|4500|    ）
（0x00081C3C）（0x00081098）（0x00048910）：7C00（2E00|5E00|    ）
