（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003BA8C）（0x0003AEE8）（0x00002760）：1F00（A900|    |    ）
（0x0003BBE4）（0x0003B040）（0x000028B8）：1F00（AE00|    |    ）
（0x0003BC6C）（0x0003B0C8）（0x00002940）：1F00（B300|    |    ）
（0x0003BC9C）（0x0003B0F8）（0x00002970）：1F00（B500|    |    ）
（0x0003BD2C）（0x0003B188）（0x00002A00）：1F00（B400|    |    ）
（0x0003BDBC）（0x0003B218）（0x00002A90）：1F00（B900|    |    ）
（0x0003BE7C）（0x0003B2D8）（0x00002B50）：1F00（C100|    |    ）
（0x0003BEDC）（0x0003B338）（0x00002BB0）：1F00（BB00|    |    ）
（0x0003BF0C）（0x0003B368）（0x00002BE0）：1F00（BD00|    |    ）
（0x0003BF3C）（0x0003B398）（0x00002C10）：1F00（C200|    |    ）
（0x0003BF6C）（0x0003B3C8）（0x00002C40）：1F00（BC00|    |    ）
（0x0003BF9C）（0x0003B3F8）（0x00002C70）：1F00（BE00|    |    ）
（0x0003BFCC）（0x0003B428）（0x00002CA0）：1F00（BF00|    |    ）
（0x0003C0BC）（0x0003B518）（0x00002D90）：1F00（C700|    |    ）
（0x0003C14C）（0x0003B5A8）（0x00002E20）：1F00（CB00|    |    ）
（0x0003C17C）（0x0003B5D8）（0x00002E50）：1F00（CE00|    |    ）
（0x0003C1AC）（0x0003B608）（0x00002E80）：1F00（CC00|    |    ）
（0x0003C1DC）（0x0003B638）（0x00002EB0）：1F00（CD00|    |    ）
（0x0003C20C）（0x0003B668）（0x00002EE0）：1F00（CF00|    |    ）
（0x0003C26C）（0x0003B6C8）（0x00002F40）：1F00（E200|    |    ）
（0x0003C29C）（0x0003B6F8）（0x00002F70）：1F00（E300|    |    ）
（0x0003C2FC）（0x0003B758）（0x00002FD0）：1F00（E500|    |    ）
（0x0003C32C）（0x0003B788）（0x00003000）：1F00（E600|    |    ）
（0x0003C38C）（0x0003B7E8）（0x00003060）：1F00（E800|    |    ）
（0x0003C3BC）（0x0003B818）（0x00003090）：1F00（E900|    |    ）
（0x0003C44C）（0x0003B8A8）（0x00003120）：1F00（D100|    |    ）
（0x0003C47C）（0x0003B8D8）（0x00003150）：1F00（D300|    |    ）
（0x0003C4AC）（0x0003B908）（0x00003180）：1F00（D400|    |    ）
（0x0003C534）（0x0003B990）（0x00003208）：1F00（4002|    |    ）
（0x0003C57C）（0x0003B9D8）（0x00003250）：1F00（3B02|    |    ）
（0x0003C5FC）（0x0003BA58）（0x000032D0）：1F00（DB00|    |    ）
（0x0003C62C）（0x0003BA88）（0x00003300）：1F00（DC00|    |    ）
（0x0003C65C）（0x0003BAB8）（0x00003330）：1F00（DD00|    |    ）
（0x0003C68C）（0x0003BAE8）（0x00003360）：1F00（DE00|    |    ）
（0x0003C6BC）（0x0003BB18）（0x00003390）：1F00（DF00|    |    ）
（0x0003C6EC）（0x0003BB48）（0x000033C0）：1F00（E000|    |    ）
（0x0003C74C）（0x0003BBA8）（0x00003420）：1F00（3802|    |    ）
（0x0003C7AC）（0x0003BC08）（0x00003480）：1F00（EE00|    |    ）
（0x0003C7DC）（0x0003BC38）（0x000034B0）：1F00（EF00|    |    ）
（0x0003C814）（0x0003BC70）（0x000034E8）：1F00（3C02|    |    ）
（0x0003C81C）（0x0003BC78）（0x000034F0）：1F00（3D02|    |    ）
（0x0003C824）（0x0003BC80）（0x000034F8）：1F00（3E02|    |    ）
（0x0003C82C）（0x0003BC88）（0x00003500）：1F00（3F02|    |    ）
（0x0003C86C）（0x0003BCC8）（0x00003540）：1F00（F200|    |    ）
（0x0003C92C）（0x0003BD88）（0x00003600）：1F00（F600|    |    ）
（0x0003C95C）（0x0003BDB8）（0x00003630）：1F00（F700|    |    ）
（0x0003C9BC）（0x0003BE18）（0x00003690）：1F00（FA00|    |    ）
（0x0003CA1C）（0x0003BE78）（0x000036F0）：1F00（9600|    |    ）
（0x0003CA4C）（0x0003BEA8）（0x00003720）：1F00（FC00|    |    ）
（0x0003CAAC）（0x0003BF08）（0x00003780）：1F00（FD00|    |    ）
（0x0003CADC）（0x0003BF38）（0x000037B0）：1F00（0001|    |    ）
（0x0003CB0C）（0x0003BF68）（0x000037E0）：1F00（0101|    |    ）
（0x0003CB3C）（0x0003BF98）（0x00003810）：1F00（0201|    |    ）
（0x0003CB6C）（0x0003BFC8）（0x00003840）：1F00（0301|    |    ）
