（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x000393E4）（0x00038840）（0x000000B8）：1400（0100|    |    ）
（0x0003940C）（0x00038868）（0x000000E0）：1400（0100|    |    ）
（0x00039414）（0x00038870）（0x000000E8）：1400（0200|    |    ）
（0x0003941C）（0x00038878）（0x000000F0）：1400（0300|    |    ）
（0x000395E4）（0x00038A40）（0x000002B8）：1400（    |    |    ）
（0x000395FC）（0x00038A58）（0x000002D0）：1400（0100|    |    ）
（0x00039614）（0x00038A70）（0x000002E8）：1400（0200|    |    ）
（0x00039624）（0x00038A80）（0x000002F8）：1400（0300|    |    ）
（0x00039634）（0x00038A90）（0x00000308）：1400（0200|    |    ）
（0x00039644）（0x00038AA0）（0x00000318）：1400（    |    |    ）
（0x0003A074）（0x000394D0）（0x00000D48）：1400（    |    |    ）
（0x0003A084）（0x000394E0）（0x00000D58）：1400（0100|    |    ）
（0x0003A094）（0x000394F0）（0x00000D68）：1400（0200|    |    ）
（0x0003A0AC）（0x00039508）（0x00000D80）：1400（0300|    |    ）
（0x0003A36C）（0x000397C8）（0x00001040）：1400（0100|    |    ）
（0x0003A37C）（0x000397D8）（0x00001050）：1400（    |    |    ）
（0x0003A56C）（0x000399C8）（0x00001240）：1400（    |    |    ）
（0x0003A57C）（0x000399D8）（0x00001250）：1400（0100|    |    ）
（0x0003A58C）（0x000399E8）（0x00001260）：1400（0200|    |    ）
（0x0003A59C）（0x000399F8）（0x00001270）：1400（0300|    |    ）
（0x0003A5B4）（0x00039A10）（0x00001288）：1400（0400|    |    ）
（0x0003A654）（0x00039AB0）（0x00001328）：1400（    |    |    ）
（0x0003A65C）（0x00039AB8）（0x00001330）：1400（0100|    |    ）
（0x0003A66C）（0x00039AC8）（0x00001340）：1400（    |    |    ）
（0x0003A67C）（0x00039AD8）（0x00001350）：1400（0100|    |    ）
（0x0003A68C）（0x00039AE8）（0x00001360）：1400（0200|    |    ）
（0x0003A69C）（0x00039AF8）（0x00001370）：1400（0300|    |    ）
（0x0003A8D4）（0x00039D30）（0x000015A8）：1400（0900|    |    ）
（0x0003A8EC）（0x00039D48）（0x000015C0）：1400（0800|    |    ）
（0x0003A8FC）（0x00039D58）（0x000015D0）：1400（0900|    |    ）
（0x0003A904）（0x00039D60）（0x000015D8）：1400（0A00|    |    ）
（0x0003A914）（0x00039D70）（0x000015E8）：1400（0B00|    |    ）
（0x0003A924）（0x00039D80）（0x000015F8）：1400（0C00|    |    ）
（0x0003A92C）（0x00039D88）（0x00001600）：1400（0D00|    |    ）
（0x0003A9AC）（0x00039E08）（0x00001680）：1400（0A00|    |    ）
（0x0003AA0C）（0x00039E68）（0x000016E0）：1400（0D00|    |    ）
（0x0003AE9C）（0x0003A2F8）（0x00001B70）：1400（    |    |    ）
（0x0003AEAC）（0x0003A308）（0x00001B80）：1400（0100|    |    ）
（0x0003AEC4）（0x0003A320）（0x00001B98）：1400（0100|    |    ）
（0x0003AF04）（0x0003A360）（0x00001BD8）：1400（0300|    |    ）
（0x0003AF0C）（0x0003A368）（0x00001BE0）：1400（0200|    |    ）
（0x0003AF14）（0x0003A370）（0x00001BE8）：1400（0100|    |    ）
（0x0003AF1C）（0x0003A378）（0x00001BF0）：1400（    |    |    ）
（0x0003AF34）（0x0003A390）（0x00001C08）：1400（0100|    |    ）
（0x0003AF3C）（0x0003A398）（0x00001C10）：1400（0200|    |    ）
（0x0003AF44）（0x0003A3A0）（0x00001C18）：1400（0300|    |    ）
