（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003F6D4）（0x0003EB30）（0x000063A8）：1100（2300|2C00|    ）
（0x0003F834）（0x0003EC90）（0x00006508）：1100（2200|2B00|0100）
（0x0003F874）（0x0003ECD0）（0x00006548）：1100（2200|2B00|    ）
（0x0003F87C）（0x0003ECD8）（0x00006550）：1100（2100|2B00|0100）
（0x0003F934）（0x0003ED90）（0x00006608）：1100（1B00|3F00|0100）
（0x00041624）（0x00040A80）（0x000082F8）：1100（2E00|4200|    ）
（0x000429DC）（0x00041E38）（0x000096B0）：1100（2700|5500|    ）
（0x000429E4）（0x00041E40）（0x000096B8）：1100（2900|5300|    ）
（0x00042A0C）（0x00041E68）（0x000096E0）：1100（2500|5200|    ）
（0x00042A14）（0x00041E70）（0x000096E8）：1100（2C00|5900|0100）
（0x00042A2C）（0x00041E88）（0x00009700）：1100（2D00|5800|0100）
（0x00042A54）（0x00041EB0）（0x00009728）：1100（2500|5200|0100）
（0x00042A5C）（0x00041EB8）（0x00009730）：1100（2C00|5900|    ）
（0x00042A7C）（0x00041ED8）（0x00009750）：1100（2D00|5800|    ）
（0x0004386C）（0x00042CC8）（0x0000A540）：1100（2900|6300|    ）
（0x00043874）（0x00042CD0）（0x0000A548）：1100（2800|6200|0100）
（0x000438FC）（0x00042D58）（0x0000A5D0）：1100（3000|5C00|    ）
（0x0004392C）（0x00042D88）（0x0000A600）：1100（3800|6400|0100）
（0x00043934）（0x00042D90）（0x0000A608）：1100（3600|6700|    ）
（0x0004419C）（0x000435F8）（0x0000AE70）：1100（2000|6800|0100）
（0x000441AC）（0x00043608）（0x0000AE80）：1100（2A00|5E00|0100）
（0x000441B4）（0x00043610）（0x0000AE88）：1100（2700|5B00|    ）
（0x000441DC）（0x00043638）（0x0000AEB0）：1100（2500|5300|0100）
（0x000445E4）（0x00043A40）（0x0000B2B8）：1100（3600|6600|0100）
（0x000445EC）（0x00043A48）（0x0000B2C0）：1100（3400|6400|0100）
（0x000445F4）（0x00043A50）（0x0000B2C8）：1100（3700|6100|0100）
（0x000445FC）（0x00043A58）（0x0000B2D0）：1100（3200|5C00|    ）
（0x0004461C）（0x00043A78）（0x0000B2F0）：1100（2900|6400|0100）
（0x0004462C）（0x00043A88）（0x0000B300）：1100（2800|6300|    ）
（0x00044634）（0x00043A90）（0x0000B308）：1100（2600|6500|    ）
（0x00044654）（0x00043AB0）（0x0000B328）：1100（2500|6600|    ）
（0x00044684）（0x00043AE0）（0x0000B358）：1100（2B00|6C00|    ）
（0x0004468C）（0x00043AE8）（0x0000B360）：1100（3000|6700|    ）
（0x0004469C）（0x00043AF8）（0x0000B370）：1100（2F00|6600|0100）
（0x000446A4）（0x00043B00）（0x0000B378）：1100（2F00|6700|    ）
（0x000446B4）（0x00043B10）（0x0000B388）：1100（2D00|6800|0100）
（0x000446C4）（0x00043B20）（0x0000B398）：1100（2D00|6900|    ）
（0x000446CC）（0x00043B28）（0x0000B3A0）：1100（2D00|6900|0100）
（0x000446DC）（0x00043B38）（0x0000B3B0）：1100（3100|6D00|    ）
