（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B6D4）（0x0003AB30）（0x000023A8）：5000（    |    |    ）
（0x0003C97C）（0x0003BDD8）（0x00003650）：5000（    |    |    ）
（0x0003C994）（0x0003BDF0）（0x00003668）：5000（    |    |    ）
（0x0003F60C）（0x0003EA68）（0x000062E0）：5000（0300|    |    ）
（0x0003F814）（0x0003EC70）（0x000064E8）：5000（0300|    |    ）
（0x0003FC34）（0x0003F090）（0x00006908）：5000（0200|    |    ）
（0x0003FCB4）（0x0003F110）（0x00006988）：5000（0400|    |    ）
（0x00040A04）（0x0003FE60）（0x000076D8）：5000（    |    |    ）
（0x00040A24）（0x0003FE80）（0x000076F8）：5000（    |    |    ）
（0x00040A44）（0x0003FEA0）（0x00007718）：5000（    |    |    ）
（0x00040A64）（0x0003FEC0）（0x00007738）：5000（    |    |    ）
（0x00040AAC）（0x0003FF08）（0x00007780）：5000（    |    |    ）
（0x00040AEC）（0x0003FF48）（0x000077C0）：5000（    |    |    ）
（0x00040B0C）（0x0003FF68）（0x000077E0）：5000（    |    |    ）
（0x00040B2C）（0x0003FF88）（0x00007800）：5000（    |    |    ）
（0x00040B4C）（0x0003FFA8）（0x00007820）：5000（    |    |    ）
（0x00040B6C）（0x0003FFC8）（0x00007840）：5000（    |    |    ）
（0x00040B8C）（0x0003FFE8）（0x00007860）：5000（    |    |    ）
（0x00040BAC）（0x00040008）（0x00007880）：5000（    |    |    ）
（0x00040BCC）（0x00040028）（0x000078A0）：5000（    |    |    ）
（0x00040BEC）（0x00040048）（0x000078C0）：5000（    |    |    ）
（0x00040C0C）（0x00040068）（0x000078E0）：5000（    |    |    ）
（0x00040C2C）（0x00040088）（0x00007900）：5000（    |    |    ）
（0x00040C4C）（0x000400A8）（0x00007920）：5000（    |    |    ）
（0x00040C6C）（0x000400C8）（0x00007940）：5000（    |    |    ）
（0x00040C8C）（0x000400E8）（0x00007960）：5000（    |    |    ）
（0x00040CAC）（0x00040108）（0x00007980）：5000（    |    |    ）
（0x00040CCC）（0x00040128）（0x000079A0）：5000（    |    |    ）
（0x00040CEC）（0x00040148）（0x000079C0）：5000（    |    |    ）
（0x00040D0C）（0x00040168）（0x000079E0）：5000（    |    |    ）
（0x00040D2C）（0x00040188）（0x00007A00）：5000（    |    |    ）
（0x00040D4C）（0x000401A8）（0x00007A20）：5000（    |    |    ）
（0x00040D6C）（0x000401C8）（0x00007A40）：5000（    |    |    ）
（0x00040D8C）（0x000401E8）（0x00007A60）：5000（    |    |    ）
（0x00040DAC）（0x00040208）（0x00007A80）：5000（    |    |    ）
（0x00040DCC）（0x00040228）（0x00007AA0）：5000（    |    |    ）
（0x00040DEC）（0x00040248）（0x00007AC0）：5000（    |    |    ）
（0x00040E0C）（0x00040268）（0x00007AE0）：5000（    |    |    ）
（0x00040E2C）（0x00040288）（0x00007B00）：5000（    |    |    ）
（0x00040E4C）（0x000402A8）（0x00007B20）：5000（    |    |    ）
（0x00040E6C）（0x000402C8）（0x00007B40）：5000（    |    |    ）
（0x00040E8C）（0x000402E8）（0x00007B60）：5000（    |    |    ）
（0x00040EAC）（0x00040308）（0x00007B80）：5000（    |    |    ）
（0x00040ECC）（0x00040328）（0x00007BA0）：5000（    |    |    ）
（0x00040EEC）（0x00040348）（0x00007BC0）：5000（    |    |    ）
（0x00040F0C）（0x00040368）（0x00007BE0）：5000（    |    |    ）
（0x00040F2C）（0x00040388）（0x00007C00）：5000（    |    |    ）
（0x00040F4C）（0x000403A8）（0x00007C20）：5000（    |    |    ）
（0x00040F6C）（0x000403C8）（0x00007C40）：5000（    |    |    ）
（0x00041704）（0x00040B60）（0x000083D8）：5000（    |    |    ）
（0x00041C64）（0x000410C0）（0x00008938）：5000（0200|    |    ）
（0x00041C84）（0x000410E0）（0x00008958）：5000（    |    |    ）
（0x00041CDC）（0x00041138）（0x000089B0）：5000（0300|    |    ）
（0x00041DB4）（0x00041210）（0x00008A88）：5000（0400|    |    ）
（0x00041DF4）（0x00041250）（0x00008AC8）：5000（    |    |    ）
（0x00041E14）（0x00041270）（0x00008AE8）：5000（    |    |    ）
（0x00041E34）（0x00041290）（0x00008B08）：5000（    |    |    ）
（0x00041E54）（0x000412B0）（0x00008B28）：5000（    |    |    ）
（0x00041E94）（0x000412F0）（0x00008B68）：5000（    |    |    ）
（0x00041EB4）（0x00041310）（0x00008B88）：5000（    |    |    ）
（0x00041ED4）（0x00041330）（0x00008BA8）：5000（    |    |    ）
（0x00041EF4）（0x00041350）（0x00008BC8）：5000（    |    |    ）
（0x00041F14）（0x00041370）（0x00008BE8）：5000（    |    |    ）
（0x0004207C）（0x000414D8）（0x00008D50）：5000（    |    |    ）
（0x0004225C）（0x000416B8）（0x00008F30）：5000（    |    |    ）
（0x000423F4）（0x00041850）（0x000090C8）：5000（    |    |    ）
（0x00042414）（0x00041870）（0x000090E8）：5000（    |    |    ）
（0x00042434）（0x00041890）（0x00009108）：5000（    |    |    ）
（0x00042454）（0x000418B0）（0x00009128）：5000（    |    |    ）
（0x00042474）（0x000418D0）（0x00009148）：5000（    |    |    ）
（0x00042494）（0x000418F0）（0x00009168）：5000（    |    |    ）
（0x000424B4）（0x00041910）（0x00009188）：5000（    |    |    ）
（0x000424D4）（0x00041930）（0x000091A8）：5000（    |    |    ）
（0x000424F4）（0x00041950）（0x000091C8）：5000（    |    |    ）
（0x00042514）（0x00041970）（0x000091E8）：5000（    |    |    ）
（0x00043E6C）（0x000432C8）（0x0000AB40）：5000（    |    |    ）
（0x0004489C）（0x00043CF8）（0x0000B570）：5000（    |    |    ）
（0x000448BC）（0x00043D18）（0x0000B590）：5000（    |    |    ）
（0x00044C94）（0x000440F0）（0x0000B968）：5000（    |    |    ）
（0x00044FB4）（0x00044410）（0x0000BC88）：5000（    |    |    ）
（0x00044FD4）（0x00044430）（0x0000BCA8）：5000（    |    |    ）
（0x00044FF4）（0x00044450）（0x0000BCC8）：5000（    |    |    ）
（0x00045014）（0x00044470）（0x0000BCE8）：5000（    |    |    ）
（0x00045034）（0x00044490）（0x0000BD08）：5000（    |    |    ）
（0x00045054）（0x000444B0）（0x0000BD28）：5000（    |    |    ）
（0x00045074）（0x000444D0）（0x0000BD48）：5000（    |    |    ）
（0x000450A4）（0x00044500）（0x0000BD78）：5000（    |    |    ）
（0x000450C4）（0x00044520）（0x0000BD98）：5000（    |    |    ）
（0x00045334）（0x00044790）（0x0000C008）：5000（    |    |    ）
（0x00045484）（0x000448E0）（0x0000C158）：5000（    |    |    ）
（0x00045C14）（0x00045070）（0x0000C8E8）：5000（    |    |    ）
（0x00045CB4）（0x00045110）（0x0000C988）：5000（    |    |    ）
（0x00045CD4）（0x00045130）（0x0000C9A8）：5000（    |    |    ）
（0x00045F74）（0x000453D0）（0x0000CC48）：5000（    |    |    ）
（0x00045FE4）（0x00045440）（0x0000CCB8）：5000（0200|    |    ）
（0x000461EC）（0x00045648）（0x0000CEC0）：5000（    |    |    ）
（0x0004620C）（0x00045668）（0x0000CEE0）：5000（    |    |    ）
（0x0004630C）（0x00045768）（0x0000CFE0）：5000（    |    |    ）
（0x0004632C）（0x00045788）（0x0000D000）：5000（    |    |    ）
（0x00046B3C）（0x00045F98）（0x0000D810）：5000（    |    |    ）
（0x00047624）（0x00046A80）（0x0000E2F8）：5000（    |    |    ）
（0x00047784）（0x00046BE0）（0x0000E458）：5000（    |    |    ）
（0x000477A4）（0x00046C00）（0x0000E478）：5000（    |    |    ）
（0x00047C54）（0x000470B0）（0x0000E928）：5000（    |    |    ）
（0x000484D4）（0x00047930）（0x0000F1A8）：5000（    |    |    ）
（0x00048A44）（0x00047EA0）（0x0000F718）：5000（    |    |    ）
（0x00048ABC）（0x00047F18）（0x0000F790）：5000（    |    |    ）
（0x00049504）（0x00048960）（0x000101D8）：5000（    |    |    ）
（0x00049524）（0x00048980）（0x000101F8）：5000（    |    |    ）
（0x00049AFC）（0x00048F58）（0x000107D0）：5000（    |    |    ）
（0x00049B1C）（0x00048F78）（0x000107F0）：5000（    |    |    ）
（0x00049B3C）（0x00048F98）（0x00010810）：5000（    |    |    ）
（0x00049B5C）（0x00048FB8）（0x00010830）：5000（    |    |    ）
（0x00049B7C）（0x00048FD8）（0x00010850）：5000（    |    |    ）
（0x00049B9C）（0x00048FF8）（0x00010870）：5000（    |    |    ）
（0x0004A09C）（0x000494F8）（0x00010D70）：5000（    |    |    ）
（0x0004A0BC）（0x00049518）（0x00010D90）：5000（    |    |    ）
（0x0004A364）（0x000497C0）（0x00011038）：5000（    |    |    ）
（0x0004AD1C）（0x0004A178）（0x000119F0）：5000（0300|    |    ）
（0x0004B0B4）（0x0004A510）（0x00011D88）：5000（0300|    |    ）
（0x0004B1AC）（0x0004A608）（0x00011E80）：5000（0300|    |    ）
（0x0004B65C）（0x0004AAB8）（0x00012330）：5000（    |    |    ）
（0x0004B6D4）（0x0004AB30）（0x000123A8）：5000（    |    |    ）
（0x0004BAE4）（0x0004AF40）（0x000127B8）：5000（    |    |    ）
（0x0004BED4）（0x0004B330）（0x00012BA8）：5000（    |    |    ）
（0x0004BF34）（0x0004B390）（0x00012C08）：5000（    |    |    ）
（0x0004BF54）（0x0004B3B0）（0x00012C28）：5000（    |    |    ）
（0x0004BF74）（0x0004B3D0）（0x00012C48）：5000（    |    |    ）
（0x0004C0C4）（0x0004B520）（0x00012D98）：5000（    |    |    ）
（0x0004C11C）（0x0004B578）（0x00012DF0）：5000（    |    |    ）
