（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003C104）（0x0003B560）（0x00002DD8）：3000（1100|A6FF|0100）
（0x0003C10C）（0x0003B568）（0x00002DE0）：3000（1200|A6FF|0100）
（0x0003C114）（0x0003B570）（0x00002DE8）：3000（1300|A6FF|0100）
（0x0003C11C）（0x0003B578）（0x00002DF0）：3000（1400|A6FF|0100）
（0x0003C124）（0x0003B580）（0x00002DF8）：3000（1500|A6FF|0100）
（0x0003C8C4）（0x0003BD20）（0x00003598）：3000（1100|6400|    ）
（0x0003C8CC）（0x0003BD28）（0x000035A0）：3000（1200|6400|    ）
（0x0003C8D4）（0x0003BD30）（0x000035A8）：3000（1300|6400|    ）
（0x0003C8DC）（0x0003BD38）（0x000035B0）：3000（1400|6400|    ）
（0x0003C8E4）（0x0003BD40）（0x000035B8）：3000（1500|6400|    ）
（0x0008B514）（0x0008A970）（0x000521E8）：3000（1100|6400|    ）
（0x0008B51C）（0x0008A978）（0x000521F0）：3000（1400|6400|    ）
（0x0008BB3C）（0x0008AF98）（0x00052810）：3000（1100|0500|    ）
（0x0008BB74）（0x0008AFD0）（0x00052848）：3000（1200|0A00|    ）
（0x0008BBA4）（0x0008B000）（0x00052878）：3000（1100|1900|    ）
（0x0008BBAC）（0x0008B008）（0x00052880）：3000（1200|1900|    ）
（0x0008BBCC）（0x0008B028）（0x000528A0）：3000（1400|5A00|    ）
（0x0008BBD4）（0x0008B030）（0x000528A8）：3000（1500|5A00|    ）
（0x0008BC1C）（0x0008B078）（0x000528F0）：3000（1100|1900|    ）
（0x0008BC24）（0x0008B080）（0x000528F8）：3000（1200|1900|    ）
（0x0008BC5C）（0x0008B0B8）（0x00052930）：3000（1100|0500|    ）
（0x0008BC94）（0x0008B0F0）（0x00052968）：3000（1200|0900|    ）
（0x0008BCB4）（0x0008B110）（0x00052988）：3000（1400|3200|    ）
（0x0008BCBC）（0x0008B118）（0x00052990）：3000（1500|5A00|    ）
