（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B6CC）（0x0003AB28）（0x000023A0）：7500（0100|0300|0500）
（0x0003BA0C）（0x0003AE68）（0x000026E0）：7500（0200|0100|0500）
（0x0003C974）（0x0003BDD0）（0x00003648）：7500（0100|0200|0500）
（0x0003C98C）（0x0003BDE8）（0x00003660）：7500（0100|0200|0300）
（0x0003D6EC）（0x0003CB48）（0x000043C0）：7500（0100|    |    ）
（0x0003F5BC）（0x0003EA18）（0x00006290）：7500（0100|    |    ）
（0x00041094）（0x000404F0）（0x00007D68）：7500（0100|    |    ）
（0x0004128C）（0x000406E8）（0x00007F60）：7500（0100|0200|0500）
（0x000412D4）（0x00040730）（0x00007FA8）：7500（0100|    |    ）
（0x000414FC）（0x00040958）（0x000081D0）：7500（0100|0500|    ）
（0x00041554）（0x000409B0）（0x00008228）：7500（0100|    |    ）
（0x000416CC）（0x00040B28）（0x000083A0）：7500（0100|    |    ）
（0x00041724）（0x00040B80）（0x000083F8）：7500（0200|0100|0500）
（0x00041AB4）（0x00040F10）（0x00008788）：7500（0100|0200|0500）
（0x00046CC4）（0x00046120）（0x0000D998）：7500（0100|0200|    ）
（0x00046CE4）（0x00046140）（0x0000D9B8）：7500（0100|    |    ）
（0x00046DF4）（0x00046250）（0x0000DAC8）：7500（0100|0200|    ）
（0x00047204）（0x00046660）（0x0000DED8）：7500（0100|    |    ）
（0x00048104）（0x00047560）（0x0000EDD8）：7500（0100|0200|    ）
（0x00048A64）（0x00047EC0）（0x0000F738）：7500（0100|    |    ）
（0x00048AA4）（0x00047F00）（0x0000F778）：7500（0100|0200|    ）
（0x00048BD4）（0x00048030）（0x0000F8A8）：7500（0100|    |    ）
（0x0004B6E4）（0x0004AB40）（0x000123B8）：7500（0100|0200|    ）
（0x0004B7CC）（0x0004AC28）（0x000124A0）：7500（0100|0200|    ）
（0x0004B994）（0x0004ADF0）（0x00012668）：7500（0100|    |    ）
（0x0004BD54）（0x0004B1B0）（0x00012A28）：7500（0200|0100|    ）
（0x0004D6F4）（0x0004CB50）（0x000143C8）：7500（0100|    |    ）
（0x0004DDCC）（0x0004D228）（0x00014AA0）：7500（0100|0200|    ）
（0x0004F10C）（0x0004E568）（0x00015DE0）：7500（0100|    |    ）
（0x0004F754）（0x0004EBB0）（0x00016428）：7500（0100|0200|    ）
（0x0004F7C4）（0x0004EC20）（0x00016498）：7500（0100|0200|    ）
（0x000515A4）（0x00050A00）（0x00018278）：7500（0100|    |    ）
（0x000530AC）（0x00052508）（0x00019D80）：7500（0100|0300|    ）
（0x0005316C）（0x000525C8）（0x00019E40）：7500（0100|0300|    ）
（0x000531B4）（0x00052610）（0x00019E88）：7500（0100|    |    ）
（0x00053BBC）（0x00053018）（0x0001A890）：7500（0100|0300|    ）
（0x00053EBC）（0x00053318）（0x0001AB90）：7500（0300|0100|    ）
（0x000553EC）（0x00054848）（0x0001C0C0）：7500（0100|    |    ）
（0x00055E04）（0x00055260）（0x0001CAD8）：7500（0100|    |    ）
（0x00055EFC）（0x00055358）（0x0001CBD0）：7500（0100|0300|    ）
（0x0005646C）（0x000558C8）（0x0001D140）：7500（0100|0200|0300）
（0x0005857C）（0x000579D8）（0x0001F250）：7500（0200|    |    ）
