（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00042C0C）（0x00042068）（0x000098E0）：7000（2900|4300|    ）
（0x00044C54）（0x000440B0）（0x0000B928）：7000（2600|5600|    ）
（0x00045644）（0x00044AA0）（0x0000C318）：7000（2700|5B00|    ）
（0x000478D4）（0x00046D30）（0x0000E5A8）：7000（3200|5F00|    ）
（0x00048F74）（0x000483D0）（0x0000FC48）：7000（2900|1200|0100）
（0x00048F7C）（0x000483D8）（0x0000FC50）：7000（2A00|1200|    ）
（0x0004F2F4）（0x0004E750）（0x00015FC8）：7000（1400|1D00|    ）
（0x00051994）（0x00050DF0）（0x00018668）：7000（2100|2A00|    ）
（0x000589DC）（0x00057E38）（0x0001F6B0）：7000（1500|3F00|    ）
（0x00058A2C）（0x00057E88）（0x0001F700）：7000（1600|4000|    ）
（0x0005BACC）（0x0005AF28）（0x000227A0）：7000（0D00|4B00|    ）
（0x0006365C）（0x00062AB8）（0x0002A330）：7000（2400|2000|    ）
（0x00064264）（0x000636C0）（0x0002AF38）：7000（0900|3100|0100）
（0x0006426C）（0x000636C8）（0x0002AF40）：7000（0800|3200|0100）
（0x00064A44）（0x00063EA0）（0x0002B718）：7000（0D00|1400|0100）
（0x00064EDC）（0x00064338）（0x0002BBB0）：7000（0C00|2800|0100）
（0x00065D1C）（0x00065178）（0x0002C9F0）：7000（0A00|6F00|0100）
（0x000666F4）（0x00065B50）（0x0002D3C8）：7000（1800|2B00|    ）
（0x00068474）（0x000678D0）（0x0002F148）：7000（1C00|4600|    ）
（0x0006857C）（0x000679D8）（0x0002F250）：7000（1D00|4700|    ）
（0x0006858C）（0x000679E8）（0x0002F260）：7000（1C00|4700|0100）
（0x00069A84）（0x00068EE0）（0x00030758）：7000（0B00|1700|0100）
（0x0006C71C）（0x0006BB78）（0x000333F0）：7000（2B00|4C00|    ）
（0x0006F844）（0x0006ECA0）（0x00036518）：7000（2F00|4900|    ）
（0x0007505C）（0x000744B8）（0x0003BD30）：7000（0900|1000|0100）
（0x000792C4）（0x00078720）（0x0003FF98）：7000（1100|1D00|0100）
（0x0007984C）（0x00078CA8）（0x00040520）：7000（1600|2600|0100）
（0x0007F8A4）（0x0007ED00）（0x00046578）：7000（2000|3B00|    ）
（0x00080134）（0x0007F590）（0x00046E08）：7000（2D00|4100|0100）
（0x00082E74）（0x000822D0）（0x00049B48）：7000（1F00|5800|    ）
（0x0008318C）（0x000825E8）（0x00049E60）：7000（2200|6500|    ）
（0x000831DC）（0x00082638）（0x00049EB0）：7000（2100|6600|    ）
（0x0008496C）（0x00083DC8）（0x0004B640）：7000（1B00|4E00|0100）
