（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B60C）（0x0003AA68）（0x000022E0）：1E00（6400|    |    ）
（0x0003B66C）（0x0003AAC8）（0x00002340）：1E00（2C01|    |    ）
（0x0003B6FC）（0x0003AB58）（0x000023D0）：1E00（5802|    |    ）
（0x0003B72C）（0x0003AB88）（0x00002400）：1E00（BC02|    |    ）
（0x0003B75C）（0x0003ABB8）（0x00002430）：1E00（2003|    |    ）
（0x0003B78C）（0x0003ABE8）（0x00002460）：1E00（8403|    |    ）
（0x0003B7BC）（0x0003AC18）（0x00002490）：1E00（E803|    |    ）
（0x0003B7EC）（0x0003AC48）（0x000024C0）：1E00（D007|    |    ）
（0x0003B81C）（0x0003AC78）（0x000024F0）：1E00（B80B|    |    ）
（0x0003B87C）（0x0003ACD8）（0x00002550）：1E00（8813|    |    ）
（0x0003B89C）（0x0003ACF8）（0x00002570）：1E00（18FC|60A4|    ）
（0x0003B96C）（0x0003ADC8）（0x00002640）：1E00（1027|    |    ）
（0x0003E3B4）（0x0003D810）（0x00005088）：1E00（0500|    |    ）
（0x0003E3E4）（0x0003D840）（0x000050B8）：1E00（0F00|    |    ）
（0x0003E414）（0x0003D870）（0x000050E8）：1E00（3200|    |    ）
（0x0003E444）（0x0003D8A0）（0x00005118）：1E00（6400|    |    ）
（0x0003E474）（0x0003D8D0）（0x00005148）：1E00（E600|    |    ）
（0x0003E4A4）（0x0003D900）（0x00005178）：1E00（2C01|    |    ）
（0x000427DC）（0x00041C38）（0x000094B0）：1E00（F401|    |    ）
（0x00043494）（0x000428F0）（0x0000A168）：1E00（3200|    |    ）
（0x00049274）（0x000486D0）（0x0000FF48）：1E00（E7FF|D81F|    ）
（0x0004E35C）（0x0004D7B8）（0x00015030）：1E00（70FE|012A|    ）
（0x000505E4）（0x0004FA40）（0x000172B8）：1E00（9CFF|6E2E|    ）
（0x000506DC）（0x0004FB38）（0x000173B0）：1E00（CEFF|    |    ）
（0x0005097C）（0x0004FDD8）（0x00017650）：1E00（ECFF|CE2E|    ）
（0x00057544）（0x000569A0）（0x0001E218）：1E00（9CFF|3B3C|    ）
（0x0005E4AC）（0x0005D908）（0x00025180）：1E00（9CFF|2A4A|    ）
（0x0005FC74）（0x0005F0D0）（0x00026948）：1E00（7C15|    |    ）
（0x0005FDD4）（0x0005F230）（0x00026AA8）：1E00（D4FE|5E4D|    ）
（0x00060F5C）（0x000603B8）（0x00027C30）：1E00（30F8|C64F|    ）
（0x000617FC）（0x00060C58）（0x000284D0）：1E00（9CFF|9450|    ）
（0x000635DC）（0x00062A38）（0x0002A2B0）：1E00（E2FF|5954|    ）
（0x00063FBC）（0x00063418）（0x0002AC90）：1E00（F6FF|    |    ）
（0x000648F4）（0x00063D50）（0x0002B5C8）：1E00（9CFF|B056|    ）
（0x000676BC）（0x00066B18）（0x0002E390）：1E00（3075|    |    ）
（0x000676FC）（0x00066B58）（0x0002E3D0）：1E00（D08A|7D5C|    ）
（0x00067704）（0x00066B60）（0x0002E3D8）：1E00（3075|    |    ）
（0x0006775C）（0x00066BB8）（0x0002E430）：1E00（3075|    |    ）
（0x0006779C）（0x00066BF8）（0x0002E470）：1E00（D08A|915C|    ）
（0x000677A4）（0x00066C00）（0x0002E478）：1E00（3075|    |    ）
（0x000677F4）（0x00066C50）（0x0002E4C8）：1E00（3075|    |    ）
（0x000679B4）（0x00066E10）（0x0002E688）：1E00（68C5|A25C|    ）
（0x00069034）（0x00068490）（0x0002FD08）：1E00（0CFE|9D5F|    ）
（0x0006A9B4）（0x00069E10）（0x00031688）：1E00（B80B|    |    ）
（0x0006B3E4）（0x0006A840）（0x000320B8）：1E00（E803|    |    ）
（0x0006B54C）（0x0006A9A8）（0x00032220）：1E00（DC05|    |    ）
（0x000869AC）（0x00085E08）（0x0004D680）：1E00（F401|    |    ）
（0x0008B61C）（0x0008AA78）（0x000522F0）：1E00（0CFE|60A4|    ）
（0x0008B64C）（0x0008AAA8）（0x00052320）：1E00（FFFF|60A4|    ）
（0x0008B654）（0x0008AAB0）（0x00052328）：1E00（0100|    |    ）
