（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003943C）（0x00038898）（0x00000110）：6E00（F6FF|F6FF|    ）
（0x0003944C）（0x000388A8）（0x00000120）：6E00（FAFF|FAFF|    ）
（0x0003945C）（0x000388B8）（0x00000130）：6E00（F6FF|F6FF|    ）
（0x0003946C）（0x000388C8）（0x00000140）：6E00（FAFF|FAFF|    ）
（0x00039484）（0x000388E0）（0x00000158）：6E00（F6FF|F6FF|    ）
（0x00039494）（0x000388F0）（0x00000168）：6E00（FAFF|FAFF|    ）
（0x000394A4）（0x00038900）（0x00000178）：6E00（F6FF|F6FF|    ）
（0x000394B4）（0x00038910）（0x00000188）：6E00（FAFF|FAFF|    ）
（0x000394C4）（0x00038920）（0x00000198）：6E00（F6FF|F6FF|    ）
（0x000394D4）（0x00038930）（0x000001A8）：6E00（FAFF|FAFF|    ）
（0x000394E4）（0x00038940）（0x000001B8）：6E00（F6FF|F6FF|    ）
（0x000394F4）（0x00038950）（0x000001C8）：6E00（FAFF|FAFF|    ）
（0x00039514）（0x00038970）（0x000001E8）：6E00（0A00|0A00|    ）
（0x00039524）（0x00038980）（0x000001F8）：6E00（0600|0600|    ）
（0x00039534）（0x00038990）（0x00000208）：6E00（0A00|0A00|    ）
（0x00039544）（0x000389A0）（0x00000218）：6E00（0600|0600|    ）
（0x0003955C）（0x000389B8）（0x00000230）：6E00（0A00|0A00|    ）
（0x0003956C）（0x000389C8）（0x00000240）：6E00（0600|0600|    ）
（0x0003957C）（0x000389D8）（0x00000250）：6E00（0A00|0A00|    ）
（0x0003958C）（0x000389E8）（0x00000260）：6E00（0600|0600|    ）
（0x0003959C）（0x000389F8）（0x00000270）：6E00（0A00|0A00|    ）
（0x000395AC）（0x00038A08）（0x00000280）：6E00（0600|0600|    ）
（0x000395BC）（0x00038A18）（0x00000290）：6E00（0A00|0A00|    ）
（0x000395CC）（0x00038A28）（0x000002A0）：6E00（0600|0600|    ）
（0x0003AA6C）（0x00039EC8）（0x00001740）：6E00（0A00|F6FF|    ）
（0x0003AA7C）（0x00039ED8）（0x00001750）：6E00（0600|FAFF|    ）
（0x0003AA8C）（0x00039EE8）（0x00001760）：6E00（0A00|F6FF|    ）
（0x0003AA9C）（0x00039EF8）（0x00001770）：6E00（0600|FAFF|    ）
（0x0003AAB4）（0x00039F10）（0x00001788）：6E00（0A00|F6FF|    ）
（0x0003AAC4）（0x00039F20）（0x00001798）：6E00（0600|FAFF|    ）
（0x0003AAD4）（0x00039F30）（0x000017A8）：6E00（0A00|F6FF|    ）
（0x0003AAE4）（0x00039F40）（0x000017B8）：6E00（0600|FAFF|    ）
（0x0003AAFC）（0x00039F58）（0x000017D0）：6E00（0A00|F6FF|    ）
（0x0003AB0C）（0x00039F68）（0x000017E0）：6E00（0600|FAFF|    ）
（0x0003AB1C）（0x00039F78）（0x000017F0）：6E00（0A00|F6FF|    ）
（0x0003AB2C）（0x00039F88）（0x00001800）：6E00（0600|FAFF|    ）
（0x0003AB4C）（0x00039FA8）（0x00001820）：6E00（F6FF|0A00|    ）
（0x0003AB5C）（0x00039FB8）（0x00001830）：6E00（FAFF|0600|    ）
（0x0003AB6C）（0x00039FC8）（0x00001840）：6E00（F6FF|0A00|    ）
（0x0003AB7C）（0x00039FD8）（0x00001850）：6E00（FAFF|0600|    ）
（0x0003AB94）（0x00039FF0）（0x00001868）：6E00（F6FF|0A00|    ）
（0x0003ABA4）（0x0003A000）（0x00001878）：6E00（FAFF|0600|    ）
（0x0003ABB4）（0x0003A010）（0x00001888）：6E00（F6FF|0A00|    ）
（0x0003ABC4）（0x0003A020）（0x00001898）：6E00（FAFF|0600|    ）
（0x0003ABDC）（0x0003A038）（0x000018B0）：6E00（F6FF|0A00|    ）
（0x0003ABEC）（0x0003A048）（0x000018C0）：6E00（FAFF|0600|    ）
（0x0003ABFC）（0x0003A058）（0x000018D0）：6E00（F6FF|0A00|    ）
（0x0003AC0C）（0x0003A068）（0x000018E0）：6E00（FAFF|0600|    ）
（0x0003AC2C）（0x0003A088）（0x00001900）：6E00（0C00|F0FF|    ）
（0x0003AC3C）（0x0003A098）（0x00001910）：6E00（0C00|F0FF|    ）
（0x0003AC4C）（0x0003A0A8）（0x00001920）：6E00（0C00|F0FF|    ）
（0x0003AC5C）（0x0003A0B8）（0x00001930）：6E00（0C00|F8FF|    ）
（0x0003AC6C）（0x0003A0C8）（0x00001940）：6E00（1000|F8FF|    ）
（0x0003AC8C）（0x0003A0E8）（0x00001960）：6E00（F4FF|1000|    ）
（0x0003AC9C）（0x0003A0F8）（0x00001970）：6E00（F4FF|1000|    ）
（0x0003ACAC）（0x0003A108）（0x00001980）：6E00（F4FF|1000|    ）
（0x0003ACBC）（0x0003A118）（0x00001990）：6E00（F4FF|0800|    ）
（0x0003ACCC）（0x0003A128）（0x000019A0）：6E00（F0FF|0800|    ）
（0x0003ACEC）（0x0003A148）（0x000019C0）：6E00（1000|0800|    ）
（0x0003ACFC）（0x0003A158）（0x000019D0）：6E00（1000|0800|    ）
（0x0003AD0C）（0x0003A168）（0x000019E0）：6E00（1000|0800|    ）
（0x0003AD1C）（0x0003A178）（0x000019F0）：6E00（1000|0800|    ）
（0x0003AD2C）（0x0003A188）（0x00001A00）：6E00（1000|0800|    ）
（0x0003AD3C）（0x0003A198）（0x00001A10）：6E00（1000|F8FF|    ）
（0x0003AD5C）（0x0003A1B8）（0x00001A30）：6E00（F0FF|F8FF|    ）
（0x0003AD6C）（0x0003A1C8）（0x00001A40）：6E00（F0FF|F8FF|    ）
（0x0003AD7C）（0x0003A1D8）（0x00001A50）：6E00（F0FF|F8FF|    ）
（0x0003AD8C）（0x0003A1E8）（0x00001A60）：6E00（F0FF|F8FF|    ）
（0x0003AD9C）（0x0003A1F8）（0x00001A70）：6E00（F0FF|F8FF|    ）
（0x0003ADAC）（0x0003A208）（0x00001A80）：6E00（F0FF|0800|    ）
（0x0003B23C）（0x0003A698）（0x00001F10）：6E00（F6FF|0A00|    ）
（0x0003B24C）（0x0003A6A8）（0x00001F20）：6E00（FAFF|0600|    ）
