（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B63C）（0x0003AA98）（0x00002310）：2900（0100|2802|    ）
（0x0003BCC4）（0x0003B120）（0x00002998）：2900（0100|2C02|    ）
（0x0003BCD4）（0x0003B130）（0x000029A8）：2900（0100|2D02|    ）
（0x0003BCE4）（0x0003B140）（0x000029B8）：2900（0100|2E02|    ）
（0x0003BCF4）（0x0003B150）（0x000029C8）：2900（0100|2F02|    ）
（0x0003CA84）（0x0003BEE0）（0x00003758）：2900（    |4F02|    ）
（0x0003D8EC）（0x0003CD48）（0x000045C0）：2900（    |4F02|    ）
（0x00085B74）（0x00084FD0）（0x0004C848）：2900（    |3302|    ）
（0x00085B7C）（0x00084FD8）（0x0004C850）：2900（    |3402|    ）
（0x00085EBC）（0x00085318）（0x0004CB90）：2900（    |2A02|    ）
（0x000860CC）（0x00085528）（0x0004CDA0）：2900（    |2702|    ）
（0x000860F4）（0x00085550）（0x0004CDC8）：2900（    |2902|    ）
（0x00086164）（0x000855C0）（0x0004CE38）：2900（    |2802|    ）
（0x0008639C）（0x000857F8）（0x0004D070）：2900（    |2B02|    ）
（0x000863DC）（0x00085838）（0x0004D0B0）：2900（    |2F02|    ）
（0x0008641C）（0x00085878）（0x0004D0F0）：2900（    |2E02|    ）
（0x0008645C）（0x000858B8）（0x0004D130）：2900（    |2C02|    ）
（0x0008649C）（0x000858F8）（0x0004D170）：2900（    |3002|    ）
（0x000864DC）（0x00085938）（0x0004D1B0）：2900（    |2D02|    ）
（0x0008B564）（0x0008A9C0）（0x00052238）：2900（0100|3002|    ）
（0x0008B5A4）（0x0008AA00）（0x00052278）：2900（0100|2B02|    ）
（0x0008B744）（0x0008ABA0）（0x00052418）：2900（    |2902|    ）
（0x0008B754）（0x0008ABB0）（0x00052428）：2900（0100|2902|    ）
