（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00039344）（0x000387A0）（0x00000018）：0200（0200|    |    ）
（0x00039374）（0x000387D0）（0x00000048）：0200（0800|    |    ）
（0x0003938C）（0x000387E8）（0x00000060）：0200（0B00|    |    ）
（0x000393A4）（0x00038800）（0x00000078）：0200（0E00|    |    ）
（0x000393BC）（0x00038818）（0x00000090）：0200（1100|    |    ）
（0x0003960C）（0x00038A68）（0x000002E0）：0200（5700|    |    ）
（0x00039654）（0x00038AB0）（0x00000328）：0200（5A00|    |    ）
（0x00039CC4）（0x00039120）（0x00000998）：0200（EC00|    |    ）
（0x0003A064）（0x000394C0）（0x00000D38）：0200（3501|    |    ）
（0x0003A0BC）（0x00039518）（0x00000D90）：0200（A901|    |    ）
（0x0003A2CC）（0x00039728）（0x00000FA0）：0200（B401|    |    ）
（0x0003A30C）（0x00039768）（0x00000FE0）：0200（F601|    |    ）
（0x0003A34C）（0x000397A8）（0x00001020）：0200（FE01|    |    ）
（0x0003A384）（0x000397E0）（0x00001058）：0200（0602|    |    ）
（0x0003A5A4）（0x00039A00）（0x00001278）：0200（4702|    |    ）
（0x0003A5C4）（0x00039A20）（0x00001298）：0200（4702|    |    ）
（0x0003A5E4）（0x00039A40）（0x000012B8）：0200（5602|    |    ）
（0x0003A604）（0x00039A60）（0x000012D8）：0200（5A02|    |    ）
（0x0003A624）（0x00039A80）（0x000012F8）：0200（5E02|    |    ）
（0x0003A644）（0x00039AA0）（0x00001318）：0200（6202|    |    ）
（0x0003A6AC）（0x00039B08）（0x00001380）：0200（6502|    |    ）
（0x0003A6CC）（0x00039B28）（0x000013A0）：0200（7202|    |    ）
（0x0003A784）（0x00039BE0）（0x00001458）：0200（7602|    |    ）
（0x0003A8A4）（0x00039D00）（0x00001578）：0200（8D02|    |    ）
（0x0003AA54）（0x00039EB0）（0x00001728）：0200（B102|    |    ）
（0x0003ADD4）（0x0003A230）（0x00001AA8）：0200（5303|    |    ）
（0x0003AE74）（0x0003A2D0）（0x00001B48）：0200（6503|    |    ）
（0x0003AEB4）（0x0003A310）（0x00001B88）：0200（6B03|    |    ）
（0x0003B0AC）（0x0003A508）（0x00001D80）：0200（8603|    |    ）
（0x0003B1A4）（0x0003A600）（0x00001E78）：0200（B203|    |    ）
（0x0003B1DC）（0x0003A638）（0x00001EB0）：0200（D103|    |    ）
（0x0003B224）（0x0003A680）（0x00001EF8）：0200（D803|    |    ）
（0x0003B48C）（0x0003A8E8）（0x00002160）：0200（1D04|    |    ）
（0x0003B4F4）（0x0003A950）（0x000021C8）：0200（2E04|    |    ）
（0x0003B564）（0x0003A9C0）（0x00002238）：0200（3B04|    |    ）
（0x0003B5E4）（0x0003AA40）（0x000022B8）：0200（5504|    |    ）
（0x0003B614）（0x0003AA70）（0x000022E8）：0200（7703|    |    ）
（0x0003B674）（0x0003AAD0）（0x00002348）：0200（7703|    |    ）
（0x0003B704）（0x0003AB60）（0x000023D8）：0200（7703|    |    ）
（0x0003B734）（0x0003AB90）（0x00002408）：0200（7703|    |    ）
（0x0003B764）（0x0003ABC0）（0x00002438）：0200（7703|    |    ）
（0x0003B794）（0x0003ABF0）（0x00002468）：0200（7703|    |    ）
（0x0003B7C4）（0x0003AC20）（0x00002498）：0200（7703|    |    ）
（0x0003B7F4）（0x0003AC50）（0x000024C8）：0200（7703|    |    ）
（0x0003B824）（0x0003AC80）（0x000024F8）：0200（7703|    |    ）
（0x0003B884）（0x0003ACE0）（0x00002558）：0200（7703|    |    ）
（0x0003B974）（0x0003ADD0）（0x00002648）：0200（7703|    |    ）
（0x0003BA94）（0x0003AEF0）（0x00002768）：0200（7703|    |    ）
（0x0003BC74）（0x0003B0D0）（0x00002948）：0200（7703|    |    ）
（0x0003BCA4）（0x0003B100）（0x00002978）：0200（7703|    |    ）
（0x0003BD34）（0x0003B190）（0x00002A08）：0200（7703|    |    ）
（0x0003BDC4）（0x0003B220）（0x00002A98）：0200（7703|    |    ）
（0x0003BE84）（0x0003B2E0）（0x00002B58）：0200（7703|    |    ）
（0x0003BEE4）（0x0003B340）（0x00002BB8）：0200（7703|    |    ）
（0x0003BF14）（0x0003B370）（0x00002BE8）：0200（7703|    |    ）
（0x0003BF44）（0x0003B3A0）（0x00002C18）：0200（7703|    |    ）
（0x0003BF74）（0x0003B3D0）（0x00002C48）：0200（7703|    |    ）
（0x0003BFA4）（0x0003B400）（0x00002C78）：0200（7703|    |    ）
（0x0003BFD4）（0x0003B430）（0x00002CA8）：0200（7703|    |    ）
（0x0003C0C4）（0x0003B520）（0x00002D98）：0200（7703|    |    ）
（0x0003C154）（0x0003B5B0）（0x00002E28）：0200（7703|    |    ）
（0x0003C184）（0x0003B5E0）（0x00002E58）：0200（7703|    |    ）
（0x0003C1B4）（0x0003B610）（0x00002E88）：0200（7703|    |    ）
（0x0003C1E4）（0x0003B640）（0x00002EB8）：0200（7703|    |    ）
（0x0003C214）（0x0003B670）（0x00002EE8）：0200（7703|    |    ）
（0x0003C244）（0x0003B6A0）（0x00002F18）：0200（7703|    |    ）
（0x0003C274）（0x0003B6D0）（0x00002F48）：0200（7703|    |    ）
（0x0003C2A4）（0x0003B700）（0x00002F78）：0200（7703|    |    ）
（0x0003C2D4）（0x0003B730）（0x00002FA8）：0200（7703|    |    ）
（0x0003C304）（0x0003B760）（0x00002FD8）：0200（7703|    |    ）
（0x0003C334）（0x0003B790）（0x00003008）：0200（7703|    |    ）
（0x0003C394）（0x0003B7F0）（0x00003068）：0200（7703|    |    ）
（0x0003C3C4）（0x0003B820）（0x00003098）：0200（7703|    |    ）
（0x0003C454）（0x0003B8B0）（0x00003128）：0200（7703|    |    ）
（0x0003C484）（0x0003B8E0）（0x00003158）：0200（7703|    |    ）
（0x0003C4B4）（0x0003B910）（0x00003188）：0200（7703|    |    ）
（0x0003C604）（0x0003BA60）（0x000032D8）：0200（7703|    |    ）
（0x0003C634）（0x0003BA90）（0x00003308）：0200（7703|    |    ）
（0x0003C664）（0x0003BAC0）（0x00003338）：0200（7703|    |    ）
（0x0003C694）（0x0003BAF0）（0x00003368）：0200（7703|    |    ）
（0x0003C6C4）（0x0003BB20）（0x00003398）：0200（7703|    |    ）
（0x0003C6F4）（0x0003BB50）（0x000033C8）：0200（7703|    |    ）
（0x0003C7B4）（0x0003BC10）（0x00003488）：0200（7703|    |    ）
（0x0003C7E4）（0x0003BC40）（0x000034B8）：0200（7703|    |    ）
（0x0003C874）（0x0003BCD0）（0x00003548）：0200（7703|    |    ）
（0x0003C904）（0x0003BD60）（0x000035D8）：0200（7703|    |    ）
（0x0003C934）（0x0003BD90）（0x00003608）：0200（7703|    |    ）
（0x0003C964）（0x0003BDC0）（0x00003638）：0200（7703|    |    ）
（0x0003C9C4）（0x0003BE20）（0x00003698）：0200（7703|    |    ）
（0x0003CA54）（0x0003BEB0）（0x00003728）：0200（7703|    |    ）
（0x0003CAB4）（0x0003BF10）（0x00003788）：0200（7703|    |    ）
（0x0003CAE4）（0x0003BF40）（0x000037B8）：0200（7703|    |    ）
（0x0003CB14）（0x0003BF70）（0x000037E8）：0200（7703|    |    ）
（0x0003CB44）（0x0003BFA0）（0x00003818）：0200（7703|    |    ）
（0x0003CB74）（0x0003BFD0）（0x00003848）：0200（7703|    |    ）
（0x0003CBA4）（0x0003C000）（0x00003878）：0200（7703|    |    ）
（0x0003CBD4）（0x0003C030）（0x000038A8）：0200（7703|    |    ）
（0x0003CC04）（0x0003C060）（0x000038D8）：0200（7703|    |    ）
（0x0003CC34）（0x0003C090）（0x00003908）：0200（7703|    |    ）
（0x0003CC94）（0x0003C0F0）（0x00003968）：0200（7703|    |    ）
（0x0003CCC4）（0x0003C120）（0x00003998）：0200（7703|    |    ）
（0x0003CCF4）（0x0003C150）（0x000039C8）：0200（7703|    |    ）
（0x0003CD24）（0x0003C180）（0x000039F8）：0200（7703|    |    ）
（0x0003CD54）（0x0003C1B0）（0x00003A28）：0200（7703|    |    ）
（0x0003CDB4）（0x0003C210）（0x00003A88）：0200（7703|    |    ）
（0x0003CDE4）（0x0003C240）（0x00003AB8）：0200（7703|    |    ）
（0x0003CE14）（0x0003C270）（0x00003AE8）：0200（7703|    |    ）
（0x0003CE44）（0x0003C2A0）（0x00003B18）：0200（7703|    |    ）
（0x0003CE74）（0x0003C2D0）（0x00003B48）：0200（7703|    |    ）
（0x0003CEA4）（0x0003C300）（0x00003B78）：0200（7703|    |    ）
（0x0003CF94）（0x0003C3F0）（0x00003C68）：0200（7703|    |    ）
（0x0003CFC4）（0x0003C420）（0x00003C98）：0200（7703|    |    ）
（0x0003CFF4）（0x0003C450）（0x00003CC8）：0200（7703|    |    ）
（0x0003D024）（0x0003C480）（0x00003CF8）：0200（7703|    |    ）
（0x0003D054）（0x0003C4B0）（0x00003D28）：0200（7703|    |    ）
（0x0003D084）（0x0003C4E0）（0x00003D58）：0200（7703|    |    ）
（0x0003D0B4）（0x0003C510）（0x00003D88）：0200（7703|    |    ）
（0x0003D114）（0x0003C570）（0x00003DE8）：0200（7703|    |    ）
（0x0003D144）（0x0003C5A0）（0x00003E18）：0200（7703|    |    ）
（0x0003D174）（0x0003C5D0）（0x00003E48）：0200（7703|    |    ）
（0x0003D1A4）（0x0003C600）（0x00003E78）：0200（7703|    |    ）
（0x0003D1D4）（0x0003C630）（0x00003EA8）：0200（7703|    |    ）
（0x0003D204）（0x0003C660）（0x00003ED8）：0200（7703|    |    ）
（0x0003D234）（0x0003C690）（0x00003F08）：0200（7703|    |    ）
（0x0003D264）（0x0003C6C0）（0x00003F38）：0200（7703|    |    ）
（0x0003D294）（0x0003C6F0）（0x00003F68）：0200（7703|    |    ）
（0x0003D2C4）（0x0003C720）（0x00003F98）：0200（7703|    |    ）
