（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003C344）（0x0003B7A0）（0x00003018）：7900（2500|E706|    ）
（0x0003C34C）（0x0003B7A8）（0x00003020）：7900（2600|CC06|    ）
（0x0003C354）（0x0003B7B0）（0x00003028）：7900（2700|7404|    ）
（0x0003CA64）（0x0003BEC0）（0x00003738）：7900（2700|7404|    ）
（0x000404FC）（0x0003F958）（0x000071D0）：7900（2500|3D0E|    ）
（0x0004E32C）（0x0004D788）（0x00015000）：7900（2500|062A|    ）
（0x0007A164）（0x000795C0）（0x00040E38）：7900（2700|D281|    ）
（0x0007A18C）（0x000795E8）（0x00040E60）：7900（2700|D281|    ）
（0x00087484）（0x000868E0）（0x0004E158）：7900（2500|2D9C|    ）
（0x00087E7C）（0x000872D8）（0x0004EB50）：7900（2500|6C9D|    ）
（0x00088294）（0x000876F0）（0x0004EF68）：7900（2600|F59D|    ）
（0x0008832C）（0x00087788）（0x0004F000）：7900（2900|299E|    ）
