（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00042074）（0x000414D0）（0x00008D48）：1300（0900|6005|2001）
（0x00042274）（0x000416D0）（0x00008F48）：1300（0900|7005|2801）
（0x00043B54）（0x00042FB0）（0x0000A828）：1300（3C00|D003|A806）
（0x00043E9C）（0x000432F8）（0x0000AB70）：1300（7C00|8004|6005）
（0x0004517C）（0x000445D8）（0x0000BE50）：1300（3C00|0804|8806）
（0x00045184）（0x000445E0）（0x0000BE58）：1300（3D00|F003|7806）
（0x0004518C）（0x000445E8）（0x0000BE60）：1300（3E00|2004|9006）
（0x0004660C）（0x00045A68）（0x0000D2E0）：1300（4D00|8004|E004）
（0x0004663C）（0x00045A98）（0x0000D310）：1300（3900|4004|7006）
（0x0004665C）（0x00045AB8）（0x0000D330）：1300（3D00|1006|D805）
（0x00046664）（0x00045AC0）（0x0000D338）：1300（3E00|1006|E805）
（0x00046BF4）（0x00046050）（0x0000D8C8）：1300（1A00|9004|7801）
（0x00046BFC）（0x00046058）（0x0000D8D0）：1300（1B00|B004|7801）
（0x000471A4）（0x00046600）（0x0000DE78）：1300（7600|6004|9005）
（0x00047214）（0x00046670）（0x0000DEE8）：1300（4500|A004|A006）
（0x00047234）（0x00046690）（0x0000DF08）：1300（3C00|2004|7006）
（0x0004723C）（0x00046698）（0x0000DF10）：1300（3B00|4004|8006）
（0x0004726C）（0x000466C8）（0x0000DF40）：1300（3900|E003|B006）
（0x00047274）（0x000466D0）（0x0000DF48）：1300（3A00|3004|8806）
（0x000478A4）（0x00046D00）（0x0000E578）：1300（4500|5006|F805）
（0x00047AD4）（0x00046F30）（0x0000E7A8）：1300（3900|A005|B005）
（0x0004A33C）（0x00049798）（0x00011010）：1300（7500|A004|9005）
（0x0004A344）（0x000497A0）（0x00011018）：1300（7C00|8004|6005）
（0x0004A774）（0x00049BD0）（0x00011448）：1300（5701|7802|A405）
（0x0004B1CC）（0x0004A628）（0x00011EA0）：1300（5701|2002|E005）
（0x0004B59C）（0x0004A9F8）（0x00012270）：1300（3C00|6804|5806）
（0x0004B5A4）（0x0004AA00）（0x00012278）：1300（3D00|A004|5006）
（0x0004B5AC）（0x0004AA08）（0x00012280）：1300（3E00|9004|A806）
（0x0004B5EC）（0x0004AA48）（0x000122C0）：1300（5500|6005|B003）
（0x0004B60C）（0x0004AA68）（0x000122E0）：1300（4D00|5005|B803）
（0x0004B9AC）（0x0004AE08）（0x00012680）：1300（5701|4A03|4805）
（0x0004BAAC）（0x0004AF08）（0x00012780）：1300（7500|A004|9005）
（0x0004BAB4）（0x0004AF10）（0x00012788）：1300（7C00|8004|6005）
（0x0004C66C）（0x0004BAC8）（0x00013340）：1300（D200|8004|4005）
（0x0004C6B4）（0x0004BB10）（0x00013388）：1300（D200|3004|6205）
（0x0004C6DC）（0x0004BB38）（0x000133B0）：1300（D200|0604|4605）
（0x0004C70C）（0x0004BB68）（0x000133E0）：1300（D200|4004|0005）
（0x0004C774）（0x0004BBD0）（0x00013448）：1300（D200|3004|F604）
（0x0004C864）（0x0004BCC0）（0x00013538）：1300（D200|0804|0805）
（0x0004F334）（0x0004E790）（0x00016008）：1300（AA01|9004|2803）
（0x00052A6C）（0x00051EC8）（0x00019740）：1300（4002|5004|E804）
（0x00052A8C）（0x00051EE8）（0x00019760）：1300（4202|C004|E004）
（0x00052A94）（0x00051EF0）（0x00019768）：1300（4302|B004|D804）
（0x00055EE4）（0x00055340）（0x0001CBB8）：1300（8A03|7005|4802）
（0x00055EEC）（0x00055348）（0x0001CBC0）：1300（8D03|B005|6802）
（0x0005C6DC）（0x0005BB38）（0x000233B0）：1300（4207|8005|9001）
（0x0006C2CC）（0x0006B728）（0x00032FA0）：1300（2C00|5500|    ）
