（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003CC4C）（0x0003C0A8）（0x00003920）：2600（0F00|    |    ）
（0x00045C94）（0x000450F0）（0x0000C968）：2600（0100|    |    ）
（0x00048494）（0x000478F0）（0x0000F168）：2600（0100|    |    ）
（0x000485E4）（0x00047A40）（0x0000F2B8）：2600（0200|    |    ）
（0x0004864C）（0x00047AA8）（0x0000F320）：2600（0300|    |    ）
（0x0004E34C）（0x0004D7A8）（0x00015020）：2600（0700|    |    ）
（0x0004E4B4）（0x0004D910）（0x00015188）：2600（0400|    |    ）
（0x0004EB4C）（0x0004DFA8）（0x00015820）：2600（0600|    |    ）
（0x0004EB84）（0x0004DFE0）（0x00015858）：2600（0500|    |    ）
（0x00055F6C）（0x000553C8）（0x0001CC40）：2600（0800|    |    ）
（0x000574A4）（0x00056900）（0x0001E178）：2600（0900|    |    ）
（0x0005F3CC）（0x0005E828）（0x000260A0）：2600（0A00|    |    ）
（0x0005F3FC）（0x0005E858）（0x000260D0）：2600（0B00|    |    ）
（0x0005F55C）（0x0005E9B8）（0x00026230）：2600（0C00|    |    ）
（0x00061B8C）（0x00060FE8）（0x00028860）：2600（0D00|    |    ）
（0x00064E54）（0x000642B0）（0x0002BB28）：2600（1400|    |    ）
（0x0006B2B4）（0x0006A710）（0x00031F88）：2600（0E00|    |    ）
（0x0006B2C4）（0x0006A720）（0x00031F98）：2600（0F00|    |    ）
（0x0007B97C）（0x0007ADD8）（0x00042650）：2600（1000|    |    ）
（0x0007BA1C）（0x0007AE78）（0x000426F0）：2600（1200|    |    ）
（0x0007BB14）（0x0007AF70）（0x000427E8）：2600（1100|    |    ）
（0x0007BB3C）（0x0007AF98）（0x00042810）：2600（1300|    |    ）
（0x0007F7DC）（0x0007EC38）（0x000464B0）：2600（0F00|    |    ）
（0x0007F7EC）（0x0007EC48）（0x000464C0）：2600（0E00|    |    ）
（0x0008339C）（0x000827F8）（0x0004A070）：2600（0300|    |    ）
（0x000833DC）（0x00082838）（0x0004A0B0）：2600（0200|    |    ）
