（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00084FC4）（0x00084420）（0x0004BC98）：1700（0B00|1300|0100）
（0x00084FDC）（0x00084438）（0x0004BCB0）：1700（0B00|1300|0200）
（0x00084FF4）（0x00084450）（0x0004BCC8）：1700（0B00|1300|0300）
（0x0008500C）（0x00084468）（0x0004BCE0）：1700（0B00|1300|0500）
（0x00085024）（0x00084480）（0x0004BCF8）：1700（0B00|1300|1300）
（0x0008503C）（0x00084498）（0x0004BD10）：1700（0B00|1300|0400）
（0x00085054）（0x000844B0）（0x0004BD28）：1700（0B00|1300|1C00）
（0x0008506C）（0x000844C8）（0x0004BD40）：1700（0B00|1300|1500）
（0x00085074）（0x000844D0）（0x0004BD48）：1700（0B00|1200|0D00）
（0x0008508C）（0x000844E8）（0x0004BD60）：1700（0B00|1300|2B00）
（0x000850A4）（0x00084500）（0x0004BD78）：1700（0B00|1300|3700）
（0x000850AC）（0x00084508）（0x0004BD80）：1700（0B00|1400|1C00）
（0x000850C4）（0x00084520）（0x0004BD98）：1700（0B00|1300|1600）
（0x000850CC）（0x00084528）（0x0004BDA0）：1700（0B00|1400|2C00）
（0x000850D4）（0x00084530）（0x0004BDA8）：1700（0B00|1500|1800）
（0x000850EC）（0x00084548）（0x0004BDC0）：1700（0B00|1300|4400）
（0x000850F4）（0x00084550）（0x0004BDC8）：1700（0B00|1400|1900）
（0x000850FC）（0x00084558）（0x0004BDD0）：1700（0B00|1200|1200）
（0x00085104）（0x00084560）（0x0004BDD8）：1700（0B00|1500|1200）
（0x0008511C）（0x00084578）（0x0004BDF0）：1700（0D00|1300|0300）
（0x00085134）（0x00084590）（0x0004BE08）：1700（0D00|1300|0300）
（0x0008513C）（0x00084598）（0x0004BE10）：1700（0D00|1400|0400）
（0x00085154）（0x000845B0）（0x0004BE28）：1700（0D00|1300|0700）
（0x0008516C）（0x000845C8）（0x0004BE40）：1700（0D00|1300|0D00）
（0x00085174）（0x000845D0）（0x0004BE48）：1700（0D00|1400|F6FF）
（0x0008518C）（0x000845E8）（0x0004BE60）：1700（0D00|1300|0F00）
（0x00085194）（0x000845F0）（0x0004BE68）：1700（0D00|1500|0F00）
（0x0008519C）（0x000845F8）（0x0004BE70）：1700（0D00|1200|0F00）
（0x000851B4）（0x00084610）（0x0004BE88）：1700（0D00|1300|1C00）
（0x000851BC）（0x00084618）（0x0004BE90）：1700（0D00|1400|1100）
（0x000851C4）（0x00084620）（0x0004BE98）：1700（0D00|1500|1100）
（0x000851DC）（0x00084638）（0x0004BEB0）：1700（0D00|1300|2A00）
（0x000851E4）（0x00084640）（0x0004BEB8）：1700（0D00|1400|E9FF）
（0x000851FC）（0x00084658）（0x0004BED0）：1700（0D00|1300|3500）
（0x00085204）（0x00084660）（0x0004BED8）：1700（0D00|1400|F7FF）
（0x0008521C）（0x00084678）（0x0004BEF0）：1700（0D00|1300|3500）
（0x00085224）（0x00084680）（0x0004BEF8）：1700（0D00|1200|3000）
（0x0008523C）（0x00084698）（0x0004BF10）：1700（0D00|1300|5000）
（0x00085244）（0x000846A0）（0x0004BF18）：1700（0D00|1400|EFFF）
（0x0008525C）（0x000846B8）（0x0004BF30）：1700（0D00|1300|6100）
（0x00085264）（0x000846C0）（0x0004BF38）：1700（0D00|1400|F6FF）
（0x0008527C）（0x000846D8）（0x0004BF50）：1700（0D00|1300|6900）
（0x00085284）（0x000846E0）（0x0004BF58）：1700（0D00|1100|1300）
（0x0008529C）（0x000846F8）（0x0004BF70）：1700（0D00|1300|9200）
（0x000852B4）（0x00084710）（0x0004BF88）：1700（0D00|1300|C800）
（0x000852CC）（0x00084728）（0x0004BFA0）：1700（0D00|1300|B400）
（0x000852E4）（0x00084740）（0x0004BFB8）：1700（0D00|1300|B400）
（0x000852FC）（0x00084758）（0x0004BFD0）：1700（0D00|1300|B400）
（0x00085314）（0x00084770）（0x0004BFE8）：1700（0C00|1300|0200）
（0x0008532C）（0x00084788）（0x0004C000）：1700（0C00|1300|0600）
（0x00085344）（0x000847A0）（0x0004C018）：1700（0C00|1300|1100）
（0x0008535C）（0x000847B8）（0x0004C030）：1700（0C00|1300|1E00）
（0x00085374）（0x000847D0）（0x0004C048）：1700（0C00|1300|1C00）
（0x0008537C）（0x000847D8）（0x0004C050）：1700（0C00|1400|1C00）
（0x00085384）（0x000847E0）（0x0004C058）：1700（0C00|1500|1C00）
（0x0008539C）（0x000847F8）（0x0004C070）：1700（0C00|1300|3300）
（0x000853A4）（0x00084800）（0x0004C078）：1700（0C00|1200|1A00）
（0x000853BC）（0x00084818）（0x0004C090）：1700（0C00|1300|4600）
（0x000853D4）（0x00084830）（0x0004C0A8）：1700（0C00|1300|6600）
（0x000853EC）（0x00084848）（0x0004C0C0）：1700（0C00|1300|6E00）
（0x00085404）（0x00084860）（0x0004C0D8）：1700（0C00|1300|7400）
（0x0008540C）（0x00084868）（0x0004C0E0）：1700（0C00|1200|5000）
（0x00085424）（0x00084880）（0x0004C0F8）：1700（0F00|1300|0100）
（0x0008543C）（0x00084898）（0x0004C110）：1700（0F00|1300|0200）
（0x00085454）（0x000848B0）（0x0004C128）：1700（0F00|1300|0300）
（0x0008545C）（0x000848B8）（0x0004C130）：1700（0F00|1400|0200）
（0x00085474）（0x000848D0）（0x0004C148）：1700（0F00|1300|0400）
（0x0008548C）（0x000848E8）（0x0004C160）：1700（0F00|1300|0B00）
（0x000854A4）（0x00084900）（0x0004C178）：1700（0F00|1300|0D00）
（0x000854AC）（0x00084908）（0x0004C180）：1700（0F00|1400|0B00）
（0x000854C4）（0x00084920）（0x0004C198）：1700（0F00|1300|1500）
（0x000854CC）（0x00084928）（0x0004C1A0）：1700（0F00|1400|1300）
（0x000854E4）（0x00084940）（0x0004C1B8）：1700（0F00|1300|1800）
（0x000854EC）（0x00084948）（0x0004C1C0）：1700（0F00|1400|2A00）
（0x00085504）（0x00084960）（0x0004C1D8）：1700（0F00|1300|2B00）
（0x0008550C）（0x00084968）（0x0004C1E0）：1700（0F00|1400|0F00）
（0x00085524）（0x00084980）（0x0004C1F8）：1700（0F00|1300|2E00）
（0x0008552C）（0x00084988）（0x0004C200）：1700（0F00|1400|1F00）
（0x00085544）（0x000849A0）（0x0004C218）：1700（0F00|1300|3700）
（0x0008554C）（0x000849A8）（0x0004C220）：1700（0F00|1400|2000）
（0x00085564）（0x000849C0）（0x0004C238）：1700（0F00|1300|3500）
（0x0008556C）（0x000849C8）（0x0004C240）：1700（0F00|1400|4B00）
（0x00085584）（0x000849E0）（0x0004C258）：1700（0F00|1300|3E00）
（0x0008558C）（0x000849E8）（0x0004C260）：1700（0F00|1400|6000）
（0x000855A4）（0x00084A00）（0x0004C278）：1700（1000|1300|0200）
（0x000855BC）（0x00084A18）（0x0004C290）：1700（1000|1300|0500）
（0x000855D4）（0x00084A30）（0x0004C2A8）：1700（1000|1500|1200）
（0x000855EC）（0x00084A48）（0x0004C2C0）：1700（1000|1300|0500）
（0x000855F4）（0x00084A50）（0x0004C2C8）：1700（1000|1500|0900）
（0x0008560C）（0x00084A68）（0x0004C2E0）：1700（1000|1500|1400）
（0x00085624）（0x00084A80）（0x0004C2F8）：1700（1000|1200|0500）
（0x0008562C）（0x00084A88）（0x0004C300）：1700（1000|1300|0500）
（0x00085644）（0x00084AA0）（0x0004C318）：1700（1000|1200|1200）
