（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B62C）（0x0003AA88）（0x00002300）：2800（0100|2802|    ）
（0x0003B854）（0x0003ACB0）（0x00002528）：2800（0100|2C02|    ）
（0x0003B92C）（0x0003AD88）（0x00002600）：2800（    |2B02|    ）
（0x0003B944）（0x0003ADA0）（0x00002618）：2800（    |2E02|    ）
（0x0003BCB4）（0x0003B110）（0x00002988）：2800（0100|2F02|    ）
（0x0003BE44）（0x0003B2A0）（0x00002B18）：2800（0100|2D02|    ）
（0x0003BE54）（0x0003B2B0）（0x00002B28）：2800（0100|2E02|    ）
（0x0003C004）（0x0003B460）（0x00002CD8）：2800（    |2702|    ）
（0x0003C014）（0x0003B470）（0x00002CE8）：2800（    |2802|    ）
（0x0003C024）（0x0003B480）（0x00002CF8）：2800（    |2902|    ）
（0x0003C034）（0x0003B490）（0x00002D08）：2800（    |2A02|    ）
（0x0003C07C）（0x0003B4D8）（0x00002D50）：2800（    |4F02|    ）
（0x0003C094）（0x0003B4F0）（0x00002D68）：2800（    |2F02|    ）
（0x0003C3E4）（0x0003B840）（0x000030B8）：2800（    |2C02|    ）
（0x0003C3FC）（0x0003B858）（0x000030D0）：2800（    |2D02|    ）
（0x0003C41C）（0x0003B878）（0x000030F0）：2800（    |3002|    ）
（0x00085E5C）（0x000852B8）（0x0004CB30）：2800（0100|2902|    ）
（0x00085E7C）（0x000852D8）（0x0004CB50）：2800（0100|2702|    ）
（0x00085EAC）（0x00085308）（0x0004CB80）：2800（    |2A02|    ）
（0x000860E4）（0x00085540）（0x0004CDB8）：2800（    |2702|    ）
（0x0008610C）（0x00085568）（0x0004CDE0）：2800（    |2902|    ）
（0x0008617C）（0x000855D8）（0x0004CE50）：2800（    |2802|    ）
（0x00086504）（0x00085960）（0x0004D1D8）：2800（    |2B02|    ）
（0x0008652C）（0x00085988）（0x0004D200）：2800（    |2F02|    ）
（0x00086554）（0x000859B0）（0x0004D228）：2800（    |2E02|    ）
（0x0008657C）（0x000859D8）（0x0004D250）：2800（    |2C02|    ）
（0x000865A4）（0x00085A00）（0x0004D278）：2800（    |3002|    ）
（0x000865CC）（0x00085A28）（0x0004D2A0）：2800（    |2D02|    ）
（0x0008667C）（0x00085AD8）（0x0004D350）：2800（    |3102|    ）
（0x00086694）（0x00085AF0）（0x0004D368）：2800（    |3202|    ）
（0x0008B554）（0x0008A9B0）（0x00052228）：2800（0100|3002|    ）
（0x0008B594）（0x0008A9F0）（0x00052268）：2800（0100|2B02|    ）
（0x0008B5D4）（0x0008AA30）（0x000522A8）：2800（    |2B02|    ）
