（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00085CBC）（0x00085118）（0x0004C990）：1C00（    |2400|    ）
（0x00085CCC）（0x00085128）（0x0004C9A0）：1C00（    |3200|    ）
（0x00085CDC）（0x00085138）（0x0004C9B0）：1C00（    |6E00|    ）
（0x00085CEC）（0x00085148）（0x0004C9C0）：1C00（    |0401|    ）
（0x00085CFC）（0x00085158）（0x0004C9D0）：1C00（    |9001|    ）
（0x00085D0C）（0x00085168）（0x0004C9E0）：1C00（    |BC02|    ）
（0x000866B4）（0x00085B10）（0x0004D388）：1C00（0100|FA00|    ）
（0x0008713C）（0x00086598）（0x0004DE10）：1C00（    |3200|    ）
（0x0008BB6C）（0x0008AFC8）（0x00052840）：1C00（    |0F27|    ）
（0x0008BC8C）（0x0008B0E8）（0x00052960）：1C00（    |0F27|    ）
