（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003F6F4）（0x0003EB50）（0x000063C8）：1600（C40D|0100|    ）
（0x0003F744）（0x0003EBA0）（0x00006418）：1600（C40D|    |    ）
（0x0003F7A4）（0x0003EC00）（0x00006478）：1600（C40D|0100|    ）
（0x0003F8EC）（0x0003ED48）（0x000065C0）：1600（C80D|0200|    ）
（0x0003F974）（0x0003EDD0）（0x00006648）：1600（CC0D|    |    ）
（0x0003F9A4）（0x0003EE00）（0x00006678）：1600（CC0D|    |0100）
（0x0003F9CC）（0x0003EE28）（0x000066A0）：1600（CC0D|    |0200）
（0x0003F9E4）（0x0003EE40）（0x000066B8）：1600（CF0D|    |0200）
（0x0003F9F4）（0x0003EE50）（0x000066C8）：1600（CF0D|    |0300）
（0x0003FA2C）（0x0003EE88）（0x00006700）：1600（D00D|    |0200）
（0x0003FAB4）（0x0003EF10）（0x00006788）：1600（D20D|0200|    ）
（0x0003FB24）（0x0003EF80）（0x000067F8）：1600（D20D|0200|    ）
（0x0003FB74）（0x0003EFD0）（0x00006848）：1600（D20D|0200|    ）
（0x0003FB9C）（0x0003EFF8）（0x00006870）：1600（D10D|    |    ）
（0x0003FC0C）（0x0003F068）（0x000068E0）：1600（D10D|0200|    ）
（0x0003FC14）（0x0003F070）（0x000068E8）：1600（D20D|0300|    ）
（0x0003FC24）（0x0003F080）（0x000068F8）：1600（D20D|    |    ）
（0x000411CC）（0x00040628）（0x00007EA0）：1600（8B13|    |    ）
（0x000411DC）（0x00040638）（0x00007EB0）：1600（8A13|    |    ）
（0x000411EC）（0x00040648）（0x00007EC0）：1600（8C13|    |    ）
（0x000416DC）（0x00040B38）（0x000083B0）：1600（C913|    |0100）
（0x0004170C）（0x00040B68）（0x000083E0）：1600（C913|    |    ）
（0x000417A4）（0x00040C00）（0x00008478）：1600（BE13|0300|    ）
（0x000417B4）（0x00040C10）（0x00008488）：1600（BE13|0200|    ）
（0x00041974）（0x00040DD0）（0x00008648）：1600（BE13|0300|    ）
（0x000419D4）（0x00040E30）（0x000086A8）：1600（BE13|0200|    ）
（0x00042634）（0x00041A90）（0x00009308）：1600（FFFF|0200|    ）
（0x00042674）（0x00041AD0）（0x00009348）：1600（FFFF|0100|    ）
（0x0004269C）（0x00041AF8）（0x00009370）：1600（FFFF|0300|    ）
（0x00042C34）（0x00042090）（0x00009908）：1600（1B00|0300|    ）
（0x00042CBC）（0x00042118）（0x00009990）：1600（1B00|    |    ）
（0x00042D84）（0x000421E0）（0x00009A58）：1600（1100|    |0100）
（0x00042F64）（0x000423C0）（0x00009C38）：1600（1400|    |    ）
（0x0004396C）（0x00042DC8）（0x0000A640）：1600（5400|0200|    ）
（0x00043E7C）（0x000432D8）（0x0000AB50）：1600（2500|    |    ）
（0x00043E8C）（0x000432E8）（0x0000AB60）：1600（2500|0100|    ）
（0x00043EAC）（0x00043308）（0x0000AB80）：1600（7C00|0300|    ）
（0x000441F4）（0x00043650）（0x0000AEC8）：1600（5300|    |0400）
（0x0004422C）（0x00043688）（0x0000AF00）：1600（5300|    |0400）
（0x0004428C）（0x000436E8）（0x0000AF60）：1600（5300|    |0400）
（0x000442CC）（0x00043728）（0x0000AFA0）：1600（5300|    |0400）
（0x00044334）（0x00043790）（0x0000B008）：1600（5300|    |0400）
（0x000454A4）（0x00044900）（0x0000C178）：1600（4700|    |    ）
（0x000454AC）（0x00044908）（0x0000C180）：1600（4800|    |    ）
（0x00045F54）（0x000453B0）（0x0000CC28）：1600（B100|0200|    ）
（0x00045F9C）（0x000453F8）（0x0000CC70）：1600（B300|0100|    ）
（0x00045FAC）（0x00045408）（0x0000CC80）：1600（B100|0300|    ）
（0x00045FEC）（0x00045448）（0x0000CCC0）：1600（B100|    |    ）
（0x0004600C）（0x00045468）（0x0000CCE0）：1600（B100|0100|    ）
（0x0004721C）（0x00046678）（0x0000DEF0）：1600（4500|0100|    ）
（0x0004725C）（0x000466B8）（0x0000DF30）：1600（3C00|0300|    ）
（0x0004727C）（0x000466D8）（0x0000DF50）：1600（3900|0200|    ）
（0x00047334）（0x00046790）（0x0000E008）：1600（3A00|    |0100）
（0x0004734C）（0x000467A8）（0x0000E020）：1600（3B00|    |0100）
（0x0004735C）（0x000467B8）（0x0000E030）：1600（3D00|    |    ）
（0x00047364）（0x000467C0）（0x0000E038）：1600（3E00|    |    ）
（0x0004736C）（0x000467C8）（0x0000E040）：1600（3B00|    |0200）
（0x00047414）（0x00046870）（0x0000E0E8）：1600（3A00|    |0200）
（0x0004748C）（0x000468E8）（0x0000E160）：1600（3900|0100|    ）
（0x000474F4）（0x00046950）（0x0000E1C8）：1600（3900|0300|    ）
（0x0004788C）（0x00046CE8）（0x0000E560）：1600（4500|    |    ）
（0x00047ACC）（0x00046F28）（0x0000E7A0）：1600（3900|0300|    ）
（0x00048E54）（0x000482B0）（0x0000FB28）：1600（0C00|    |0100）
（0x00048E6C）（0x000482C8）（0x0000FB40）：1600（0C00|    |0200）
（0x00048E8C）（0x000482E8）（0x0000FB60）：1600（0C00|    |0300）
（0x00048EAC）（0x00048308）（0x0000FB80）：1600（0C00|    |    ）
