（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00041C7C）（0x000410D8）（0x00008950）：A400（4400|    |0F00）
（0x00041D24）（0x00041180）（0x000089F8）：A400（4200|FFFF|0700）
（0x00041D5C）（0x000411B8）（0x00008A30）：A400（3000|    |1000）
（0x00041D64）（0x000411C0）（0x00008A38）：A400（2F00|    |1000）
（0x00041D6C）（0x000411C8）（0x00008A40）：A400（2E00|    |1000）
（0x00041D74）（0x000411D0）（0x00008A48）：A400（2D00|    |1000）
（0x00041D7C）（0x000411D8）（0x00008A50）：A400（2C00|    |1000）
（0x00041D84）（0x000411E0）（0x00008A58）：A400（2B00|    |1000）
（0x00041D8C）（0x000411E8）（0x00008A60）：A400（2A00|    |1000）
（0x00041D94）（0x000411F0）（0x00008A68）：A400（2900|    |1000）
（0x00041D9C）（0x000411F8）（0x00008A70）：A400（2800|    |1000）
