（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003BA04）（0x0003AE60）（0x000026D8）：6500（    |0200|    ）
（0x0003C5B4）（0x0003BA10）（0x00003288）：6500（0200|0700|    ）
（0x0003D6E4）（0x0003CB40）（0x000043B8）：6500（    |E800|FFFF）
（0x0003F5B4）（0x0003EA10）（0x00006288）：6500（    |E800|    ）
（0x0004108C）（0x000404E8）（0x00007D60）：6500（    |E800|    ）
（0x000412CC）（0x00040728）（0x00007FA0）：6500（    |7602|    ）
（0x00041384）（0x000407E0）（0x00008058）：6500（    |7702|FFFF）
（0x0004141C）（0x00040878）（0x000080F0）：6500（    |7802|FFFF）
（0x0004154C）（0x000409A8）（0x00008220）：6500（    |C100|    ）
（0x000415B4）（0x00040A10）（0x00008288）：6500（    |0200|FFFF）
（0x000416C4）（0x00040B20）（0x00008398）：6500（    |E800|    ）
（0x0004171C）（0x00040B78）（0x000083F0）：6500（    |0200|    ）
（0x0004208C）（0x000414E8）（0x00008D60）：6500（    |C100|FFFF）
（0x0004212C）（0x00041588）（0x00008E00）：6500（    |0200|FFFF）
（0x00042154）（0x000415B0）（0x00008E28）：6500（    |C100|FFFF）
（0x000422D4）（0x00041730）（0x00008FA8）：6500（    |0200|FFFF）
（0x00042DCC）（0x00042228）（0x00009AA0）：6500（    |0200|FFFF）
（0x00042F94）（0x000423F0）（0x00009C68）：6500（    |D000|FFFF）
（0x000452FC）（0x00044758）（0x0000BFD0）：6500（    |C100|FFFF）
（0x000453CC）（0x00044828）（0x0000C0A0）：6500（    |0200|FFFF）
（0x000454BC）（0x00044918）（0x0000C190）：6500（    |C100|FFFF）
（0x0004557C）（0x000449D8）（0x0000C250）：6500（    |0200|FFFF）
（0x0004633C）（0x00045798）（0x0000D010）：6500（    |C100|FFFF）
（0x0004644C）（0x000458A8）（0x0000D120）：6500（    |0200|FFFF）
（0x00047824）（0x00046C80）（0x0000E4F8）：6500（    |C100|FFFF）
（0x00047854）（0x00046CB0）（0x0000E528）：6500（    |0200|FFFF）
（0x00048A54）（0x00047EB0）（0x0000F728）：6500（    |E800|    ）
（0x00048A9C）（0x00047EF8）（0x0000F770）：6500（    |0200|    ）
（0x00048BC4）（0x00048020）（0x0000F898）：6500（    |C100|    ）
（0x00048C6C）（0x000480C8）（0x0000F940）：6500（    |0200|FFFF）
（0x00048DEC）（0x00048248）（0x0000FAC0）：6500（    |7302|FFFF）
（0x00048F0C）（0x00048368）（0x0000FBE0）：6500（    |0200|FFFF）
（0x00048FD4）（0x00048430）（0x0000FCA8）：6500（    |C100|FFFF）
（0x00049074）（0x000484D0）（0x0000FD48）：6500（    |0200|FFFF）
（0x0004913C）（0x00048598）（0x0000FE10）：6500（    |C100|FFFF）
（0x0004918C）（0x000485E8）（0x0000FE60）：6500（    |0200|FFFF）
（0x0004A974）（0x00049DD0）（0x00011648）：6500（    |C100|FFFF）
（0x0004ABDC）（0x0004A038）（0x000118B0）：6500（    |0200|FFFF）
（0x0004AD44）（0x0004A1A0）（0x00011A18）：6500（    |E800|FFFF）
（0x0004B10C）（0x0004A568）（0x00011DE0）：6500（    |0200|FFFF）
（0x0004C0CC）（0x0004B528）（0x00012DA0）：6500（    |6901|FFFF）
（0x0004C3A4）（0x0004B800）（0x00013078）：6500（    |0200|FFFF）
（0x0004C74C）（0x0004BBA8）（0x00013420）：6500（    |C100|FFFF）
（0x0004C82C）（0x0004BC88）（0x00013500）：6500（    |0200|FFFF）
（0x0004C88C）（0x0004BCE8）（0x00013560）：6500（    |C100|FFFF）
（0x0004CAB4）（0x0004BF10）（0x00013788）：6500（    |0200|FFFF）
（0x0004D7FC）（0x0004CC58）（0x000144D0）：6500（    |E400|FFFF）
（0x0004DDC4）（0x0004D220）（0x00014A98）：6500（    |0200|    ）
（0x0004F104）（0x0004E560）（0x00015DD8）：6500（    |EC00|    ）
（0x0004F224）（0x0004E680）（0x00015EF8）：6500（    |0200|FFFF）
（0x0005108C）（0x000504E8）（0x00017D60）：6500（    |F200|FFFF）
（0x000513A4）（0x00050800）（0x00018078）：6500（    |0200|FFFF）
（0x000530A4）（0x00052500）（0x00019D78）：6500（0200|F500|    ）
（0x000534E4）（0x00052940）（0x0001A1B8）：6500（    |E800|FFFF）
（0x00053614）（0x00052A70）（0x0001A2E8）：6500（    |0200|FFFF）
（0x00053EB4）（0x00053310）（0x0001AB88）：6500（0200|0700|    ）
（0x000553E4）（0x00054840）（0x0001C0B8）：6500（    |0301|    ）
（0x0005563C）（0x00054A98）（0x0001C310）：6500（    |0200|FFFF）
