（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00041C04）（0x00041060）（0x000088D8）：3500（5A00|0100|    ）
（0x00058FD4）（0x00058430）（0x0001FCA8）：3500（    |    |    ）
（0x00059934）（0x00058D90）（0x00020608）：3500（5A00|    |    ）
（0x0005A0EC）（0x00059548）（0x00020DC0）：3500（4800|    |    ）
（0x000628E4）（0x00061D40）（0x000295B8）：3500（1E00|    |    ）
（0x00062F64）（0x000623C0）（0x00029C38）：3500（    |    |    ）
（0x00070DBC）（0x00070218）（0x00037A90）：3500（0A00|    |    ）
（0x00072464）（0x000718C0）（0x00039138）：3500（6300|0100|    ）
（0x00072494）（0x000718F0）（0x00039168）：3500（6300|0200|    ）
（0x000724CC）（0x00071928）（0x000391A0）：3500（6300|0300|    ）
（0x000726CC）（0x00071B28）（0x000393A0）：3500（E703|0400|    ）
（0x00072704）（0x00071B60）（0x000393D8）：3500（E703|0100|    ）
（0x0007273C）（0x00071B98）（0x00039410）：3500（    |    |    ）
（0x00072A04）（0x00071E60）（0x000396D8）：3500（    |    |    ）
（0x00072AF4）（0x00071F50）（0x000397C8）：3500（6300|    |    ）
（0x00072B0C）（0x00071F68）（0x000397E0）：3500（    |    |    ）
（0x0008498C）（0x00083DE8）（0x0004B660）：3500（6300|0100|    ）
（0x000849F4）（0x00083E50）（0x0004B6C8）：3500（6300|0200|    ）
（0x00084A1C）（0x00083E78）（0x0004B6F0）：3500（6300|0500|    ）
（0x00084A44）（0x00083EA0）（0x0004B718）：3500（1C00|0400|    ）
（0x0008B784）（0x0008ABE0）（0x00052458）：3500（1800|    |    ）
（0x0008B794）（0x0008ABF0）（0x00052468）：3500（1400|    |    ）
（0x0008B7A4）（0x0008AC00）（0x00052478）：3500（0E00|    |    ）
