（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B69C）（0x0003AAF8）（0x00002370）：1B00（    |CEFF|    ）
（0x0003BD5C）（0x0003B1B8）（0x00002A30）：1B00（    |CEFF|    ）
（0x0003BEAC）（0x0003B308）（0x00002B80）：1B00（    |CEFF|    ）
（0x00070E1C）（0x00070278）（0x00037AF0）：1B00（0100|E703|    ）
（0x00085C44）（0x000850A0）（0x0004C918）：1B00（    |F7FF|    ）
（0x00085C6C）（0x000850C8）（0x0004C940）：1B00（    |3200|    ）
（0x00085C7C）（0x000850D8）（0x0004C950）：1B00（    |6400|    ）
（0x00085C8C）（0x000850E8）（0x0004C960）：1B00（    |C800|    ）
（0x00085C9C）（0x000850F8）（0x0004C970）：1B00（    |C201|    ）
（0x00085CAC）（0x00085108）（0x0004C980）：1B00（    |E803|    ）
（0x0008619C）（0x000855F8）（0x0004CE70）：1B00（    |1900|    ）
（0x00086224）（0x00085680）（0x0004CEF8）：1B00（    |FFFF|    ）
（0x0008625C）（0x000856B8）（0x0004CF30）：1B00（    |FFFF|    ）
（0x00086294）（0x000856F0）（0x0004CF68）：1B00（    |FFFF|    ）
（0x000862CC）（0x00085728）（0x0004CFA0）：1B00（    |FFFF|    ）
（0x00086304）（0x00085760）（0x0004CFD8）：1B00（    |FCFF|    ）
（0x0008633C）（0x00085798）（0x0004D010）：1B00（    |FEFF|    ）
（0x0008660C）（0x00085A68）（0x0004D2E0）：1B00（    |E703|    ）
（0x00086644）（0x00085AA0）（0x0004D318）：1B00（    |FFFF|    ）
（0x000866C4）（0x00085B20）（0x0004D398）：1B00（    |E803|    ）
（0x00086744）（0x00085BA0）（0x0004D418）：1B00（    |5500|    ）
（0x000867A4）（0x00085C00）（0x0004D478）：1B00（0100|2C01|    ）
（0x000867CC）（0x00085C28）（0x0004D4A0）：1B00（    |E2FF|    ）
（0x0008714C）（0x000865A8）（0x0004DE20）：1B00（    |3200|    ）
（0x0008715C）（0x000865B8）（0x0004DE30）：1B00（    |F9FF|    ）
（0x0008717C）（0x000865D8）（0x0004DE50）：1B00（    |F4FF|    ）
（0x0008719C）（0x000865F8）（0x0004DE70）：1B00（    |ECFF|    ）
（0x000871BC）（0x00086618）（0x0004DE90）：1B00（    |E0FF|    ）
（0x000871EC）（0x00086648）（0x0004DEC0）：1B00（    |FFFF|    ）
（0x000871FC）（0x00086658）（0x0004DED0）：1B00（    |FEFF|    ）
（0x0008720C）（0x00086668）（0x0004DEE0）：1B00（    |FDFF|    ）
（0x0008721C）（0x00086678）（0x0004DEF0）：1B00（    |38FF|    ）
（0x00087274）（0x000866D0）（0x0004DF48）：1B00（    |CEFF|    ）
（0x00087284）（0x000866E0）（0x0004DF58）：1B00（    |CEFF|    ）
（0x00087294）（0x000866F0）（0x0004DF68）：1B00（    |CEFF|    ）
（0x000872A4）（0x00086700）（0x0004DF78）：1B00（    |CEFF|    ）
（0x000872B4）（0x00086710）（0x0004DF88）：1B00（    |0CFE|    ）
（0x0008B4AC）（0x0008A908）（0x00052180）：1B00（    |4B00|    ）
（0x0008B4BC）（0x0008A918）（0x00052190）：1B00（    |DC00|    ）
（0x0008B4CC）（0x0008A928）（0x000521A0）：1B00（    |F401|    ）
（0x0008B4DC）（0x0008A938）（0x000521B0）：1B00（    |9600|    ）
（0x0008BB34）（0x0008AF90）（0x00052808）：1B00（    |0F27|    ）
（0x0008BC54）（0x0008B0B0）（0x00052928）：1B00（    |0F27|    ）
