（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003BA4C）（0x0003AEA8）（0x00002720）：3D00（0B00|    |    ）
（0x0003BABC）（0x0003AF18）（0x00002790）：3D00（0100|    |    ）
（0x0003BAEC）（0x0003AF48）（0x000027C0）：3D00（0200|    |    ）
（0x0003BB44）（0x0003AFA0）（0x00002818）：3D00（0100|    |    ）
（0x0003BB74）（0x0003AFD0）（0x00002848）：3D00（0100|    |    ）
（0x0003BBA4）（0x0003B000）（0x00002878）：3D00（0100|    |    ）
（0x0003BC2C）（0x0003B088）（0x00002900）：3D00（0200|    |    ）
（0x0003C83C）（0x0003BC98）（0x00003510）：3D00（0100|    |    ）
（0x0003CEDC）（0x0003C338）（0x00003BB0）：3D00（0100|    |    ）
（0x0003CF1C）（0x0003C378）（0x00003BF0）：3D00（0100|    |    ）
（0x0003CF5C）（0x0003C3B8）（0x00003C30）：3D00（1D00|    |    ）
（0x0003D714）（0x0003CB70）（0x000043E8）：3D00（4900|    |    ）
（0x0003F5DC）（0x0003EA38）（0x000062B0）：3D00（0A00|    |    ）
（0x0003F704）（0x0003EB60）（0x000063D8）：3D00（1500|    |    ）
（0x0003F754）（0x0003EBB0）（0x00006428）：3D00（1600|    |    ）
（0x0003F7B4）（0x0003EC10）（0x00006488）：3D00（1500|    |    ）
（0x0003F7EC）（0x0003EC48）（0x000064C0）：3D00（1500|    |    ）
（0x0003F8FC）（0x0003ED58）（0x000065D0）：3D00（    |    |    ）
（0x0003F984）（0x0003EDE0）（0x00006658）：3D00（    |    |    ）
（0x0003FAC4）（0x0003EF20）（0x00006798）：3D00（1500|    |    ）
（0x0003FB34）（0x0003EF90）（0x00006808）：3D00（1500|    |    ）
（0x0003FC7C）（0x0003F0D8）（0x00006950）：3D00（1500|    |    ）
（0x000405EC）（0x0003FA48）（0x000072C0）：3D00（5800|    |    ）
（0x00040FE4）（0x00040440）（0x00007CB8）：3D00（4600|    |    ）
（0x00041044）（0x000404A0）（0x00007D18）：3D00（4600|    |    ）
（0x000410BC）（0x00040518）（0x00007D90）：3D00（4600|    |    ）
（0x00041154）（0x000405B0）（0x00007E28）：3D00（4600|    |    ）
（0x000411A4）（0x00040600）（0x00007E78）：3D00（5100|    |    ）
（0x0004125C）（0x000406B8）（0x00007F30）：3D00（5100|    |    ）
（0x00041314）（0x00040770）（0x00007FE8）：3D00（0900|    |    ）
（0x00041484）（0x000408E0）（0x00008158）：3D00（    |    |    ）
（0x000414BC）（0x00040918）（0x00008190）：3D00（5100|    |    ）
（0x0004156C）（0x000409C8）（0x00008240）：3D00（0400|    |    ）
（0x000415DC）（0x00040A38）（0x000082B0）：3D00（0500|    |    ）
（0x0004177C）（0x00040BD8）（0x00008450）：3D00（0500|    |    ）
（0x00041834）（0x00040C90）（0x00008508）：3D00（1E00|    |    ）
（0x000418DC）（0x00040D38）（0x000085B0）：3D00（1F00|    |    ）
（0x000419BC）（0x00040E18）（0x00008690）：3D00（0500|    |    ）
（0x00041A44）（0x00040EA0）（0x00008718）：3D00（5800|    |    ）
（0x00041A8C）（0x00040EE8）（0x00008760）：3D00（5800|    |    ）
（0x00041AF4）（0x00040F50）（0x000087C8）：3D00（0900|    |FFFF）
（0x00041B24）（0x00040F80）（0x000087F8）：3D00（5100|    |FFFF）
（0x00041B94）（0x00040FF0）（0x00008868）：3D00（5800|    |FFFF）
（0x00041BDC）（0x00041038）（0x000088B0）：3D00（1D00|    |    ）
（0x00041C2C）（0x00041088）（0x00008900）：3D00（5800|    |    ）
（0x00041FFC）（0x00041458）（0x00008CD0）：3D00（    |    |    ）
（0x0004233C）（0x00041798）（0x00009010）：3D00（0B00|    |    ）
（0x0004235C）（0x000417B8）（0x00009030）：3D00（0900|    |    ）
（0x000423A4）（0x00041800）（0x00009078）：3D00（0600|    |    ）
（0x0004271C）（0x00041B78）（0x000093F0）：3D00（0300|    |    ）
（0x0004276C）（0x00041BC8）（0x00009440）：3D00（0600|    |    ）
（0x000427B4）（0x00041C10）（0x00009488）：3D00（0300|    |    ）
（0x00042814）（0x00041C70）（0x000094E8）：3D00（    |    |    ）
（0x00042BDC）（0x00042038）（0x000098B0）：3D00（    |    |    ）
（0x00042CFC）（0x00042158）（0x000099D0）：3D00（0100|    |    ）
（0x00042D54）（0x000421B0）（0x00009A28）：3D00（0600|    |    ）
（0x00042EF4）（0x00042350）（0x00009BC8）：3D00（    |    |    ）
（0x0004300C）（0x00042468）（0x00009CE0）：3D00（0100|    |    ）
（0x0004305C）（0x000424B8）（0x00009D30）：3D00（0700|    |    ）
（0x000430FC）（0x00042558）（0x00009DD0）：3D00（0800|    |    ）
（0x00043134）（0x00042590）（0x00009E08）：3D00（0100|    |    ）
（0x000431A4）（0x00042600）（0x00009E78）：3D00（0100|    |    ）
（0x00043204）（0x00042660）（0x00009ED8）：3D00（0A00|    |    ）
（0x00043244）（0x000426A0）（0x00009F18）：3D00（0500|    |    ）
（0x00043284）（0x000426E0）（0x00009F58）：3D00（0A00|    |    ）
（0x000432CC）（0x00042728）（0x00009FA0）：3D00（0200|    |    ）
（0x00043304）（0x00042760）（0x00009FD8）：3D00（0900|    |    ）
（0x0004339C）（0x000427F8）（0x0000A070）：3D00（0200|    |    ）
（0x000433F4）（0x00042850）（0x0000A0C8）：3D00（    |    |    ）
（0x000434A4）（0x00042900）（0x0000A178）：3D00（    |    |    ）
（0x000434E4）（0x00042940）（0x0000A1B8）：3D00（0A00|    |    ）
（0x0004355C）（0x000429B8）（0x0000A230）：3D00（    |    |    ）
（0x000435B4）（0x00042A10）（0x0000A288）：3D00（    |    |    ）
（0x0004362C）（0x00042A88）（0x0000A300）：3D00（0100|    |    ）
（0x000437BC）（0x00042C18）（0x0000A490）：3D00（0100|    |    ）
（0x0004380C）（0x00042C68）（0x0000A4E0）：3D00（0600|    |    ）
（0x00043844）（0x00042CA0）（0x0000A518）：3D00（    |    |    ）
（0x000439BC）（0x00042E18）（0x0000A690）：3D00（0200|    |    ）
（0x00043A0C）（0x00042E68）（0x0000A6E0）：3D00（0200|    |    ）
（0x00043B7C）（0x00042FD8）（0x0000A850）：3D00（0A00|    |    ）
（0x00043BCC）（0x00043028）（0x0000A8A0）：3D00（0600|    |    ）
（0x00043C04）（0x00043060）（0x0000A8D8）：3D00（0100|    |    ）
（0x00043C5C）（0x000430B8）（0x0000A930）：3D00（0100|    |    ）
（0x00043C9C）（0x000430F8）（0x0000A970）：3D00（0900|    |    ）
（0x00043D64）（0x000431C0）（0x0000AA38）：3D00（0400|    |    ）
（0x00043DB4）（0x00043210）（0x0000AA88）：3D00（0400|    |    ）
（0x00043E0C）（0x00043268）（0x0000AAE0）：3D00（0200|    |    ）
（0x00043F14）（0x00043370）（0x0000ABE8）：3D00（0500|    |    ）
（0x00043F6C）（0x000433C8）（0x0000AC40）：3D00（0A00|    |    ）
（0x00043FBC）（0x00043418）（0x0000AC90）：3D00（0300|    |    ）
（0x0004402C）（0x00043488）（0x0000AD00）：3D00（0100|    |    ）
（0x0004408C）（0x000434E8）（0x0000AD60）：3D00（0100|    |    ）
（0x000440FC）（0x00043558）（0x0000ADD0）：3D00（0100|    |    ）
（0x00044144）（0x000435A0）（0x0000AE18）：3D00（0900|    |    ）
（0x0004426C）（0x000436C8）（0x0000AF40）：3D00（    |    |    ）
（0x000442FC）（0x00043758）（0x0000AFD0）：3D00（    |    |    ）
（0x00044394）（0x000437F0）（0x0000B068）：3D00（0100|    |    ）
（0x0004440C）（0x00043868）（0x0000B0E0）：3D00（0300|    |    ）
（0x000444BC）（0x00043918）（0x0000B190）：3D00（0600|    |    ）
（0x00044584）（0x000439E0）（0x0000B258）：3D00（0300|    |    ）
（0x00044A5C）（0x00043EB8）（0x0000B730）：3D00（0100|    |    ）
（0x00044B34）（0x00043F90）（0x0000B808）：3D00（0A00|    |    ）
（0x00044D24）（0x00044180）（0x0000B9F8）：3D00（    |    |    ）
（0x00044D74）（0x000441D0）（0x0000BA48）：3D00（    |    |    ）
（0x00044DD4）（0x00044230）（0x0000BAA8）：3D00（0A00|    |    ）
（0x00044E2C）（0x00044288）（0x0000BB00）：3D00（0A00|    |    ）
（0x00044EB4）（0x00044310）（0x0000BB88）：3D00（    |    |    ）
（0x00044F0C）（0x00044368）（0x0000BBE0）：3D00（    |    |    ）
（0x0004521C）（0x00044678）（0x0000BEF0）：3D00（    |    |    ）
（0x0004538C）（0x000447E8）（0x0000C060）：3D00（3700|    |    ）
（0x00045404）（0x00044860）（0x0000C0D8）：3D00（3700|    |    ）
（0x00045464）（0x000448C0）（0x0000C138）：3D00（3700|    |    ）
（0x000454F4）（0x00044950）（0x0000C1C8）：3D00（0800|    |    ）
（0x00045524）（0x00044980）（0x0000C1F8）：3D00（0300|    |    ）
（0x00045594）（0x000449F0）（0x0000C268）：3D00（0900|    |    ）
（0x0004561C）（0x00044A78）（0x0000C2F0）：3D00（0100|    |    ）
（0x000456A4）（0x00044B00）（0x0000C378）：3D00（3B00|    |    ）
（0x000456DC）（0x00044B38）（0x0000C3B0）：3D00（3B00|    |    ）
（0x0004571C）（0x00044B78）（0x0000C3F0）：3D00（3B00|    |    ）
（0x0004573C）（0x00044B98）（0x0000C410）：3D00（3B00|    |    ）
（0x000457A4）（0x00044C00）（0x0000C478）：3D00（3B00|    |    ）
（0x000457CC）（0x00044C28）（0x0000C4A0）：3D00（3B00|    |    ）
（0x00045934）（0x00044D90）（0x0000C608）：3D00（0300|    |    ）
（0x00045E2C）（0x00045288）（0x0000CB00）：3D00（0A00|    |    ）
（0x00045E64）（0x000452C0）（0x0000CB38）：3D00（0A00|    |    ）
（0x00045EDC）（0x00045338）（0x0000CBB0）：3D00（0200|    |    ）
