（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00040554）（0x0003F9B0）（0x00007228）：4A00（0700|    |    ）
（0x000409DC）（0x0003FE38）（0x000076B0）：4A00（3A00|    |    ）
（0x00040F84）（0x000403E0）（0x00007C58）：4A00（1000|    |    ）
（0x0004129C）（0x000406F8）（0x00007F70）：4A00（3900|    |    ）
（0x0004160C）（0x00040A68）（0x000082E0）：4A00（3700|    |    ）
（0x00041AC4）（0x00040F20）（0x00008798）：4A00（3700|    |    ）
（0x00041DCC）（0x00041228）（0x00008AA0）：4A00（0800|    |    ）
（0x00046CCC）（0x00046128）（0x0000D9A0）：4A00（1500|    |    ）
（0x000471E4）（0x00046640）（0x0000DEB8）：4A00（1500|    |    ）
（0x0004A04C）（0x000494A8）（0x00010D20）：4A00（0600|    |    ）
（0x0004CFB4）（0x0004C410）（0x00013C88）：4A00（0300|    |    ）
（0x0004F05C）（0x0004E4B8）（0x00015D30）：4A00（1500|    |    ）
（0x00051794）（0x00050BF0）（0x00018468）：4A00（1A00|    |    ）
（0x00053174）（0x000525D0）（0x00019E48）：4A00（1500|    |    ）
（0x00054314）（0x00053770）（0x0001AFE8）：4A00（0300|    |    ）
（0x0005457C）（0x000539D8）（0x0001B250）：4A00（1800|    |    ）
（0x0005475C）（0x00053BB8）（0x0001B430）：4A00（1800|    |    ）
（0x00054B1C）（0x00053F78）（0x0001B7F0）：4A00（1800|    |    ）
（0x00056CC4）（0x00056120）（0x0001D998）：4A00（0200|    |    ）
（0x00056F34）（0x00056390）（0x0001DC08）：4A00（3400|    |    ）
（0x000577EC）（0x00056C48）（0x0001E4C0）：4A00（0200|    |    ）
（0x000577FC）（0x00056C58）（0x0001E4D0）：4A00（0800|    |    ）
（0x000583F4）（0x00057850）（0x0001F0C8）：4A00（0F00|    |    ）
（0x000598EC）（0x00058D48）（0x000205C0）：4A00（1200|    |    ）
（0x0005999C）（0x00058DF8）（0x00020670）：4A00（2000|    |    ）
（0x0005A094）（0x000594F0）（0x00020D68）：4A00（1300|    |    ）
（0x0005A0BC）（0x00059518）（0x00020D90）：4A00（2000|    |    ）
（0x0005A384）（0x000597E0）（0x00021058）：4A00（2200|    |    ）
（0x0005A3A4）（0x00059800）（0x00021078）：4A00（1500|    |    ）
（0x0005A3B4）（0x00059810）（0x00021088）：4A00（1400|    |    ）
（0x0005A3D4）（0x00059830）（0x000210A8）：4A00（1D00|    |    ）
（0x0005A3E4）（0x00059840）（0x000210B8）：4A00（3200|    |    ）
（0x0005A83C）（0x00059C98）（0x00021510）：4A00（0600|    |    ）
（0x0005A8F4）（0x00059D50）（0x000215C8）：4A00（1000|    |    ）
（0x0005B0E4）（0x0005A540）（0x00021DB8）：4A00（1000|    |    ）
（0x0005B0F4）（0x0005A550）（0x00021DC8）：4A00（0600|    |    ）
（0x0005B104）（0x0005A560）（0x00021DD8）：4A00（3B00|    |    ）
（0x0005B114）（0x0005A570）（0x00021DE8）：4A00（3B00|    |    ）
（0x0005B124）（0x0005A580）（0x00021DF8）：4A00（0900|    |    ）
（0x0005CB94）（0x0005BFF0）（0x00023868）：4A00（1500|    |    ）
（0x0005CE4C）（0x0005C2A8）（0x00023B20）：4A00（1E00|    |    ）
（0x0005FD64）（0x0005F1C0）（0x00026A38）：4A00（1000|    |    ）
（0x0005FFFC）（0x0005F458）（0x00026CD0）：4A00（0300|    |    ）
（0x0006263C）（0x00061A98）（0x00029310）：4A00（1400|    |    ）
（0x00065F7C）（0x000653D8）（0x0002CC50）：4A00（0700|    |    ）
（0x0006A87C）（0x00069CD8）（0x00031550）：4A00（1C00|    |    ）
（0x0006ABBC）（0x0006A018）（0x00031890）：4A00（0400|    |    ）
（0x0006AC0C）（0x0006A068）（0x000318E0）：4A00（4000|    |    ）
（0x0006B61C）（0x0006AA78）（0x000322F0）：4A00（0500|    |    ）
