（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B894）（0x0003ACF0）（0x00002568）：4200（4B02|    |    ）
（0x0003BD04）（0x0003B160）（0x000029D8）：4200（5B01|    |    ）
（0x0003BD8C）（0x0003B1E8）（0x00002A60）：4200（4202|    |    ）
（0x0003BD94）（0x0003B1F0）（0x00002A68）：4200（4302|    |    ）
（0x0003BFE4）（0x0003B440）（0x00002CB8）：4200（4D02|    |    ）
（0x0003BFEC）（0x0003B448）（0x00002CC0）：4200（4E02|    |    ）
（0x0003C0D4）（0x0003B530）（0x00002DA8）：4200（4702|    |    ）
（0x0003C0DC）（0x0003B538）（0x00002DB0）：4200（4802|    |    ）
（0x0003C2B4）（0x0003B710）（0x00002F88）：4200（4402|    |    ）
（0x0003C2BC）（0x0003B718）（0x00002F90）：4200（4502|    |    ）
（0x00085DAC）（0x00085208）（0x0004CA80）：4200（1800|    |    ）
（0x00085DC4）（0x00085220）（0x0004CA98）：4200（1800|    |    ）
（0x00085DDC）（0x00085238）（0x0004CAB0）：4200（1800|    |    ）
（0x00085DF4）（0x00085250）（0x0004CAC8）：4200（1800|    |    ）
（0x00085E0C）（0x00085268）（0x0004CAE0）：4200（1800|    |    ）
（0x00085E24）（0x00085280）（0x0004CAF8）：4200（5101|    |    ）
（0x00085E3C）（0x00085298）（0x0004CB10）：4200（7D01|    |    ）
（0x00085E54）（0x000852B0）（0x0004CB28）：4200（7501|    |    ）
（0x00085E74）（0x000852D0）（0x0004CB48）：4200（7401|    |    ）
（0x00085E8C）（0x000852E8）（0x0004CB60）：4200（1800|    |    ）
（0x00085EA4）（0x00085300）（0x0004CB78）：4200（1800|    |    ）
（0x000860DC）（0x00085538）（0x0004CDB0）：4200（1800|    |    ）
（0x00086104）（0x00085560）（0x0004CDD8）：4200（1800|    |    ）
（0x00086174）（0x000855D0）（0x0004CE48）：4200（1800|    |    ）
（0x00086234）（0x00085690）（0x0004CF08）：4200（1800|    |    ）
（0x0008626C）（0x000856C8）（0x0004CF40）：4200（1800|    |    ）
（0x000862A4）（0x00085700）（0x0004CF78）：4200（1800|    |    ）
（0x000862DC）（0x00085738）（0x0004CFB0）：4200（1800|    |    ）
（0x00086314）（0x00085770）（0x0004CFE8）：4200（1800|    |    ）
（0x0008634C）（0x000857A8）（0x0004D020）：4200（1800|    |    ）
（0x000864FC）（0x00085958）（0x0004D1D0）：4200（1800|    |    ）
（0x00086524）（0x00085980）（0x0004D1F8）：4200（1800|    |    ）
（0x0008654C）（0x000859A8）（0x0004D220）：4200（1800|    |    ）
（0x00086574）（0x000859D0）（0x0004D248）：4200（1800|    |    ）
（0x0008659C）（0x000859F8）（0x0004D270）：4200（1800|    |    ）
（0x000865C4）（0x00085A20）（0x0004D298）：4200（1800|    |    ）
（0x000865EC）（0x00085A48）（0x0004D2C0）：4200（1800|    |    ）
（0x00086654）（0x00085AB0）（0x0004D328）：4200（1800|    |    ）
（0x00086674）（0x00085AD0）（0x0004D348）：4200（1800|    |    ）
（0x0008668C）（0x00085AE8）（0x0004D360）：4200（1800|    |    ）
（0x000867EC）（0x00085C48）（0x0004D4C0）：4200（5D01|    |    ）
（0x000867FC）（0x00085C58）（0x0004D4D0）：4200（6C01|    |    ）
（0x0008680C）（0x00085C68）（0x0004D4E0）：4200（6D01|    |    ）
（0x0008681C）（0x00085C78）（0x0004D4F0）：4200（6E01|    |    ）
（0x0008682C）（0x00085C88）（0x0004D500）：4200（6F01|    |    ）
（0x0008683C）（0x00085C98）（0x0004D510）：4200（4301|    |    ）
（0x0008684C）（0x00085CA8）（0x0004D520）：4200（4901|    |    ）
（0x0008685C）（0x00085CB8）（0x0004D530）：4200（7001|    |    ）
（0x000868C4）（0x00085D20）（0x0004D598）：4200（6101|    |    ）
（0x0008696C）（0x00085DC8）（0x0004D640）：4200（7601|    |    ）
