（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00086A14）（0x00085E70）（0x0004D6E8）：8100（EE00|0100|DF9A）
（0x00086A24）（0x00085E80）（0x0004D6F8）：8100（EF00|0100|E19A）
（0x00086A34）（0x00085E90）（0x0004D708）：8100（F000|0100|E39A）
（0x00086A44）（0x00085EA0）（0x0004D718）：8100（F100|0100|E59A）
（0x00086A54）（0x00085EB0）（0x0004D728）：8100（F200|0100|E79A）
（0x00086A64）（0x00085EC0）（0x0004D738）：8100（F300|0100|8997）
（0x00086A74）（0x00085ED0）（0x0004D748）：8100（2300|0100|8997）
（0x00086A94）（0x00085EF0）（0x0004D768）：8100（3F00|0100|8997）
（0x00086AAC）（0x00085F08）（0x0004D780）：8100（3F03|0100|8997）
（0x00086AF4）（0x00085F50）（0x0004D7C8）：8100（8903|0100|8997）
（0x00086CAC）（0x00086108）（0x0004D980）：8100（4207|0100|339B）
（0x00086CC4）（0x00086120）（0x0004D998）：8100（6809|0100|8997）
（0x00086CE4）（0x00086140）（0x0004D9B8）：8100（C108|0100|3B9B）
（0x00086D04）（0x00086160）（0x0004D9D8）：8100（C308|0100|3E9B）
（0x00086D84）（0x000861E0）（0x0004DA58）：8100（6507|0100|4E9B）
（0x00086D9C）（0x000861F8）（0x0004DA70）：8100（6207|0100|8997）
（0x00086DBC）（0x00086218）（0x0004DA90）：8100（0003|0100|8997）
（0x00086DFC）（0x00086258）（0x0004DAD0）：8100（9A0D|0100|5E9B）
（0x00086E1C）（0x00086278）（0x0004DAF0）：8100（9B0D|0100|8997）
（0x00086E54）（0x000862B0）（0x0004DB28）：8100（3B13|0100|8997）
（0x00086EBC）（0x00086318）（0x0004DB90）：8100（3D13|    |9D9B）
（0x00086EEC）（0x00086348）（0x0004DBC0）：8100（3F13|    |8997）
（0x00086F1C）（0x00086378）（0x0004DBF0）：8100（4113|    |8997）
（0x00086F4C）（0x000863A8）（0x0004DC20）：8100（3E13|    |8997）
（0x00086F7C）（0x000863D8）（0x0004DC50）：8100（4013|    |FC9A）
（0x0008704C）（0x000864A8）（0x0004DD20）：8100（2012|0200|8997）
