（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003C88C）（0x0003BCE8）（0x00003560）：1D00（    |0F27|    ）
（0x00045C0C）（0x00045068）（0x0000C8E0）：1D00（0100|0F27|0F27）
（0x00046514）（0x00045970）（0x0000D1E8）：1D00（0100|0F27|0F27）
（0x00046E0C）（0x00046268）（0x0000DAE0）：1D00（0100|0F27|0F27）
（0x000484CC）（0x00047928）（0x0000F1A0）：1D00（0100|0F27|0F27）
（0x00048B94）（0x00047FF0）（0x0000F868）：1D00（0100|0F27|0F27）
（0x0004A104）（0x00049560）（0x00010DD8）：1D00（0100|E703|    ）
（0x0004DDE4）（0x0004D240）（0x00014AB8）：1D00（0100|0F27|0F27）
（0x0004F364）（0x0004E7C0）（0x00016038）：1D00（0100|0F27|0F27）
（0x0005C874）（0x0005BCD0）（0x00023548）：1D00（0100|0F27|0F27）
（0x0006308C）（0x000624E8）（0x00029D60）：1D00（0100|0F27|    ）
（0x000652EC）（0x00064748）（0x0002BFC0）：1D00（0100|0F27|0F27）
（0x00065F9C）（0x000653F8）（0x0002CC70）：1D00（0100|0F27|    ）
（0x0006A89C）（0x00069CF8）（0x00031570）：1D00（0100|0F27|    ）
（0x0006DD04）（0x0006D160）（0x000349D8）：1D00（0100|0F27|    ）
（0x00075B3C）（0x00074F98）（0x0003C810）：1D00（0100|0F27|    ）
（0x00085D1C）（0x00085178）（0x0004C9F0）：1D00（    |B801|    ）
（0x00085D2C）（0x00085188）（0x0004CA00）：1D00（    |FA00|    ）
（0x000861B4）（0x00085610）（0x0004CE88）：1D00（    |0F00|    ）
（0x00086724）（0x00085B80）（0x0004D3F8）：1D00（    |1400|    ）
（0x00086734）（0x00085B90）（0x0004D408）：1D00（    |1E00|    ）
（0x00086784）（0x00085BE0）（0x0004D458）：1D00（    |9600|    ）
（0x00086794）（0x00085BF0）（0x0004D468）：1D00（    |1600|    ）
（0x00086884）（0x00085CE0）（0x0004D558）：1D00（    |0A00|    ）
（0x00086894）（0x00085CF0）（0x0004D568）：1D00（    |0F00|    ）
（0x00089EDC）（0x00089338）（0x00050BB0）：1D00（0100|0F27|0F27）
（0x0008BE04）（0x0008B260）（0x00052AD8）：1D00（0100|FA00|FA00）
