（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x00041AE4）（0x00040F40）（0x000087B8）：3600（0900|    |    ）
（0x00041CBC）（0x00041118）（0x00008990）：3600（0B00|    |    ）
（0x00041CEC）（0x00041148）（0x000089C0）：3600（0A00|    |    ）
（0x00046314）（0x00045770）（0x0000CFE8）：3600（0100|    |    ）
（0x0005993C）（0x00058D98）（0x00020610）：3600（    |    |    ）
（0x0006AC6C）（0x0006A0C8）（0x00031940）：3600（0900|    |    ）
（0x0006CFC4）（0x0006C420）（0x00033C98）：3600（0300|    |    ）
（0x000726D4）（0x00071B30）（0x000393A8）：3600（0500|    |    ）
（0x0007270C）（0x00071B68）（0x000393E0）：3600（0200|    |    ）
（0x00072AFC）（0x00071F58）（0x000397D0）：3600（0400|    |    ）
（0x000844AC）（0x00083908）（0x0004B180）：3600（0800|    |    ）
（0x00084714）（0x00083B70）（0x0004B3E8）：3600（0700|    |    ）
