（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003BA2C）（0x0003AE88）（0x00002700）：7A00（2700|4500|    ）
（0x0003BA34）（0x0003AE90）（0x00002708）：7A00（2E00|4C00|    ）
（0x0003BA3C）（0x0003AE98）（0x00002710）：7A00（2F00|4A00|0100）
（0x0003FD14）（0x0003F170）（0x000069E8）：7A00（1000|6200|    ）
（0x0003FD34）（0x0003F190）（0x00006A08）：7A00（0900|5A00|    ）
（0x0003FD5C）（0x0003F1B8）（0x00006A30）：7A00（1400|5E00|    ）
（0x0003FD7C）（0x0003F1D8）（0x00006A50）：7A00（1000|6200|    ）
（0x0003FDA4）（0x0003F200）（0x00006A78）：7A00（1300|6500|    ）
（0x0003FDC4）（0x0003F220）（0x00006A98）：7A00（1000|6200|    ）
（0x0003FDEC）（0x0003F248）（0x00006AC0）：7A00（1100|5B00|    ）
（0x0003FE0C）（0x0003F268）（0x00006AE0）：7A00（1400|5E00|    ）
（0x0003FE34）（0x0003F290）（0x00006B08）：7A00（1800|5700|    ）
（0x0003FE54）（0x0003F2B0）（0x00006B28）：7A00（1600|5600|    ）
（0x0003FE7C）（0x0003F2D8）（0x00006B50）：7A00（1900|6700|    ）
（0x0003FE9C）（0x0003F2F8）（0x00006B70）：7A00（1400|6200|0100）
（0x0003FEC4）（0x0003F320）（0x00006B98）：7A00（1D00|6200|0100）
（0x0003FEE4）（0x0003F340）（0x00006BB8）：7A00（1900|6700|    ）
（0x0003FF0C）（0x0003F368）（0x00006BE0）：7A00（1A00|5D00|    ）
（0x0003FF2C）（0x0003F388）（0x00006C00）：7A00（1E00|6100|0100）
（0x0003FF54）（0x0003F3B0）（0x00006C28）：7A00（2300|5D00|    ）
（0x0003FF74）（0x0003F3D0）（0x00006C48）：7A00（1E00|6100|0100）
（0x0003FF9C）（0x0003F3F8）（0x00006C70）：7A00（2B00|5700|    ）
（0x0003FFBC）（0x0003F418）（0x00006C90）：7A00（2500|5C00|0100）
（0x0003FFE4）（0x0003F440）（0x00006CB8）：7A00（1800|5B00|0100）
（0x00040004）（0x0003F460）（0x00006CD8）：7A00（1500|5F00|    ）
（0x0004002C）（0x0003F488）（0x00006D00）：7A00（1D00|5700|    ）
（0x0004004C）（0x0003F4A8）（0x00006D20）：7A00（1900|5A00|0100）
（0x00040084）（0x0003F4E0）（0x00006D58）：7A00（1D00|5700|    ）
（0x000400DC）（0x0003F538）（0x00006DB0）：7A00（1D00|5700|    ）
（0x000400FC）（0x0003F558）（0x00006DD0）：7A00（2500|4F00|    ）
（0x0004011C）（0x0003F578）（0x00006DF0）：7A00（1D00|5700|    ）
（0x00040144）（0x0003F5A0）（0x00006E18）：7A00（2100|4B00|    ）
（0x00040164）（0x0003F5C0）（0x00006E38）：7A00（2500|4F00|    ）
（0x0004018C）（0x0003F5E8）（0x00006E60）：7A00（2100|4F00|0100）
（0x000401AC）（0x0003F608）（0x00006E80）：7A00（1F00|4D00|    ）
（0x000401D4）（0x0003F630）（0x00006EA8）：7A00（1E00|5200|0100）
（0x000401F4）（0x0003F650）（0x00006EC8）：7A00（2100|4F00|0100）
（0x0004021C）（0x0003F678）（0x00006EF0）：7A00（1B00|5100|    ）
（0x0004023C）（0x0003F698）（0x00006F10）：7A00（1D00|5300|0100）
（0x00040264）（0x0003F6C0）（0x00006F38）：7A00（1800|6200|    ）
（0x00040284）（0x0003F6E0）（0x00006F58）：7A00（1500|5F00|    ）
（0x000402AC）（0x0003F708）（0x00006F80）：7A00（1E00|5B00|0100）
（0x000402CC）（0x0003F728）（0x00006FA0）：7A00（1800|6200|    ）
（0x000402F4）（0x0003F750）（0x00006FC8）：7A00（2400|5600|0100）
（0x00040314）（0x0003F770）（0x00006FE8）：7A00（2000|5A00|    ）
（0x0004033C）（0x0003F798）（0x00007010）：7A00（1D00|4F00|    ）
（0x0004035C）（0x0003F7B8）（0x00007030）：7A00（2400|5600|0100）
（0x00040384）（0x0003F7E0）（0x00007058）：7A00（2900|5300|    ）
（0x000403A4）（0x0003F800）（0x00007078）：7A00（2500|5700|    ）
（0x000403EC）（0x0003F848）（0x000070C0）：7A00（2900|5200|0100）
（0x00040414）（0x0003F870）（0x000070E8）：7A00（2200|4900|0100）
（0x00040434）（0x0003F890）（0x00007108）：7A00（2900|5200|0100）
（0x000416A4）（0x00040B00）（0x00008378）：7A00（2000|2B00|0100）
（0x000472FC）（0x00046758）（0x0000DFD0）：7A00（2300|6900|    ）
（0x000474CC）（0x00046928）（0x0000E1A0）：7A00（2200|6800|    ）
（0x00047B04）（0x00046F60）（0x0000E7D8）：7A00（3100|5F00|0100）
（0x00047B0C）（0x00046F68）（0x0000E7E0）：7A00（2F00|5D00|0100）
（0x00049BB4）（0x00049010）（0x00010888）：7A00（1A00|3400|0100）
（0x00049BCC）（0x00049028）（0x000108A0）：7A00（1E00|3800|    ）
（0x00049BF4）（0x00049050）（0x000108C8）：7A00（1500|2100|0100）
（0x00049C14）（0x00049070）（0x000108E8）：7A00（1A00|3400|0100）
（0x00049C3C）（0x00049098）（0x00010910）：7A00（3100|3300|    ）
（0x00049C5C）（0x000490B8）（0x00010930）：7A00（2100|3B00|0100）
（0x00049C7C）（0x000490D8）（0x00010950）：7A00（2800|2900|    ）
（0x00049C94）（0x000490F0）（0x00010968）：7A00（3000|3100|0100）
（0x00049CB4）（0x00049110）（0x00010988）：7A00（3800|2C00|0100）
（0x00049CCC）（0x00049128）（0x000109A0）：7A00（3200|3200|0100）
（0x00049CEC）（0x00049148）（0x000109C0）：7A00（2700|3200|0100）
（0x00049D04）（0x00049160）（0x000109D8）：7A00（2200|3700|0100）
（0x00049D2C）（0x00049188）（0x00010A00）：7A00（1000|2D00|0100）
（0x00049D4C）（0x000491A8）（0x00010A20）：7A00（1500|2100|0100）
（0x00049D7C）（0x000491D8）（0x00010A50）：7A00（2E00|4800|    ）
（0x00049DA4）（0x00049200）（0x00010A78）：7A00（2800|3300|    ）
（0x00049DC4）（0x00049220）（0x00010A98）：7A00（2000|4E00|0100）
（0x00049DDC）（0x00049238）（0x00010AB0）：7A00（2D00|4100|0100）
（0x00049DFC）（0x00049258）（0x00010AD0）：7A00（2600|3800|    ）
（0x00049E14）（0x00049270）（0x00010AE8）：7A00（2D00|3F00|    ）
（0x00049E34）（0x00049290）（0x00010B08）：7A00（2200|3400|    ）
（0x00049E4C）（0x000492A8）（0x00010B20）：7A00（2500|3700|0100）
（0x00049E74）（0x000492D0）（0x00010B48）：7A00（1C00|1900|0100）
（0x00049E94）（0x000492F0）（0x00010B68）：7A00（2600|3700|0100）
（0x00049EBC）（0x00049318）（0x00010B90）：7A00（2900|2300|0100）
（0x00049EDC）（0x00049338）（0x00010BB0）：7A00（2600|3100|    ）
（0x00049EFC）（0x00049358）（0x00010BD0）：7A00（2C00|2000|0100）
（0x00049F14）（0x00049370）（0x00010BE8）：7A00（2900|2300|0100）
（0x00049F3C）（0x00049398）（0x00010C10）：7A00（1100|2200|    ）
（0x00049F5C）（0x000493B8）（0x00010C30）：7A00（2200|2D00|0100）
（0x00049F7C）（0x000493D8）（0x00010C50）：7A00（1A00|1C00|    ）
（0x00049F94）（0x000493F0）（0x00010C68）：7A00（2400|2600|    ）
（0x00049FE4）（0x00049440）（0x00010CB8）：7A00（2800|2300|0100）
（0x00049FFC）（0x00049458）（0x00010CD0）：7A00（2200|1D00|    ）
（0x0004C664）（0x0004BAC0）（0x00013338）：7A00（2300|5400|0100）
（0x0004C6A4）（0x0004BB00）（0x00013378）：7A00（2200|5600|    ）
（0x0004C6AC）（0x0004BB08）（0x00013380）：7A00（2100|5500|    ）
（0x00057C9C）（0x000570F8）（0x0001E970）：7A00（2D00|3400|0100）
（0x00057CAC）（0x00057108）（0x0001E980）：7A00（2D00|3400|    ）
（0x0005C7BC）（0x0005BC18）（0x00023490）：7A00（0E00|1900|0100）
（0x0005C7C4）（0x0005BC20）（0x00023498）：7A00（1100|1C00|0100）
（0x0005C7D4）（0x0005BC30）（0x000234A8）：7A00（1000|1D00|0100）
（0x0005DB2C）（0x0005CF88）（0x00024800）：7A00（0C00|0C00|0100）
（0x000602A4）（0x0005F700）（0x00026F78）：7A00（2700|3800|    ）
（0x00061284）（0x000606E0）（0x00027F58）：7A00（2200|4500|    ）
（0x0006129C）（0x000606F8）（0x00027F70）：7A00（2500|4100|0100）
（0x000612A4）（0x00060700）（0x00027F78）：7A00（2400|4000|    ）
（0x0006186C）（0x00060CC8）（0x00028540）：7A00（1700|2500|0100）
（0x000657BC）（0x00064C18）（0x0002C490）：7A00（2100|2700|0100）
（0x000657C4）（0x00064C20）（0x0002C498）：7A00（2300|2600|    ）
（0x00066CAC）（0x00066108）（0x0002D980）：7A00（1500|2400|0100）
（0x00066CB4）（0x00066110）（0x0002D988）：7A00（1600|2300|0100）
（0x00066CBC）（0x00066118）（0x0002D990）：7A00（1900|2600|    ）
（0x0006A1BC）（0x00069618）（0x00030E90）：7A00（2200|2000|0100）
（0x0006A1C4）（0x00069620）（0x00030E98）：7A00（2400|2200|    ）
（0x0006A8E4）（0x00069D40）（0x000315B8）：7A00（1600|5B00|    ）
（0x0006AE74）（0x0006A2D0）（0x00031B48）：7A00（2200|5900|    ）
（0x0006B714）（0x0006AB70）（0x000323E8）：7A00（1A00|3800|0100）
（0x0006C02C）（0x0006B488）（0x00032D00）：7A00（2200|5300|    ）
（0x0006CED4）（0x0006C330）（0x00033BA8）：7A00（2900|5200|0100）
（0x0006F514）（0x0006E970）（0x000361E8）：7A00（0D00|2700|0100）
（0x00070AB4）（0x0006FF10）（0x00037788）：7A00（3100|1900|0100）
（0x00072FC4）（0x00072420）（0x00039C98）：7A00（3300|4700|    ）
（0x0007309C）（0x000724F8）（0x00039D70）：7A00（2200|3D00|0100）
（0x000730E4）（0x00072540）（0x00039DB8）：7A00（2000|2400|    ）
（0x000730F4）（0x00072550）（0x00039DC8）：7A00（2000|2500|0100）
（0x00073104）（0x00072560）（0x00039DD8）：7A00（1E00|2300|    ）
（0x0007310C）（0x00072568）（0x00039DE0）：7A00（1D00|2300|0100）
（0x0007311C）（0x00072578）（0x00039DF0）：7A00（2F00|3B00|0100）
（0x0007312C）（0x00072588）（0x00039E00）：7A00（3100|3F00|    ）
（0x0007313C）（0x00072598）（0x00039E10）：7A00（2E00|3C00|0100）
（0x00073144）（0x000725A0）（0x00039E18）：7A00（2E00|3D00|    ）
（0x00073154）（0x000725B0）（0x00039E28）：7A00（1800|5200|0100）
（0x00073174）（0x000725D0）（0x00039E48）：7A00（1A00|4300|    ）
（0x00073184）（0x000725E0）（0x00039E58）：7A00（1800|4100|0100）
（0x000731A4）（0x00072600）（0x00039E78）：7A00（1A00|5400|    ）
（0x000731B4）（0x00072610）（0x00039E88）：7A00（1E00|4400|0100）
（0x000731D4）（0x00072630）（0x00039EA8）：7A00（1D00|3C00|0100）
（0x000731E4）（0x00072640）（0x00039EB8）：7A00（1F00|3B00|    ）
（0x00073214）（0x00072670）（0x00039EE8）：7A00（1800|3A00|    ）
（0x00073234）（0x00072690）（0x00039F08）：7A00（1600|3E00|    ）
（0x00073244）（0x000726A0）（0x00039F18）：7A00（1800|4000|    ）
（0x00073264）（0x000726C0）（0x00039F38）：7A00（1A00|3C00|    ）
（0x00073274）（0x000726D0）（0x00039F48）：7A00（0C00|3500|0100）
（0x00073294）（0x000726F0）（0x00039F68）：7A00（0E00|3100|0100）
（0x000732A4）（0x00072700）（0x00039F78）：7A00（0D00|3300|    ）
（0x000732BC）（0x00072718）（0x00039F90）：7A00（0E00|3700|    ）
（0x000732CC）（0x00072728）（0x00039FA0）：7A00（1800|2700|0100）
（0x000732EC）（0x00072748）（0x00039FC0）：7A00（1A00|2200|    ）
（0x000732FC）（0x00072758）（0x00039FD0）：7A00（1800|2000|0100）
（0x0007331C）（0x00072778）（0x00039FF0）：7A00（1700|2900|    ）
（0x0007333C）（0x00072798）（0x0003A010）：7A00（1D00|2F00|0100）
（0x0007334C）（0x000727A8）（0x0003A020）：7A00（1F00|2E00|    ）
（0x0007336C）（0x000727C8）（0x0003A040）：7A00（2100|2A00|    ）
（0x0007337C）（0x000727D8）（0x0003A050）：7A00（1F00|3200|    ）
（0x0007339C）（0x000727F8）（0x0003A070）：7A00（2000|4100|0100）
（0x000733AC）（0x00072808）（0x0003A080）：7A00（1F00|4000|    ）
（0x000733CC）（0x00072828）（0x0003A0A0）：7A00（2000|3300|0100）
（0x000733DC）（0x00072838）（0x0003A0B0）：7A00（2900|3200|    ）
（0x0007340C）（0x00072868）（0x0003A0E0）：7A00（2400|3F00|    ）
（0x00073414）（0x00072870）（0x0003A0E8）：7A00（2300|3E00|0100）
（0x00073424）（0x00072880）（0x0003A0F8）：7A00（2500|3F00|    ）
（0x00073454）（0x000728B0）（0x0003A128）：7A00（2A00|3300|0100）
（0x00073464）（0x000728C0）（0x0003A138）：7A00（2E00|3600|0100）
（0x0007346C）（0x000728C8）（0x0003A140）：7A00（2F00|3600|    ）
（0x0007348C）（0x000728E8）（0x0003A160）：7A00（2E00|2200|    ）
（0x0007349C）（0x000728F8）（0x0003A170）：7A00（2F00|2000|0100）
（0x000734BC）（0x00072918）（0x0003A190）：7A00（2D00|3500|    ）
（0x000734CC）（0x00072928）（0x0003A1A0）：7A00（2900|2300|    ）
（0x000734EC）（0x00072948）（0x0003A1C0）：7A00（2A00|1B00|0100）
（0x000734FC）（0x00072958）（0x0003A1D0）：7A00（2900|1A00|    ）
（0x0007351C）（0x00072978）（0x0003A1F0）：7A00（2A00|2400|0100）
（0x0007352C）（0x00072988）（0x0003A200）：7A00（2E00|1E00|0100）
（0x00073554）（0x000729B0）（0x0003A228）：7A00（3000|1900|    ）
（0x0007355C）（0x000729B8）（0x0003A230）：7A00（3100|1A00|    ）
（0x0007356C）（0x000729C8）（0x0003A240）：7A00（2F00|1800|0100）
（0x00073594）（0x000729F0）（0x0003A268）：7A00（2D00|1D00|    ）
（0x000735A4）（0x00072A00）（0x0003A278）：7A00（3800|1800|    ）
（0x000735C4）（0x00072A20）（0x0003A298）：7A00（3600|2B00|0100）
（0x000735D4）（0x00072A30）（0x0003A2A8）：7A00（3800|2A00|    ）
（0x000735F4）（0x00072A50）（0x0003A2C8）：7A00（3600|1900|0100）
（0x00073604）（0x00072A60）（0x0003A2D8）：7A00（2F00|2A00|0100）
（0x00073624）（0x00072A80）（0x0003A2F8）：7A00（3100|3700|    ）
（0x00073634）（0x00072A90）（0x0003A308）：7A00（2F00|3500|0100）
（0x00073654）（0x00072AB0）（0x0003A328）：7A00（3100|2C00|    ）
（0x00073664）（0x00072AC0）（0x0003A338）：7A00（3700|3600|0100）
（0x00073684）（0x00072AE0）（0x0003A358）：7A00（3600|3D00|0100）
（0x00073694）（0x00072AF0）（0x0003A368）：7A00（3800|3C00|    ）
（0x000736B4）（0x00072B10）（0x0003A388）：7A00（3500|3400|0100）
（0x000736C4）（0x00072B20）（0x0003A398）：7A00（2800|5100|0100）
（0x000736E4）（0x00072B40）（0x0003A3B8）：7A00（2A00|4B00|0100）
（0x000736F4）（0x00072B50）（0x0003A3C8）：7A00（2800|4900|0100）
（0x00073714）（0x00072B70）（0x0003A3E8）：7A00（2600|4F00|0100）
（0x00073724）（0x00072B80）（0x0003A3F8）：7A00（2F00|4D00|0100）
（0x00073744）（0x00072BA0）（0x0003A418）：7A00（3100|4700|0100）
（0x00073754）（0x00072BB0）（0x0003A428）：7A00（2F00|4900|0100）
（0x00073774）（0x00072BD0）（0x0003A448）：7A00（2E00|4F00|    ）
（0x00073784）（0x00072BE0）（0x0003A458）：7A00（1300|5300|    ）
（0x000737A4）（0x00072C00）（0x0003A478）：7A00（1100|5700|    ）
（0x000737B4）（0x00072C10）（0x0003A488）：7A00（1200|5500|0100）
（0x000737D4）（0x00072C30）（0x0003A4A8）：7A00（1400|5100|0100）
（0x000737E4）（0x00072C40）（0x0003A4B8）：7A00（0C00|5300|0100）
（0x00073804）（0x00072C60）（0x0003A4D8）：7A00（0C00|5100|    ）
（0x0007380C）（0x00072C68）（0x0003A4E0）：7A00（0B00|5200|    ）
（0x0007381C）（0x00072C78）（0x0003A4F0）：7A00（0C00|5100|0100）
（0x0007382C）（0x00072C88）（0x0003A500）：7A00（0E00|5500|    ）
（0x0007383C）（0x00072C98）（0x0003A510）：7A00（0500|5100|    ）
（0x0007385C）（0x00072CB8）（0x0003A530）：7A00（0700|4C00|    ）
（0x0007386C）（0x00072CC8）（0x0003A540）：7A00（0500|4E00|0100）
（0x0007387C）（0x00072CD8）（0x0003A550）：7A00（0600|5200|0100）
（0x0007388C）（0x00072CE8）（0x0003A560）：7A00（1200|4100|0100）
（0x000738AC）（0x00072D08）（0x0003A580）：7A00（1100|4D00|    ）
（0x000738BC）（0x00072D18）（0x0003A590）：7A00（1200|4B00|0100）
（0x000738DC）（0x00072D38）（0x0003A5B0）：7A00（1100|4300|    ）
（0x000738EC）（0x00072D48）（0x0003A5C0）：7A00（0C00|4D00|    ）
（0x00073914）（0x00072D70）（0x0003A5E8）：7A00（0A00|4600|    ）
（0x00073924）（0x00072D80）（0x0003A5F8）：7A00（0B00|4600|0100）
（0x0007394C）（0x00072DA8）（0x0003A620）：7A00（0E00|4F00|    ）
