（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003B98C）（0x0003ADE8）（0x00002660）：8E00（    |    |    ）
（0x0003B9DC）（0x0003AE38）（0x000026B0）：8E00（    |    |    ）
（0x0003D72C）（0x0003CB88）（0x00004400）：8E00（    |    |    ）
（0x0003DEDC）（0x0003D338）（0x00004BB0）：8E00（    |    |    ）
（0x0003FA54）（0x0003EEB0）（0x00006728）：8E00（    |    |    ）
（0x0003FB04）（0x0003EF60）（0x000067D8）：8E00（    |    |    ）
（0x0003FC94）（0x0003F0F0）（0x00006968）：8E00（    |    |    ）
（0x000405A4）（0x0003FA00）（0x00007278）：8E00（    |    |    ）
（0x0004105C）（0x000404B8）（0x00007D30）：8E00（    |    |    ）
（0x00041074）（0x000404D0）（0x00007D48）：8E00（    |    |    ）
（0x000410E4）（0x00040540）（0x00007DB8）：8E00（    |    |    ）
（0x00041104）（0x00040560）（0x00007DD8）：8E00（    |    |    ）
（0x0004127C）（0x000406D8）（0x00007F50）：8E00（    |    |    ）
（0x000417E4）（0x00040C40）（0x000084B8）：8E00（    |    |    ）
（0x00041804）（0x00040C60）（0x000084D8）：8E00（    |    |    ）
（0x0004185C）（0x00040CB8）（0x00008530）：8E00（    |    |    ）
（0x00041914）（0x00040D70）（0x000085E8）：8E00（    |    |    ）
（0x0004192C）（0x00040D88）（0x00008600）：8E00（    |    |    ）
（0x00041954）（0x00040DB0）（0x00008628）：8E00（    |    |    ）
（0x00043AD4）（0x00042F30）（0x0000A7A8）：8E00（    |    |    ）
（0x00044A3C）（0x00043E98）（0x0000B710）：8E00（    |    |    ）
（0x0004744C）（0x000468A8）（0x0000E120）：8E00（    |    |    ）
（0x0004746C）（0x000468C8）（0x0000E140）：8E00（    |    |    ）
（0x0004846C）（0x000478C8）（0x0000F140）：8E00（    |    |    ）
（0x00048DBC）（0x00048218）（0x0000FA90）：8E00（    |    |    ）
（0x00048ED4）（0x00048330）（0x0000FBA8）：8E00（    |    |    ）
（0x00049354）（0x000487B0）（0x00010028）：8E00（    |    |    ）
（0x00049464）（0x000488C0）（0x00010138）：8E00（    |    |    ）
（0x00049604）（0x00048A60）（0x000102D8）：8E00（    |    |    ）
（0x0004963C）（0x00048A98）（0x00010310）：8E00（    |    |    ）
（0x000496AC）（0x00048B08）（0x00010380）：8E00（    |    |    ）
（0x000496CC）（0x00048B28）（0x000103A0）：8E00（    |    |    ）
（0x00049704）（0x00048B60）（0x000103D8）：8E00（    |    |    ）
（0x00049724）（0x00048B80）（0x000103F8）：8E00（    |    |    ）
（0x0004AA5C）（0x00049EB8）（0x00011730）：8E00（    |    |    ）
（0x0004ADC4）（0x0004A220）（0x00011A98）：8E00（    |    |    ）
（0x0004AE04）（0x0004A260）（0x00011AD8）：8E00（    |    |    ）
（0x0004AE44）（0x0004A2A0）（0x00011B18）：8E00（    |    |    ）
（0x0004AE7C）（0x0004A2D8）（0x00011B50）：8E00（    |    |    ）
（0x0004AE94）（0x0004A2F0）（0x00011B68）：8E00（    |    |    ）
（0x0004B014）（0x0004A470）（0x00011CE8）：8E00（    |    |    ）
（0x0004B3BC）（0x0004A818）（0x00012090）：8E00（    |    |    ）
（0x0004B464）（0x0004A8C0）（0x00012138）：8E00（    |    |    ）
（0x0004B484）（0x0004A8E0）（0x00012158）：8E00（    |    |    ）
（0x0004B6C4）（0x0004AB20）（0x00012398）：8E00（    |    |    ）
（0x0004B76C）（0x0004ABC8）（0x00012440）：8E00（    |    |    ）
（0x0004BC84）（0x0004B0E0）（0x00012958）：8E00（    |    |    ）
（0x0004C46C）（0x0004B8C8）（0x00013140）：8E00（    |    |    ）
（0x0004C4D4）（0x0004B930）（0x000131A8）：8E00（    |    |    ）
（0x0004C81C）（0x0004BC78）（0x000134F0）：8E00（    |    |    ）
（0x0004C90C）（0x0004BD68）（0x000135E0）：8E00（    |    |    ）
（0x0004C92C）（0x0004BD88）（0x00013600）：8E00（    |    |    ）
（0x0004DCCC）（0x0004D128）（0x000149A0）：8E00（    |    |    ）
（0x0004E124）（0x0004D580）（0x00014DF8）：8E00（    |    |    ）
（0x0004E144）（0x0004D5A0）（0x00014E18）：8E00（    |    |    ）
（0x0004E9DC）（0x0004DE38）（0x000156B0）：8E00（    |    |    ）
（0x0004EF0C）（0x0004E368）（0x00015BE0）：8E00（    |    |    ）
（0x0004EF7C）（0x0004E3D8）（0x00015C50）：8E00（    |    |    ）
（0x0004F4DC）（0x0004E938）（0x000161B0）：8E00（    |    |    ）
（0x0004F4FC）（0x0004E958）（0x000161D0）：8E00（    |    |    ）
（0x00050324）（0x0004F780）（0x00016FF8）：8E00（    |    |    ）
（0x0005041C）（0x0004F878）（0x000170F0）：8E00（    |    |    ）
（0x00050494）（0x0004F8F0）（0x00017168）：8E00（    |    |    ）
（0x00050514）（0x0004F970）（0x000171E8）：8E00（    |    |    ）
（0x00050B0C）（0x0004FF68）（0x000177E0）：8E00（    |    |    ）
（0x00050E14）（0x00050270）（0x00017AE8）：8E00（    |    |    ）
（0x00050ECC）（0x00050328）（0x00017BA0）：8E00（    |    |    ）
（0x00052C84）（0x000520E0）（0x00019958）：8E00（    |    |    ）
（0x00052C9C）（0x000520F8）（0x00019970）：8E00（    |    |    ）
（0x00053FBC）（0x00053418）（0x0001AC90）：8E00（    |    |    ）
（0x0005445C）（0x000538B8）（0x0001B130）：8E00（    |    |    ）
（0x000546CC）（0x00053B28）（0x0001B3A0）：8E00（    |    |    ）
（0x000546E4）（0x00053B40）（0x0001B3B8）：8E00（    |    |    ）
（0x00054844）（0x00053CA0）（0x0001B518）：8E00（    |    |    ）
（0x00055164）（0x000545C0）（0x0001BE38）：8E00（    |    |    ）
（0x00055974）（0x00054DD0）（0x0001C648）：8E00（    |    |    ）
（0x00055994）（0x00054DF0）（0x0001C668）：8E00（    |    |    ）
（0x00055A8C）（0x00054EE8）（0x0001C760）：8E00（    |    |    ）
（0x0005738C）（0x000567E8）（0x0001E060）：8E00（    |    |    ）
（0x0005747C）（0x000568D8）（0x0001E150）：8E00（    |    |    ）
（0x00057E14）（0x00057270）（0x0001EAE8）：8E00（    |    |    ）
