（修改版地址）（原装版地址）（第４部分地址）指令（参１|参２|参３）
（0x0003F824）（0x0003EC80）（0x000064F8）：1000（2200|2A00|0100）
（0x0003FC54）（0x0003F0B0）（0x00006928）：1000（0E00|6900|0100）
（0x0003FC5C）（0x0003F0B8）（0x00006930）：1000（0D00|6A00|0100）
（0x00041E64）（0x000412C0）（0x00008B38）：1000（2400|1800|    ）
（0x000428DC）（0x00041D38）（0x000095B0）：1000（2600|5300|    ）
（0x000428E4）（0x00041D40）（0x000095B8）：1000（2400|5500|    ）
（0x000428EC）（0x00041D48）（0x000095C0）：1000（2400|5500|0100）
（0x00042914）（0x00041D70）（0x000095E8）：1000（2A00|5E00|0100）
（0x0004291C）（0x00041D78）（0x000095F0）：1000（2300|6500|0100）
（0x0004293C）（0x00041D98）（0x00009610）：1000（1F00|6100|0100）
（0x00042944）（0x00041DA0）（0x00009618）：1000（2200|5F00|    ）
（0x0004294C）（0x00041DA8）（0x00009620）：1000（1F00|5C00|0100）
（0x0004387C）（0x00042CD8）（0x0000A550）：1000（2C00|5E00|0100）
（0x00043884）（0x00042CE0）（0x0000A558）：1000（2900|5B00|    ）
（0x0004388C）（0x00042CE8）（0x0000A560）：1000（2B00|5800|0100）
（0x00043894）（0x00042CF0）（0x0000A568）：1000（2700|5400|0100）
（0x0004389C）（0x00042CF8）（0x0000A570）：1000（2500|5700|    ）
（0x000438A4）（0x00042D00）（0x0000A578）：1000（2400|5600|    ）
（0x000438AC）（0x00042D08）（0x0000A580）：1000（1900|6100|    ）
（0x000438B4）（0x00042D10）（0x0000A588）：1000（1900|6100|0100）
（0x000438BC）（0x00042D18）（0x0000A590）：1000（1B00|5F00|0100）
（0x000438C4）（0x00042D20）（0x0000A598）：1000（2400|6800|    ）
（0x000438DC）（0x00042D38）（0x0000A5B0）：1000（3600|5600|    ）
（0x00043944）（0x00042DA0）（0x0000A618）：1000（3600|6700|0100）
（0x0004394C）（0x00042DA8）（0x0000A620）：1000（3000|6D00|0100）
（0x00044704）（0x00043B60）（0x0000B3D8）：1000（3300|6A00|0100）
（0x0004471C）（0x00043B78）（0x0000B3F0）：1000（3600|6800|    ）
（0x000447FC）（0x00043C58）（0x0000B4D0）：1000（2F00|6D00|0100）
（0x00045864）（0x00044CC0）（0x0000C538）：1000（1E00|6A00|0100）
（0x000476AC）（0x00046B08）（0x0000E380）：1000（2200|6800|    ）
（0x000476B4）（0x00046B10）（0x0000E388）：1000（2100|6700|    ）
（0x00047CA4）（0x00047100）（0x0000E978）：1000（2E00|5C00|0100）
（0x00047CB4）（0x00047110）（0x0000E988）：1000（2F00|5C00|    ）
（0x00047CBC）（0x00047118）（0x0000E990）：1000（3200|5F00|    ）
（0x00047CCC）（0x00047128）（0x0000E9A0）：1000（2B00|5800|    ）
（0x00047CE4）（0x00047140）（0x0000E9B8）：1000（2B00|5800|    ）
（0x0004811C）（0x00047578）（0x0000EDF0）：1000（2100|6800|0100）
（0x0004A444）（0x000498A0）（0x00011118）：1000（2500|0700|    ）
（0x0004CBD4）（0x0004C030）（0x000138A8）：1000（2400|4B00|    ）
（0x0004CC7C）（0x0004C0D8）（0x00013950）：1000（2400|4800|0100）
（0x0004FF5C）（0x0004F3B8）（0x00016C30）：1000（2500|1B00|    ）
（0x0004FFEC）（0x0004F448）（0x00016CC0）：1000（2000|1600|0100）
（0x0005089C）（0x0004FCF8）（0x00017570）：1000（0F00|1B00|    ）
（0x000508A4）（0x0004FD00）（0x00017578）：1000（1100|1D00|0100）
（0x000508AC）（0x0004FD08）（0x00017580）：1000（1400|1A00|0100）
（0x000508B4）（0x0004FD10）（0x00017588）：1000（1300|1C00|    ）
（0x000508CC）（0x0004FD28）（0x000175A0）：1000（1400|1A00|0100）
（0x000508D4）（0x0004FD30）（0x000175A8）：1000（1200|1800|    ）
（0x000508DC）（0x0004FD38）（0x000175B0）：1000（0D00|1D00|    ）
（0x000508E4）（0x0004FD40）（0x000175B8）：1000（0C00|1C00|0100）
（0x000508EC）（0x0004FD48）（0x000175C0）：1000（0B00|1E00|    ）
（0x00050904）（0x0004FD60）（0x000175D8）：1000（1200|1C00|0100）
（0x0005090C）（0x0004FD68）（0x000175E0）：1000（1400|1A00|0100）
（0x00050914）（0x0004FD70）（0x000175E8）：1000（1200|1800|0100）
（0x0005091C）（0x0004FD78）（0x000175F0）：1000（1000|1A00|0100）
（0x0005092C）（0x0004FD88）（0x00017600）：1000（1100|1B00|0100）
（0x00052514）（0x00051970）（0x000191E8）：1000（2600|5000|0100）
（0x000536FC）（0x00052B58）（0x0001A3D0）：1000（1F00|5100|0100）
（0x00053704）（0x00052B60）（0x0001A3D8）：1000（1500|4700|0100）
（0x0005388C）（0x00052CE8）（0x0001A560）：1000（2900|3200|0100）
（0x00053894）（0x00052CF0）（0x0001A568）：1000（2D00|2F00|    ）
（0x0005389C）（0x00052CF8）（0x0001A570）：1000（3000|3200|0100）
（0x000538B4）（0x00052D10）（0x0001A588）：1000（2D00|2F00|0100）
（0x000538BC）（0x00052D18）（0x0001A590）：1000（3000|3200|0100）
（0x000538D4）（0x00052D30）（0x0001A5A8）：1000（2F00|2D00|    ）
（0x000538DC）（0x00052D38）（0x0001A5B0）：1000（3000|2E00|    ）
（0x000538E4）（0x00052D40）（0x0001A5B8）：1000（2F00|2F00|    ）
（0x000538EC）（0x00052D48）（0x0001A5C0）：1000（3100|3100|0100）
（0x00053904）（0x00052D60）（0x0001A5D8）：1000（2200|2A00|0100）
（0x00053914）（0x00052D70）（0x0001A5E8）：1000（2100|2900|    ）
（0x0005396C）（0x00052DC8）（0x0001A640）：1000（2000|5100|0100）
（0x00053974）（0x00052DD0）（0x0001A648）：1000（2200|4F00|0100）
（0x00053984）（0x00052DE0）（0x0001A658）：1000（2200|4F00|    ）
（0x00054964）（0x00053DC0）（0x0001B638）：1000（1A00|4D00|0100）
（0x0005496C）（0x00053DC8）（0x0001B640）：1000（0D00|4000|0100）
（0x00054974）（0x00053DD0）（0x0001B648）：1000（1900|3400|0100）
（0x0005497C）（0x00053DD8）（0x0001B650）：1000（1500|3000|    ）
（0x00054984）（0x00053DE0）（0x0001B658）：1000（1300|3100|0100）
（0x000549A4）（0x00053E00）（0x0001B678）：1000（1900|4400|    ）
（0x000549AC）（0x00053E08）（0x0001B680）：1000（1A00|4200|0100）
（0x000549B4）（0x00053E10）（0x0001B688）：1000（1700|3F00|0100）
（0x000549D4）（0x00053E30）（0x0001B6A8）：1000（1800|3F00|    ）
（0x000549DC）（0x00053E38）（0x0001B6B0）：1000（1A00|4100|0100）
（0x000549E4）（0x00053E40）（0x0001B6B8）：1000（1A00|4200|    ）
（0x000549EC）（0x00053E48）（0x0001B6C0）：1000（1C00|4400|0100）
（0x000549F4）（0x00053E50）（0x0001B6C8）：1000（1B00|4600|    ）
（0x000549FC）（0x00053E58）（0x0001B6D0）：1000（1E00|4900|0100）
（0x00054A04）（0x00053E60）（0x0001B6D8）：1000（1A00|4E00|    ）
（0x00054A0C）（0x00053E68）（0x0001B6E0）：1000（0E00|4200|    ）
（0x00054A14）（0x00053E70）（0x0001B6E8）：1000（1B00|3400|0100）
（0x00054A1C）（0x00053E78）（0x0001B6F0）：1000（1900|3200|0100）
（0x00054A24）（0x00053E80）（0x0001B6F8）：1000（1800|3300|0100）
（0x00054A2C）（0x00053E88）（0x0001B700）：1000（1700|3200|    ）
（0x00054A34）（0x00053E90）（0x0001B708）：1000（1200|3600|0100）
（0x00054A54）（0x00053EB0）（0x0001B728）：1000（1A00|3400|0100）
（0x00054A5C）（0x00053EB8）（0x0001B730）：1000（1700|3100|0100）
